code,Species,Type,Qin,full_rcp26,full_rcp45,full_rcp85,buffer_rcp26,buffer_rcp45,buffer_rcp85,stable_rcp26,stable_rcp45,stable_rcp85
sp5930,Neolitsea undulatifolia,wide-ranged,LC,EX,EX,NT,EX,EX,VU,EX,EX,CR
sp5931,Neolitsea variabillima,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp5932,Neolitsea velutina,wide-ranged,LC,CR,CR,LC,CR,CR,LC,CR,CR,VU
sp5934,Neolitsea wushanica,wide-ranged,LC,VU,VU,EN,VU,VU,EN,VU,VU,EN
sp5940,Neonauclea tsaiana,narrow-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp5944,Nephelium topengii,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,VU
sp5950,Nitraria tangutorum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp5951,Nothaphoebe cavaleriei,wide-ranged,LC,VU,EN,EN,EN,EN,EN,EN,EN,CR
sp5953,Nothapodytes collina,wide-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp5955,Nothapodytes obscura,wide-ranged,VU,EN,EN,VU,EN,EN,VU,CR,CR,VU
sp5956,Nothapodytes obtusifolia,narrow-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp5957,Nothapodytes pittosporoides,wide-ranged,LC,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp5958,Nothapodytes tomentosa,wide-ranged,LC,CR,CR,CR,CR,CR,CR,EX,CR,CR
sp5959,Nouelia insignis,wide-ranged,VU,EN,EN,VU,EN,EN,VU,EN,EN,VU
sp5963,Nyssa shangszeensis,wide-ranged,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp5966,Nyssa wenshanensis,wide-ranged,DD,EX,EX,LC,EX,EX,LC,EX,EX,NT
sp5967,Nyssa yunnanensis,wide-ranged,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp5971,Olax austrosinensis,wide-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp5974,Olea caudatilimba,wide-ranged,DD,NT,EN,NT,NT,EN,NT,EN,EN,EN
sp5976,Olea guangxiensis,wide-ranged,LC,CR,CR,NT,CR,CR,NT,CR,CR,VU
sp5977,Olea hainanensis,wide-ranged,LC,NT,NT,LC,NT,NT,NT,VU,VU,VU
sp5978,Olea laxiflora,narrow-ranged,LC,EX,EX,EX,EX,EX,EX,EX,EX,EX
sp5979,Olea neriifolia,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp5981,Olea parvilimba,narrow-ranged,LC,EX,EX,EX,EX,EX,EX,EX,EX,EX
sp5984,Olea tetragonoclada,narrow-ranged,LC,LC,LC,LC,LC,CR,EN,EX,EX,VU
sp5985,Olea tsoongii,wide-ranged,LC,NT,NT,VU,NT,NT,VU,NT,VU,VU
sp5986,Oligostachyum glabrescens,narrow-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp5987,Oligostachyum gracilipes,narrow-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp5988,Oligostachyum hupehense,narrow-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp5989,Oligostachyum lubricum,narrow-ranged,LC,EN,LC,EN,EN,NT,EN,VU,CR,EN
sp5990,Oligostachyum nuspiculum,wide-ranged,LC,EN,CR,NT,EN,CR,VU,CR,CR,EN
sp5991,Oligostachyum oedogonatum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,VU,NT
sp5992,Oligostachyum paniculatum,narrow-ranged,DD,LC,LC,LC,LC,EN,EN,CR,CR,NT
sp5994,Oligostachyum scabriflorum,wide-ranged,LC,NT,VU,VU,NT,VU,VU,VU,EN,VU
sp5996,Oligostachyum spongiosum,wide-ranged,LC,EX,EX,CR,EX,EX,CR,EX,EX,CR
sp5997,Oligostachyum sulcatum,wide-ranged,DD,NT,VU,VU,NT,VU,VU,EN,EN,EN
sp6005,Oreocnide kwangsiensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,VU,NT
sp6013,Ormosia apiculata,narrow-ranged,DD,LC,LC,LC,LC,EN,CR,EX,EX,NT
sp6015,Ormosia elliptica,wide-ranged,DD,VU,EN,CR,VU,EN,CR,EN,EN,CR
sp6017,Ormosia eugeniifolia,narrow-ranged,CR,CR,CR,CR,CR,CR,CR,EX,EX,CR
sp6018,Ormosia ferruginea,narrow-ranged,DD,LC,LC,LC,EN,EN,EX,EX,EX,EX
sp6020,Ormosia formosana,narrow-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp6021,Ormosia glaberrima,wide-ranged,VU,EN,EN,VU,EN,EN,VU,EN,EN,VU
sp6023,Ormosia hosiei,wide-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,CR
sp6024,Ormosia howii,wide-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp6025,Ormosia indurata,wide-ranged,NT,VU,VU,NT,VU,VU,NT,EN,EN,VU
sp6026,Ormosia inflata,wide-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp6027,Ormosia longipes,wide-ranged,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp6029,Ormosia microphylla,wide-ranged,LC,VU,VU,EN,VU,VU,EN,VU,EN,EN
sp6031,Ormosia nanningensis,wide-ranged,DD,NT,NT,LC,VU,NT,LC,EN,EN,NT
sp6032,Ormosia napoensis,narrow-ranged,DD,LC,LC,NT,LC,EX,EX,EX,EX,VU
sp6033,Ormosia nuda,wide-ranged,LC,VU,EN,CR,VU,EN,CR,EN,EN,CR
sp6034,Ormosia olivacea,wide-ranged,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp6035,Ormosia pachycarpa,wide-ranged,LC,EN,EN,LC,EN,EN,LC,EN,EN,NT
sp6036,Ormosia pachyptera,wide-ranged,EN,EX,EX,EN,EX,EX,EN,EX,EX,EN
sp6037,Ormosia pingbianensis,wide-ranged,DD,EX,EX,LC,EX,EX,LC,EX,EX,NT
sp6039,Ormosia pubescens,wide-ranged,DD,VU,NT,LC,VU,NT,LC,VU,VU,NT
sp6040,Ormosia purpureiflora,narrow-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp6041,Ormosia saxatilis,wide-ranged,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp6042,Ormosia semicastrata,wide-ranged,LC,LC,NT,NT,LC,NT,NT,NT,NT,NT
sp6043,Ormosia sericeolucida,wide-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp6045,Ormosia xylocarpa,wide-ranged,LC,NT,NT,NT,NT,NT,VU,NT,NT,VU
sp6046,Ormosia yunnanensis,wide-ranged,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp6047,Orophea hainanensis,wide-ranged,VU,VU,EN,VU,VU,EN,VU,EN,EN,VU
sp6050,Orophea yunnanensis,narrow-ranged,DD,LC,LC,LC,NT,LC,LC,NT,NT,EN
sp6056,Osmanthus armatus,wide-ranged,LC,EN,EN,CR,EN,EN,CR,EN,EN,CR
sp6057,Osmanthus attenuatus,wide-ranged,LC,EN,VU,LC,EN,VU,LC,EN,EN,NT
sp6058,Osmanthus cooperi,wide-ranged,LC,LC,NT,NT,LC,NT,NT,NT,NT,NT
sp6059,Osmanthus delavayi,wide-ranged,LC,VU,NT,NT,VU,NT,NT,VU,VU,NT
sp6060,Osmanthus didymopetalus,wide-ranged,VU,EN,CR,EN,EN,CR,CR,EN,CR,CR
sp6062,Osmanthus fordii,wide-ranged,VU,EN,EN,EN,EN,EN,EN,CR,CR,CR
sp6063,Osmanthus fragrans,wide-ranged,LC,NT,NT,NT,NT,NT,NT,NT,NT,VU
sp6064,Osmanthus gracilinervis,wide-ranged,LC,VU,EN,EN,VU,EN,EN,EN,EN,EN
sp6065,Osmanthus henryi,wide-ranged,LC,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp6067,Osmanthus lanceolatus,narrow-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp6071,Osmanthus minor,wide-ranged,LC,NT,VU,EN,NT,VU,EN,VU,VU,EN
sp6072,Osmanthus pubipedicellatus,narrow-ranged,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp6073,Osmanthus reticulatus,wide-ranged,NT,VU,EN,CR,VU,EN,CR,VU,EN,CR
sp6074,Osmanthus serrulatus,wide-ranged,LC,LC,LC,LC,NT,VU,NT,VU,EN,EN
sp6076,Osmanthus urceolatus,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp6077,Osmanthus venosus,wide-ranged,EN,EN,EN,CR,EN,EN,CR,CR,CR,EX
sp6078,Osmanthus yunnanensis,wide-ranged,LC,LC,NT,VU,LC,NT,VU,NT,NT,VU
sp6080,Osteomeles schwerinae,wide-ranged,LC,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp6086,Ostrya multinervis,wide-ranged,LC,EN,EN,CR,EN,EN,CR,EN,EN,CR
sp6087,Ostrya rehderiana,wide-ranged,CR,EX,EX,EX,EX,EX,EX,EX,EX,EX
sp6088,Ostrya trichocarpa,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp6089,Ostrya yunnanensis,narrow-ranged,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp6090,Ostryopsis davidiana,wide-ranged,LC,NT,NT,NT,NT,NT,VU,VU,VU,EN
sp6091,Ostryopsis nobilis,wide-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp6097,Oxyspora yunnanensis,wide-ranged,LC,NT,NT,VU,NT,NT,VU,VU,VU,EN
sp6104,Oyama sinensis,wide-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp6105,Oyama wilsonii,wide-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp6106,Pachygone sinica,wide-ranged,LC,NT,NT,LC,NT,NT,NT,NT,NT,NT
sp6107,Pachygone valida,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp6108,Pachylarnax sinica,narrow-ranged,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp6113,Padus brachypoda,wide-ranged,LC,NT,NT,EN,NT,NT,EN,NT,VU,EN
sp6114,Padus brunnescens,wide-ranged,VU,VU,VU,VU,VU,VU,VU,EN,EN,EN
sp6120,Padus obtusata,wide-ranged,LC,NT,NT,EN,NT,NT,EN,VU,VU,EN
sp6121,Padus perulata,wide-ranged,LC,VU,VU,EN,VU,EN,EN,EN,EN,EN
sp6122,Padus stellipila,wide-ranged,LC,EN,EN,EN,EN,EN,CR,EN,EN,CR
sp6123,Padus velutina,wide-ranged,LC,VU,EN,EN,VU,EN,EN,EN,EN,CR
sp6124,Padus wilsonii,wide-ranged,LC,VU,EN,EN,VU,EN,EN,VU,EN,EN
sp6126,Paeonia decomposita,wide-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp6128,Paeonia jishanensis,wide-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,EN
sp6129,Paeonia ludlowii,wide-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp6130,Paeonia ostii,wide-ranged,VU,EN,CR,EN,EN,CR,CR,CR,CR,EX
sp6131,Paeonia qiui,wide-ranged,VU,EN,CR,CR,EN,CR,CR,EN,CR,CR
sp6132,Paeonia rockii,wide-ranged,LC,VU,EN,EN,VU,EN,EN,VU,EN,EN
sp6133,Paeonia suffruticosa,wide-ranged,VU,VU,VU,VU,VU,VU,VU,EN,EN,CR
sp6135,Paliurus hirsutus,wide-ranged,LC,LC,LC,NT,LC,LC,NT,NT,NT,NT
sp6136,Paliurus orientalis,wide-ranged,LC,CR,CR,EN,CR,CR,EN,CR,CR,EN
sp6138,Pandanus austrosinensis,wide-ranged,LC,NT,NT,NT,NT,NT,NT,VU,VU,NT
sp6146,Paradombeya sinensis,wide-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp6147,Parakmeria kachirachirai,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp6148,Parakmeria lotungensis,wide-ranged,VU,VU,VU,EN,VU,VU,EN,VU,VU,EN
sp6152,Paranephelium hainanense,wide-ranged,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp6157,Parepigynum funingense,wide-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp6158,Parrotia subaequalis,wide-ranged,CR,EX,EX,EX,EX,EX,EX,EX,EX,EX
sp6160,Parsonsia goniostemon,wide-ranged,NT,EN,CR,VU,EN,CR,VU,EN,CR,EN
sp6161,Parthenocissus dalzielii,wide-ranged,LC,NT,VU,VU,NT,VU,VU,VU,VU,VU
sp6162,Parthenocissus feddei,wide-ranged,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp6163,Parthenocissus henryana,wide-ranged,LC,NT,NT,VU,NT,NT,VU,NT,NT,VU
sp6164,Parthenocissus laetevirens,wide-ranged,LC,NT,NT,VU,NT,NT,VU,NT,NT,VU
sp6166,Parthenocissus suberosa,wide-ranged,LC,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp6169,Passiflora jianfengensis,wide-ranged,NT,VU,NT,NT,VU,NT,NT,EN,EN,NT
sp6172,Passiflora wilsonii,wide-ranged,LC,NT,VU,VU,NT,VU,VU,NT,VU,VU
sp6175,Paulownia kawakamii,wide-ranged,LC,NT,NT,VU,NT,NT,VU,NT,NT,VU
sp6179,Pavetta scabrifolia,wide-ranged,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp6181,Pavieasia kwangsiensis,narrow-ranged,CR,CR,CR,CR,CR,CR,CR,EX,CR,CR
sp6185,Pellacalyx yunnanensis,wide-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp6204,Pentastelma auritum,wide-ranged,CR,EX,EX,CR,EX,EX,CR,EX,EX,CR
sp6211,Periploca sepium,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp6213,Perrottetia arisanensis,wide-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp6214,Perrottetia racemosa,wide-ranged,LC,NT,NT,VU,NT,NT,VU,VU,VU,EN
sp6217,Pertya berberidoides,wide-ranged,DD,NT,NT,LC,NT,NT,LC,VU,VU,VU
sp6221,Pertya discolor,wide-ranged,LC,LC,LC,LC,NT,NT,NT,EN,EN,EN
sp6222,Pertya phylicoides,wide-ranged,LC,NT,NT,NT,NT,NT,NT,VU,VU,VU
sp6226,Pertya sinensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,VU,VU
sp6227,Pertya tsoongiana,narrow-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp6228,Pertya uniflora,wide-ranged,LC,NT,NT,LC,NT,NT,LC,NT,VU,VU
sp6230,Phellodendron chinense,wide-ranged,LC,VU,EN,EN,VU,EN,EN,VU,EN,EN
sp6231,Philadelphus brachybotrys,wide-ranged,LC,VU,EN,CR,VU,EN,CR,EN,EN,CR
sp6232,Philadelphus calvescens,wide-ranged,LC,LC,LC,NT,VU,VU,EN,VU,VU,EN
sp6233,Philadelphus dasycalyx,wide-ranged,LC,NT,VU,EN,NT,VU,EN,VU,EN,CR
sp6237,Philadelphus henryi,wide-ranged,LC,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp6238,Philadelphus incanus,wide-ranged,LC,NT,VU,VU,VU,VU,EN,VU,EN,EN
sp6240,Philadelphus kansuensis,wide-ranged,LC,NT,NT,EN,NT,NT,EN,NT,VU,EN
sp6241,Philadelphus laxiflorus,wide-ranged,LC,NT,NT,VU,NT,NT,EN,VU,EN,EN
sp6242,Philadelphus lushuiensis,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,EN
sp6244,Philadelphus purpurascens,wide-ranged,LC,NT,NT,NT,NT,NT,NT,NT,NT,VU
sp6248,Philadelphus sericanthus,wide-ranged,LC,VU,VU,EN,VU,VU,EN,VU,EN,EN
sp6249,Philadelphus subcanus,wide-ranged,LC,LC,LC,LC,LC,LC,LC,VU,VU,VU
sp6253,Philadelphus tetragonus,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp6255,Philadelphus tsianschanensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp6256,Philadelphus zhejiangensis,wide-ranged,LC,VU,EN,CR,VU,EN,CR,VU,EN,CR
sp6260,Phoebe bournei,wide-ranged,VU,EN,EN,CR,EN,EN,CR,EN,EN,CR
sp6262,Phoebe calcarea,wide-ranged,LC,EN,EN,EN,EN,EN,EN,CR,CR,CR
sp6263,Phoebe chekiangensis,wide-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp6264,Phoebe chinensis,wide-ranged,LC,EN,EN,EN,EN,EN,EN,EN,EN,CR
sp6265,Phoebe crassipedicella,wide-ranged,NT,NT,NT,NT,NT,NT,NT,EN,VU,EN
sp6266,Phoebe faberi,wide-ranged,LC,NT,NT,VU,NT,NT,VU,VU,VU,EN
sp6267,Phoebe formosana,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp6268,Phoebe forrestii,wide-ranged,NT,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp6269,Phoebe glaucifolia,wide-ranged,LC,LC,LC,VU,LC,LC,VU,NT,NT,EN
sp6270,Phoebe hainanensis,narrow-ranged,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp6271,Phoebe hui,wide-ranged,NT,EN,EN,EN,EN,EN,EN,EN,EN,CR
sp6272,Phoebe hunanensis,wide-ranged,LC,NT,NT,VU,NT,NT,VU,NT,VU,VU
sp6274,Phoebe kwangsiensis,wide-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp6276,Phoebe legendrei,wide-ranged,LC,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp6279,Phoebe microphylla,narrow-ranged,EN,EN,CR,CR,EN,EX,EX,EX,EX,EN
sp6280,Phoebe minutiflora,wide-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp6281,Phoebe motuonan,wide-ranged,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp6282,Phoebe neurantha,wide-ranged,LC,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp6285,Phoebe neuranthoides,wide-ranged,LC,VU,VU,EN,VU,VU,EN,VU,EN,EN
sp6286,Phoebe nigrifolia,wide-ranged,NT,EN,EN,NT,EN,EN,NT,EN,EN,VU
sp6287,Phoebe puwenensis,wide-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp6288,Phoebe rufescens,wide-ranged,VU,VU,VU,EN,VU,VU,EN,VU,VU,EN
sp6293,Phoebe yunnanensis,wide-ranged,NT,VU,EN,EN,VU,EN,EN,EN,EN,CR
sp6294,Phoebe zhennan,wide-ranged,VU,VU,EN,CR,VU,EN,CR,EN,EN,CR
sp6297,Photinia anlungensis,narrow-ranged,LC,LC,CR,CR,LC,EX,EX,EX,EX,EX
sp6301,Photinia beckii,narrow-ranged,EN,EN,EX,EX,EN,EX,EX,EX,EX,EN
sp6304,Photinia berberidifolia,wide-ranged,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp6305,Photinia bergerae,narrow-ranged,LC,EX,EX,EX,EX,EX,EX,EX,EX,EX
sp6306,Photinia blinii,narrow-ranged,LC,LC,LC,LC,LC,CR,EN,EX,CR,NT
sp6309,Photinia callosa,wide-ranged,LC,EN,EN,NT,EN,EN,NT,EN,EN,VU
sp6310,Photinia chihsiniana,wide-ranged,NT,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp6311,Photinia chingiana,narrow-ranged,LC,EX,EX,EX,EX,EX,EX,EX,EX,EX
sp6312,Photinia crassifolia,wide-ranged,LC,EX,EX,NT,EX,EX,NT,CR,EX,VU
sp6313,Photinia fokienensis,wide-ranged,LC,LC,LC,NT,LC,LC,NT,NT,NT,NT
sp6315,Photinia glomerata,wide-ranged,LC,NT,VU,VU,NT,VU,VU,NT,VU,VU
sp6316,Photinia hirsuta,wide-ranged,LC,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp6320,Photinia komarovii,wide-ranged,LC,VU,EN,CR,VU,EN,CR,EN,EN,CR
sp6321,Photinia kwangsiensis,wide-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp6322,Photinia lanuginosa,wide-ranged,EN,CR,CR,EX,CR,CR,EX,CR,CR,EX
sp6323,Photinia lasiogyna,wide-ranged,LC,VU,VU,VU,VU,VU,VU,VU,EN,VU
sp6324,Photinia lochengensis,wide-ranged,NT,VU,VU,NT,VU,VU,NT,EN,VU,VU
sp6325,Photinia loriformis,wide-ranged,NT,EN,NT,NT,EN,NT,NT,EN,VU,VU
sp6326,Photinia megaphylla,wide-ranged,LC,LC,LC,EN,NT,VU,EN,VU,EN,EN
sp6327,Photinia parvifolia,wide-ranged,LC,LC,NT,NT,LC,NT,NT,NT,NT,NT
sp6329,Photinia pilosicalyx,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,VU
sp6330,Photinia podocarpifolia,wide-ranged,LC,NT,LC,LC,CR,EN,LC,CR,EN,NT
sp6331,Photinia prionophylla,wide-ranged,LC,EN,EN,VU,EN,EN,VU,EN,EN,EN
sp6334,Photinia schneideriana,wide-ranged,LC,EN,EN,CR,EN,EN,CR,EN,EN,CR
sp6338,Photinia tsaii,wide-ranged,NT,NT,NT,NT,NT,NT,NT,VU,VU,VU
sp6339,Photinia tushanensis,narrow-ranged,NT,CR,EX,EX,CR,EX,EX,EX,EX,CR
sp6342,Photinia zhejiangensis,wide-ranged,LC,NT,VU,CR,NT,VU,CR,VU,EN,CR
sp6343,Phyllagathis cavaleriei,wide-ranged,LC,LC,LC,LC,LC,LC,LC,EN,EN,VU
sp6345,Phyllagathis fengii,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp6351,Phyllagathis oligotricha,wide-ranged,LC,NT,NT,VU,NT,NT,VU,NT,NT,VU
sp6354,Phyllagathis stenophylla,narrow-ranged,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp6358,Phyllanthodendron breynioides,wide-ranged,LC,NT,LC,LC,EN,LC,LC,EN,NT,LC
sp6359,Phyllanthodendron caudatifolium,narrow-ranged,LC,LC,CR,EX,LC,EX,EX,EX,EX,CR
sp6360,Phyllanthodendron dunnianum,wide-ranged,LC,NT,NT,NT,NT,NT,NT,NT,NT,VU
sp6361,Phyllanthodendron lativenium,wide-ranged,LC,VU,VU,NT,VU,VU,NT,EN,CR,VU
sp6362,Phyllanthodendron moi,narrow-ranged,LC,EN,CR,CR,EN,CR,CR,CR,CR,CR
sp6363,Phyllanthodendron orbicularifolium,narrow-ranged,LC,LC,LC,LC,LC,VU,EN,EN,EN,NT
sp6364,Phyllanthodendron petraeum,narrow-ranged,LC,LC,LC,LC,LC,CR,CR,EX,EX,NT
sp6366,Phyllanthus bodinieri,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,VU,NT,VU
sp6367,Phyllanthus chekiangensis,wide-ranged,LC,VU,EN,EN,VU,EN,EN,VU,EN,EN
sp6371,Phyllanthus fangchengensis,narrow-ranged,LC,LC,CR,VU,NT,CR,CR,CR,CR,VU
sp6372,Phyllanthus fimbricalyx,narrow-ranged,LC,CR,EN,EN,CR,EX,EX,EX,EX,EX
sp6374,Phyllanthus forrestii,wide-ranged,LC,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp6375,Phyllanthus franchetianus,wide-ranged,DD,EN,EN,LC,EN,EN,LC,CR,CR,NT
sp6378,Phyllanthus guangdongensis,wide-ranged,LC,NT,LC,LC,NT,NT,LC,VU,NT,NT
sp6379,Phyllanthus hainanensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp6380,Phyllanthus nanellus,wide-ranged,LC,LC,LC,LC,LC,LC,NT,LC,NT,NT
sp6385,Phyllanthus tsarongensis,wide-ranged,LC,NT,NT,VU,NT,NT,VU,VU,VU,EN
sp6394,Phyllostachys elegans,wide-ranged,DD,LC,LC,EN,LC,LC,EN,NT,VU,EN
sp6397,Phyllostachys heteroclada,wide-ranged,LC,VU,VU,EN,VU,VU,EN,VU,VU,EN
sp6398,Phyllostachys kwangsiensis,wide-ranged,LC,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp6401,Phyllostachys parvifolia,narrow-ranged,VU,VU,VU,VU,VU,VU,VU,VU,EN,EN
sp6403,Phyllostachys rivalis,wide-ranged,LC,LC,LC,NT,LC,LC,NT,NT,NT,EN
sp6405,Phyllostachys rubromarginata,wide-ranged,DD,EN,EN,EN,EN,EN,EN,CR,CR,EN
sp6406,Phyllostachys stimulosa,wide-ranged,LC,NT,VU,EN,NT,VU,EN,VU,VU,EN
sp6409,Phyllostachys tianmuensis,narrow-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp6410,Phyllostachys varioauriculata,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp6411,Phyllostachys virella,narrow-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,VU
sp6414,Picea asperata,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp6418,Picea crassifolia,wide-ranged,LC,LC,LC,LC,NT,NT,NT,VU,VU,EN
sp6427,Picea meyeri,wide-ranged,VU,VU,EN,EN,EN,EN,CR,EN,EN,CR
sp6429,Picea neoveitchii,wide-ranged,LC,NT,NT,EN,NT,NT,EN,VU,VU,EN
sp6431,Picea purpurea,wide-ranged,LC,NT,NT,NT,NT,NT,NT,NT,VU,VU
sp6435,Picea wilsonii,wide-ranged,LC,LC,LC,LC,NT,NT,VU,VU,EN,EN
sp6436,Picrasma chinensis,wide-ranged,NT,NT,NT,NT,NT,NT,NT,NT,NT,VU
sp6440,Pieris swinhoei,wide-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp6441,Pileostegia tomentella,wide-ranged,LC,LC,NT,NT,LC,NT,NT,NT,NT,NT
sp6443,Pinanga chinensis,narrow-ranged,DD,LC,NT,EN,LC,NT,EN,NT,EN,NT
sp6444,Pinanga discolor,wide-ranged,DD,LC,NT,LC,LC,NT,NT,NT,NT,NT
sp6447,Pinanga sinii,wide-ranged,DD,EN,EN,LC,EN,EN,NT,EN,EN,NT
sp6449,Pinanga viridis,wide-ranged,DD,CR,CR,LC,CR,CR,LC,CR,CR,NT
sp6453,Pinus bungeana,wide-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp6454,Pinus densata,wide-ranged,LC,LC,LC,NT,LC,LC,NT,NT,NT,NT
sp6464,Pinus massoniana,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp6467,Pinus morrisonicola,wide-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp6471,Pinus squamata,narrow-ranged,CR,EX,EX,EX,EX,EX,EX,EX,EX,EX
sp6478,Pinus taiwanensis,wide-ranged,LC,EN,EN,CR,EN,EN,CR,EN,EN,CR
sp6480,Pinus yunnanensis,wide-ranged,LC,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp6482,Piper austrosinense,wide-ranged,LC,EN,EN,LC,EN,EN,LC,EN,EN,NT
sp6484,Piper chinense,wide-ranged,DD,LC,LC,LC,LC,LC,LC,VU,VU,NT
sp6485,Piper hainanense,wide-ranged,LC,EN,EN,LC,EN,EN,NT,EN,EN,EN
sp6487,Piper laetispicum,wide-ranged,LC,VU,VU,LC,VU,VU,LC,EN,EN,EN
