code,Species,Type,Qin,full_rcp26,full_rcp45,full_rcp85,buffer_rcp26,buffer_rcp45,buffer_rcp85,stable_rcp26,stable_rcp45,stable_rcp85
sp5334,Machilus gracillima,narrow-ranged,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp5340,Machilus kwangtungensis,wide-ranged,LC,EN,CR,CR,EN,CR,CR,CR,CR,CR
sp5341,Machilus lenticellata,narrow-ranged,EN,EN,EX,EX,EN,EX,EX,EX,EX,CR
sp5342,Machilus leptophylla,wide-ranged,LC,VU,VU,EN,VU,VU,EN,VU,EN,EN
sp5343,Machilus lichuanensis,wide-ranged,LC,EN,EN,CR,EN,EN,CR,EN,CR,CR
sp5344,Machilus litseifolia,wide-ranged,LC,VU,EN,EN,VU,EN,EN,VU,EN,CR
sp5346,Machilus longipes,narrow-ranged,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp5347,Machilus mangdangshanensis,narrow-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp5348,Machilus melanophylla,narrow-ranged,VU,VU,VU,EN,VU,VU,EN,VU,EN,VU
sp5349,Machilus miaoshanensis,narrow-ranged,NT,EX,EX,EX,EX,EX,EX,EX,EX,EX
sp5350,Machilus microcarpa,wide-ranged,LC,EN,EN,EN,EN,EN,EN,EN,EN,CR
sp5352,Machilus minutiloba,wide-ranged,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp5353,Machilus monticola,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp5354,Machilus multinervia,wide-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp5356,Machilus nanchuanensis,narrow-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp5357,Machilus nanmu,wide-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp5359,Machilus oculodracontis,wide-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp5360,Machilus oreophila,wide-ranged,LC,LC,NT,NT,LC,NT,NT,NT,NT,VU
sp5361,Machilus ovatiloba,wide-ranged,NT,NT,NT,EN,NT,VU,EN,VU,EN,EN
sp5362,Machilus parabreviflora,wide-ranged,NT,VU,NT,NT,VU,NT,NT,EN,EN,NT
sp5363,Machilus pauhoi,wide-ranged,LC,NT,NT,VU,NT,NT,VU,NT,NT,VU
sp5364,Machilus phoenicis,wide-ranged,LC,NT,NT,VU,NT,NT,VU,NT,VU,VU
sp5366,Machilus pomifera,wide-ranged,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp5367,Machilus pyramidalis,narrow-ranged,VU,VU,EX,EX,VU,EX,EX,EX,EX,EN
sp5368,Machilus rehderi,wide-ranged,LC,VU,EN,VU,VU,EN,VU,EN,EN,VU
sp5370,Machilus rufipes,wide-ranged,NT,NT,NT,VU,NT,NT,VU,NT,NT,EN
sp5373,Machilus shiwandashanica,wide-ranged,NT,NT,NT,NT,VU,NT,NT,EN,EN,NT
sp5374,Machilus shweliensis,wide-ranged,LC,LC,LC,NT,LC,LC,NT,NT,NT,VU
sp5375,Machilus sichourensis,wide-ranged,NT,EX,CR,NT,EX,EX,NT,EX,EX,NT
sp5376,Machilus sichuanensis,narrow-ranged,EN,EN,EN,EN,EN,CR,EN,CR,CR,EN
sp5377,Machilus submultinervia,narrow-ranged,VU,VU,VU,EN,VU,EX,EX,EX,EX,VU
sp5378,Machilus tenuipilis,wide-ranged,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp5383,Machilus viridis,wide-ranged,LC,NT,VU,EN,VU,VU,EN,VU,EN,EN
sp5384,Machilus wangchiana,wide-ranged,LC,VU,VU,EN,VU,EN,EN,EN,EN,EN
sp5385,Machilus yunnanensis,wide-ranged,LC,VU,VU,EN,VU,VU,EN,VU,EN,EN
sp5386,Machilus zuihoensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,LC,NT,LC
sp5394,Macropanax chienii,narrow-ranged,VU,VU,VU,VU,VU,VU,EN,VU,EN,VU
sp5397,Macropanax paucinervis,narrow-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp5398,Macropanax rosthornii,wide-ranged,LC,VU,VU,VU,VU,VU,VU,VU,EN,VU
sp5404,Maddenia fujianensis,narrow-ranged,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp5406,Maddenia hypoleuca,wide-ranged,LC,NT,VU,VU,VU,VU,EN,EN,EN,EN
sp5407,Maddenia hypoxantha,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp5408,Maddenia incisoserrata,wide-ranged,LC,LC,LC,NT,LC,LC,NT,NT,NT,VU
sp5409,Maddenia wilsonii,wide-ranged,LC,NT,VU,EN,NT,VU,EN,VU,VU,EN
sp5410,Madhuca hainanensis,wide-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp5415,Maesa brevipaniculata,narrow-ranged,LC,LC,CR,CR,NT,CR,EX,EX,EX,EN
sp5416,Maesa cavinervis,wide-ranged,LC,LC,LC,EN,NT,NT,EN,VU,EN,EN
sp5418,Maesa confusa,narrow-ranged,LC,LC,EN,VU,LC,EN,VU,EN,EN,NT
sp5419,Maesa consanguinea,wide-ranged,NT,NT,NT,NT,NT,VU,NT,EN,EN,NT
sp5420,Maesa hupehensis,wide-ranged,LC,VU,VU,EN,VU,VU,EN,VU,EN,EN
sp5422,Maesa insignis,wide-ranged,LC,EN,EN,LC,EN,EN,LC,EN,CR,NT
sp5424,Maesa macilenta,narrow-ranged,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp5425,Maesa macilentoides,wide-ranged,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp5436,Maesa salicifolia,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,VU,VU,VU
sp5437,Maesa striatocarpa,wide-ranged,LC,EX,EX,EN,EX,EX,EN,EX,EX,EN
sp5438,Mahonia bodinieri,wide-ranged,LC,CR,CR,EN,CR,CR,EN,CR,CR,EN
sp5439,Mahonia bracteolata,wide-ranged,VU,VU,VU,VU,VU,VU,VU,VU,EN,EN
sp5440,Mahonia breviracema,wide-ranged,CR,CR,EX,EX,CR,EX,EX,CR,EX,EX
sp5441,Mahonia conferta,wide-ranged,VU,CR,CR,VU,CR,CR,VU,EX,EX,CR
sp5442,Mahonia decipiens,narrow-ranged,VU,EX,EN,EX,EX,CR,EX,CR,EX,EX
sp5444,Mahonia eurybracteata,wide-ranged,LC,LC,NT,LC,NT,NT,LC,NT,NT,NT
sp5446,Mahonia fordii,wide-ranged,NT,VU,EN,CR,VU,EN,CR,EN,EN,CR
sp5448,Mahonia hancockiana,narrow-ranged,VU,EN,EN,CR,EN,EN,CR,CR,CR,EN
sp5452,Mahonia nitens,wide-ranged,LC,EN,CR,EN,EN,CR,EN,CR,CR,EN
sp5453,Mahonia oiwakensis,wide-ranged,LC,CR,CR,VU,CR,CR,VU,CR,CR,VU
sp5454,Mahonia paucijuga,narrow-ranged,LC,LC,LC,LC,EN,LC,LC,NT,NT,EX
sp5456,Mahonia retinervis,narrow-ranged,VU,VU,VU,EN,VU,EX,EX,EX,EX,EN
sp5457,Mahonia setosa,narrow-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,EN
sp5458,Mahonia shenii,wide-ranged,DD,NT,VU,EN,NT,VU,EN,VU,EN,CR
sp5459,Mahonia sheridaniana,wide-ranged,LC,EN,CR,EN,EN,CR,EN,CR,CR,CR
sp5461,Malania oleifera,wide-ranged,VU,CR,EN,VU,CR,EN,VU,CR,EN,VU
sp5462,Mallotus anomalus,wide-ranged,LC,LC,LC,LC,NT,LC,LC,NT,NT,NT
sp5467,Mallotus conspurcatus,wide-ranged,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp5469,Mallotus dunnii,wide-ranged,LC,CR,CR,LC,CR,CR,LC,CR,CR,VU
sp5473,Mallotus lianus,wide-ranged,LC,LC,NT,VU,LC,NT,VU,NT,NT,VU
sp5474,Mallotus lotingensis,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,CR,EN,CR
sp5477,Mallotus millietii,wide-ranged,DD,NT,NT,NT,NT,NT,NT,VU,VU,VU
sp5484,Mallotus tenuifolius,wide-ranged,LC,VU,EN,EN,VU,EN,EN,VU,EN,EN
sp5490,Malus daochengensis,wide-ranged,DD,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp5492,Malus halliana,wide-ranged,NT,NT,NT,VU,NT,VU,VU,VU,EN,EN
sp5493,Malus honanensis,wide-ranged,NT,VU,VU,EN,VU,EN,EN,EN,EN,EN
sp5494,Malus hupehensis,wide-ranged,LC,NT,NT,VU,NT,NT,VU,NT,NT,VU
sp5495,Malus kansuensis,wide-ranged,LC,NT,NT,VU,NT,NT,VU,NT,VU,EN
sp5498,Malus leiocalyca,wide-ranged,DD,NT,VU,EN,NT,VU,EN,NT,VU,EN
sp5500,Malus muliensis,wide-ranged,DD,NT,NT,EN,NT,NT,CR,VU,EN,CR
sp5501,Malus ombrophila,wide-ranged,NT,VU,EN,EN,VU,EN,EN,EN,EN,EN
sp5502,Malus prattii,wide-ranged,LC,LC,LC,EN,LC,LC,EN,NT,NT,EN
sp5503,Malus prunifolia,wide-ranged,LC,LC,LC,NT,LC,LC,NT,NT,NT,VU
sp5508,Malus spectabilis,wide-ranged,NT,NT,NT,NT,NT,NT,NT,VU,VU,EN
sp5509,Malus toringoides,wide-ranged,NT,NT,NT,NT,NT,NT,NT,NT,NT,VU
sp5510,Malus transitoria,wide-ranged,LC,NT,NT,NT,NT,NT,NT,NT,VU,VU
sp5520,Mangifera persiciforma,wide-ranged,VU,CR,CR,VU,CR,CR,VU,CR,CR,VU
sp5523,Manglietia calcarea,narrow-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp5527,Manglietia crassipes,narrow-ranged,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp5532,Manglietia forrestii,wide-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp5534,Manglietia grandis,narrow-ranged,VU,VU,EX,EX,VU,EX,EX,EX,EX,EN
sp5535,Manglietia hongheensis,narrow-ranged,VU,EX,EX,EX,EX,EX,EX,EX,EX,EX
sp5538,Manglietia kwangtungensis,wide-ranged,VU,EN,EN,CR,EN,EN,CR,EN,EN,CR
sp5539,Manglietia oblonga,narrow-ranged,DD,EX,EX,EX,EX,EX,EX,EX,EX,EX
sp5540,Manglietia obovalifolia,narrow-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp5541,Manglietia ovoidea,narrow-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp5542,Manglietia pachyphylla,wide-ranged,VU,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp5543,Manglietia patungensis,narrow-ranged,VU,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp5546,Manglietia szechuanica,wide-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,EN
sp5556,Marsdenia medogensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp5557,Marsdenia officinalis,wide-ranged,LC,LC,LC,NT,LC,LC,NT,NT,VU,VU
sp5561,Maytenus austroyunnanensis,wide-ranged,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp5562,Maytenus confertiflora,wide-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp5563,Maytenus guangxiensis,wide-ranged,VU,EN,VU,VU,EN,VU,VU,CR,EN,VU
sp5564,Maytenus hainanensis,wide-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp5566,Medinilla arboricola,wide-ranged,NT,CR,CR,EN,CR,CR,EN,CR,CR,EN
sp5569,Medinilla formosana,wide-ranged,LC,LC,LC,LC,LC,LC,LC,LC,NT,NT
sp5572,Medinilla lanceata,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp5576,Megistostigma yunnanense,wide-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp5577,Meiogyne kwangtungensis,narrow-ranged,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp5588,Melicope patulinervia,wide-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp5594,Meliosma cuneifolia,wide-ranged,LC,NT,NT,VU,NT,NT,VU,NT,VU,VU
sp5598,Meliosma flexuosa,wide-ranged,LC,NT,VU,EN,NT,VU,EN,NT,VU,EN
sp5601,Meliosma glandulosa,wide-ranged,LC,VU,EN,CR,VU,EN,CR,EN,EN,CR
sp5602,Meliosma henryi,wide-ranged,LC,NT,VU,VU,NT,VU,VU,VU,EN,EN
sp5609,Meliosma parviflora,wide-ranged,LC,NT,VU,EN,VU,VU,EN,EN,EN,CR
sp5621,Melliodendron xylocarpum,wide-ranged,LC,NT,VU,VU,NT,VU,VU,NT,VU,EN
sp5622,Melocalamus arrectus,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp5624,Melocalamus elevatissimus,wide-ranged,NT,NT,NT,NT,NT,NT,NT,NT,NT,VU
sp5625,Melodinus angustifolius,narrow-ranged,DD,LC,LC,LC,LC,LC,LC,VU,VU,EN
sp5626,Melodinus axillaris,wide-ranged,DD,LC,LC,LC,LC,LC,LC,LC,NT,NT
sp5629,Melodinus fusiformis,wide-ranged,LC,LC,LC,NT,LC,LC,NT,NT,NT,NT
sp5630,Melodinus hemsleyanus,wide-ranged,LC,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp5632,Melodinus magnificus,wide-ranged,LC,EN,EN,LC,EN,EN,NT,CR,CR,VU
sp5633,Melodinus morsei,wide-ranged,LC,EN,VU,LC,EN,VU,LC,CR,EN,NT
sp5635,Melodinus tenuicaudatus,wide-ranged,LC,CR,CR,LC,CR,CR,LC,CR,CR,NT
sp5636,Melodinus yunnanensis,wide-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp5646,Metasequoia glyptostroboides,wide-ranged,EN,CR,EX,CR,CR,EX,CR,CR,EX,CR
sp5648,Michelia angustioblonga,narrow-ranged,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp5651,Michelia cavaleriei,wide-ranged,LC,CR,CR,EN,CR,CR,EN,CR,CR,EN
sp5657,Michelia crassipes,wide-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp5659,Michelia elegans,wide-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,CR
sp5663,Michelia fujianensis,wide-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp5664,Michelia fulva,wide-ranged,EN,CR,CR,EN,EX,EX,EN,EX,EX,EN
sp5666,Michelia guangxiensis,narrow-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp5667,Michelia iteophylla,narrow-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp5670,Michelia leveilleana,wide-ranged,LC,EN,CR,CR,EN,CR,CR,CR,CR,CR
sp5672,Michelia martinii,wide-ranged,NT,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp5674,Michelia maudiae,wide-ranged,LC,VU,EN,CR,VU,EN,CR,EN,EN,CR
sp5677,Michelia shiluensis,wide-ranged,EN,CR,CR,EN,CR,CR,CR,CR,CR,CR
sp5678,Michelia skinneriana,wide-ranged,LC,LC,LC,NT,LC,LC,NT,NT,NT,NT
sp5679,Michelia sphaerantha,wide-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,EN
sp5681,Michelia wilsonii,wide-ranged,LC,NT,VU,EN,VU,VU,EN,VU,VU,EN
sp5683,Michelia xanthantha,wide-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp5684,Michelia yunnanensis,wide-ranged,LC,EN,EN,NT,EN,EN,NT,EN,EN,NT
sp5690,Microtropis biflora,wide-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,VU
sp5692,Microtropis fokienensis,wide-ranged,LC,NT,VU,EN,NT,VU,EN,VU,VU,EN
sp5693,Microtropis gracilipes,wide-ranged,LC,NT,VU,EN,NT,VU,EN,VU,EN,EN
sp5696,Microtropis obliquinervia,wide-ranged,LC,VU,EN,EN,VU,EN,EN,VU,EN,CR
sp5697,Microtropis obscurinervia,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp5698,Microtropis paucinervia,wide-ranged,LC,EX,EX,LC,EX,EX,LC,EX,EX,CR
sp5702,Microtropis submembranacea,wide-ranged,LC,CR,CR,LC,CR,CR,LC,CR,CR,EN
sp5703,Microtropis tetragona,wide-ranged,LC,NT,VU,EN,VU,VU,EN,VU,EN,EN
sp5704,Microtropis thyrsiflora,wide-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp5705,Microtropis triflora,wide-ranged,LC,VU,EN,EN,EN,EN,CR,EN,CR,CR
sp5706,Microtropis yunnanensis,wide-ranged,LC,EX,EX,EN,EX,EX,EN,CR,EX,EN
sp5708,Miliusa sinensis,wide-ranged,LC,LC,NT,LC,LC,NT,LC,NT,VU,NT
sp5709,Miliusa tenuistipitata,wide-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp5715,Millettia oraria,wide-ranged,LC,NT,VU,VU,NT,VU,VU,VU,EN,EN
sp5721,Millettia sapindifolia,wide-ranged,LC,CR,CR,EN,CR,CR,EN,CR,CR,CR
sp5723,Millettia velutina,wide-ranged,LC,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp5726,Mischocarpus hainanensis,narrow-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp5733,Monimopetalum chinense,wide-ranged,EN,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp5734,Morinda brevipes,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp5739,Morinda citrina,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,VU,NT
sp5741,Morinda hainanensis,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp5743,Morinda longissima,narrow-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp5744,Morinda nanlingensis,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp5745,Morinda officinalis,wide-ranged,LC,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp5748,Morinda rugulosa,narrow-ranged,LC,LC,LC,LC,CR,CR,EX,EX,EX,EX
sp5749,Morinda shuanghuaensis,wide-ranged,NT,NT,NT,NT,NT,NT,NT,NT,NT,VU
sp5750,Morinda undulata,narrow-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp5757,Morus liboensis,narrow-ranged,DD,EN,EX,EX,CR,EX,EX,EX,EX,CR
sp5760,Morus notabilis,wide-ranged,LC,LC,NT,NT,LC,NT,NT,NT,VU,VU
sp5762,Morus trilobata,wide-ranged,LC,LC,NT,EN,LC,EN,CR,VU,EN,CR
sp5763,Morus wittiorum,wide-ranged,LC,NT,NT,EN,NT,NT,EN,NT,VU,EN
sp5764,Mucuna birdwoodiana,wide-ranged,LC,NT,NT,NT,NT,NT,NT,NT,VU,NT
sp5766,Mucuna calophylla,wide-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp5767,Mucuna championii,narrow-ranged,LC,EX,EX,EX,EX,EX,EX,EX,EX,EX
sp5768,Mucuna cyclocarpa,wide-ranged,LC,LC,LC,EN,LC,LC,EN,NT,NT,EN
sp5771,Mucuna lamellata,wide-ranged,LC,NT,VU,VU,NT,VU,VU,VU,EN,VU
sp5772,Mucuna macrobotrys,wide-ranged,LC,LC,LC,VU,LC,LC,VU,NT,NT,VU
sp5779,Murraya euchrestifolia,wide-ranged,LC,LC,LC,LC,LC,NT,NT,NT,NT,NT
sp5780,Murraya exotica,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp5782,Murraya kwangsiensis,wide-ranged,LC,CR,CR,LC,CR,CR,LC,CR,CR,NT
sp5783,Murraya microphylla,wide-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp5784,Murraya tetramera,narrow-ranged,LC,LC,LC,LC,LC,CR,NT,EX,CR,NT
sp5785,Mussaenda antiloga,narrow-ranged,LC,NT,EX,CR,NT,EX,CR,EX,CR,EN
sp5787,Mussaenda chingii,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,VU,VU,NT
sp5788,Mussaenda decipiens,wide-ranged,LC,LC,LC,VU,LC,LC,VU,NT,NT,EN
sp5792,Mussaenda elliptica,wide-ranged,LC,VU,NT,LC,VU,NT,LC,CR,CR,NT
sp5796,Mussaenda hainanensis,wide-ranged,LC,NT,LC,LC,NT,NT,NT,VU,VU,EN
sp5798,Mussaenda hirsutula,wide-ranged,LC,NT,VU,LC,NT,VU,NT,VU,EN,VU
sp5801,Mussaenda kwangsiensis,wide-ranged,NT,VU,NT,NT,VU,NT,NT,VU,VU,NT
sp5802,Mussaenda kwangtungensis,wide-ranged,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp5803,Mussaenda laxiflora,wide-ranged,NT,NT,NT,NT,NT,NT,NT,NT,VU,EN
sp5804,Mussaenda lotungensis,narrow-ranged,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp5806,Mussaenda membranifolia,wide-ranged,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp5807,Mussaenda mollissima,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp5808,Mussaenda multinervis,wide-ranged,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp5811,Mussaenda sessilifolia,wide-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp5812,Mussaenda simpliciloba,wide-ranged,NT,VU,VU,NT,VU,VU,NT,EN,EN,EN
sp5814,Mycetia bracteata,wide-ranged,NT,NT,NT,NT,NT,NT,NT,NT,NT,VU
sp5815,Mycetia brevipes,narrow-ranged,LC,EN,LC,LC,CR,NT,EN,NT,EN,CR
sp5820,Mycetia hirta,wide-ranged,LC,LC,LC,NT,LC,LC,NT,NT,NT,NT
sp5821,Mycetia longiflora,wide-ranged,LC,LC,LC,VU,LC,LC,VU,NT,NT,EN
sp5826,Myrica adenophora,wide-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp5828,Myrica nana,wide-ranged,LC,EN,EN,VU,EN,EN,VU,EN,EN,VU
sp5832,Myricaria laxiflora,wide-ranged,EN,EN,EN,CR,EN,EN,CR,EN,CR,CR
sp5833,Myricaria paniculata,wide-ranged,LC,LC,LC,LC,LC,LC,LC,VU,VU,EN
sp5834,Myricaria platyphylla,wide-ranged,LC,LC,NT,VU,NT,NT,VU,NT,NT,VU
sp5836,Myricaria pulcherrima,wide-ranged,DD,LC,LC,LC,LC,NT,NT,NT,NT,VU
sp5844,Myrsine elliptica,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp5845,Myrsine faberi,wide-ranged,LC,NT,VU,NT,NT,VU,NT,VU,EN,VU
sp5846,Myrsine kwangsiensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp5857,Naravelia pilulifera,wide-ranged,LC,CR,CR,LC,CR,CR,VU,CR,CR,CR
sp5863,Neillia affinis,wide-ranged,NT,VU,VU,VU,VU,VU,VU,VU,EN,EN
sp5865,Neillia breviracemosa,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,EN
sp5866,Neillia fugongensis,narrow-ranged,LC,LC,LC,LC,EX,LC,LC,CR,CR,EX
sp5868,Neillia jinggangshanensis,wide-ranged,NT,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp5869,Neillia ribesioides,wide-ranged,LC,LC,NT,VU,LC,NT,VU,NT,NT,VU
sp5871,Neillia serratisepala,wide-ranged,LC,NT,VU,EN,NT,VU,EN,NT,VU,EN
sp5872,Neillia sinensis,wide-ranged,LC,VU,VU,EN,VU,VU,EN,VU,VU,EN
sp5874,Neillia sparsiflora,wide-ranged,LC,CR,CR,NT,CR,CR,VU,CR,CR,CR
sp5875,Neillia thibetica,wide-ranged,LC,LC,LC,NT,LC,LC,NT,NT,NT,VU
sp5879,Neocinnamomum delavayi,wide-ranged,LC,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp5880,Neocinnamomum fargesii,wide-ranged,LC,NT,VU,EN,NT,VU,EN,EN,EN,CR
sp5882,Neocinnamomum mekongense,wide-ranged,LC,NT,NT,VU,NT,NT,VU,NT,VU,EN
sp5883,Neohymenopogon oligocarpus,narrow-ranged,VU,EN,EX,EX,CR,EX,EX,EX,EX,CR
sp5887,Neolitsea acuminatissima,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp5895,Neolitsea buisanensis,wide-ranged,LC,NT,NT,LC,NT,NT,LC,VU,VU,NT
sp5898,Neolitsea chrysotricha,narrow-ranged,LC,EX,EX,EX,EX,EX,EX,EX,EX,EX
sp5899,Neolitsea chuii,wide-ranged,LC,LC,NT,VU,LC,NT,VU,NT,NT,VU
sp5900,Neolitsea confertifolia,wide-ranged,LC,VU,VU,EN,VU,VU,EN,VU,VU,EN
sp5901,Neolitsea daibuensis,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp5902,Neolitsea ellipsoidea,wide-ranged,LC,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp5903,Neolitsea hainanensis,wide-ranged,NT,EN,EN,NT,EN,EN,NT,EN,EN,NT
sp5904,Neolitsea hiiranensis,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp5905,Neolitsea homilantha,wide-ranged,LC,VU,VU,NT,VU,VU,NT,VU,VU,NT
sp5906,Neolitsea howii,wide-ranged,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp5907,Neolitsea hsiangkweiensis,wide-ranged,NT,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp5908,Neolitsea impressa,wide-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp5910,Neolitsea kwangsiensis,wide-ranged,LC,EN,EN,NT,EN,EN,NT,EN,CR,VU
sp5911,Neolitsea levinei,wide-ranged,LC,NT,NT,NT,NT,NT,NT,NT,NT,VU
sp5912,Neolitsea longipedicellata,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp5913,Neolitsea lunglingensis,wide-ranged,VU,EX,EX,EX,EX,EX,EX,EX,EX,EX
sp5914,Neolitsea menglaensis,narrow-ranged,VU,VU,VU,EN,VU,VU,EN,VU,EN,VU
sp5915,Neolitsea oblongifolia,narrow-ranged,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp5916,Neolitsea obtusifolia,narrow-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp5919,Neolitsea parvigemma,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp5920,Neolitsea phanerophlebia,wide-ranged,LC,LC,LC,NT,LC,LC,NT,NT,NT,VU
sp5921,Neolitsea pingbienensis,narrow-ranged,NT,NT,CR,EX,NT,CR,EX,CR,EX,EN
sp5922,Neolitsea pinninervis,wide-ranged,LC,LC,VU,EN,NT,VU,EN,VU,EN,CR
sp5924,Neolitsea pulchella,wide-ranged,LC,NT,VU,VU,NT,VU,VU,NT,VU,VU
sp5925,Neolitsea purpurascens,narrow-ranged,NT,NT,NT,NT,NT,VU,VU,EN,EN,EN
sp5927,Neolitsea shingningensis,wide-ranged,VU,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp5928,Neolitsea sutchuanensis,wide-ranged,LC,NT,VU,EN,NT,VU,EN,VU,EN,EN
sp5929,Neolitsea tomentosa,narrow-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
