species,name,class,current,RCP2.6,RCP2.6_CSH,Type_1,RCP4.5,RCP4.5_CSH,Type_2,RCP8.5,RCP8.5_CSH,Type_3
sp5516,Mananthes kampotiana,narrow-ranged,87,241,1.77 ,LC,245,1.82 ,LC,377,3.33 ,LC
sp5517,Mananthes microdonta,wide-ranged,159,12,-0.92 ,CR,10,-0.94 ,CR,17,-0.89 ,CR
sp5518,Mananthes panduriformis,narrow-ranged,152,547,2.60 ,LC,565,2.72 ,LC,729,3.80 ,LC
sp5519,Mangifera laurina,wide-ranged,46,3,-0.93 ,CR,3,-0.93 ,CR,256,4.57 ,LC
sp5520,Mangifera persiciforma,wide-ranged,256,17,-0.93 ,CR,27,-0.89 ,CR,352,0.38 ,LC
sp5521,Mangifera sylvatica,wide-ranged,362,622,0.72 ,LC,626,0.73 ,LC,522,0.44 ,LC
sp5522,Manglietia aromatica,wide-ranged,353,4,-0.99 ,CR,2,-0.99 ,CR,147,-0.58 ,EN
sp5523,Manglietia calcarea,narrow-ranged,267,1128,3.22 ,LC,1141,3.27 ,LC,996,2.73 ,LC
sp5524,Manglietia caveana,wide-ranged,82,92,0.12 ,LC,86,0.05 ,LC,45,-0.45 ,VU
sp5525,Manglietia chevalieri,narrow-ranged,37,59,0.59 ,LC,59,0.59 ,LC,109,1.95 ,LC
sp5526,Manglietia conifera,wide-ranged,1861,778,-0.58 ,EN,566,-0.70 ,EN,776,-0.58 ,EN
sp5527,Manglietia crassipes,narrow-ranged,80,703,7.79 ,LC,683,7.54 ,LC,352,3.40 ,LC
sp5528,Manglietia dandyi,wide-ranged,155,258,0.66 ,LC,211,0.36 ,LC,144,-0.07 ,NT
sp5529,Manglietia duclouxii,wide-ranged,168,23,-0.86 ,CR,13,-0.92 ,CR,214,0.27 ,LC
sp5530,Manglietia fordiana,wide-ranged,3576,3718,0.04 ,LC,3509,-0.02 ,NT,3501,-0.02 ,NT
sp5531,Manglietia fordiana var. hainanensis,wide-ranged,200,392,0.96 ,LC,389,0.95 ,LC,447,1.24 ,LC
sp5532,Manglietia forrestii,wide-ranged,675,793,0.17 ,LC,727,0.08 ,LC,563,-0.17 ,NT
sp5533,Manglietia garrettii,narrow-ranged,104,266,1.56 ,LC,268,1.58 ,LC,95,-0.09 ,NT
sp5534,Manglietia grandis,narrow-ranged,217,94,-0.57 ,EN,77,-0.65 ,EN,289,0.33 ,LC
sp5535,Manglietia hongheensis,narrow-ranged,164,153,-0.07 ,NT,134,-0.18 ,NT,287,0.75 ,LC
sp5536,Manglietia hookeri,wide-ranged,92,362,2.93 ,LC,351,2.82 ,LC,108,0.17 ,LC
sp5537,Manglietia insignis,wide-ranged,1518,480,-0.68 ,EN,420,-0.72 ,EN,551,-0.64 ,EN
sp5538,Manglietia kwangtungensis,wide-ranged,671,261,-0.61 ,EN,148,-0.78 ,EN,109,-0.84 ,CR
sp5539,Manglietia oblonga,narrow-ranged,106,21,-0.80 ,CR,14,-0.87 ,CR,22,-0.79 ,EN
sp5540,Manglietia obovalifolia,narrow-ranged,529,1689,2.19 ,LC,1692,2.20 ,LC,1545,1.92 ,LC
sp5541,Manglietia ovoidea,narrow-ranged,44,172,2.91 ,LC,167,2.80 ,LC,209,3.75 ,LC
sp5542,Manglietia pachyphylla,wide-ranged,135,27,-0.80 ,CR,8,-0.94 ,CR,1,-0.99 ,CR
sp5543,Manglietia patungensis,narrow-ranged,275,109,-0.60 ,EN,58,-0.79 ,EN,82,-0.70 ,EN
sp5544,Manglietia rufibarbata,narrow-ranged,214,574,1.68 ,LC,595,1.78 ,LC,683,2.19 ,LC
sp5545,Manglietia sinoconifera,narrow-ranged,117,272,1.32 ,LC,279,1.38 ,LC,441,2.77 ,LC
sp5546,Manglietia szechuanica,wide-ranged,190,263,0.38 ,LC,236,0.24 ,LC,176,-0.07 ,NT
sp5547,Manglietia ventii,narrow-ranged,96,122,0.27 ,LC,116,0.21 ,LC,325,2.39 ,LC
sp5548,Manglietia zhengyiana,narrow-ranged,154,61,-0.60 ,EN,32,-0.79 ,EN,266,0.73 ,LC
sp5549,Manilkara hexandra,wide-ranged,68,65,-0.04 ,NT,68,0.00 ,LC,78,0.15 ,LC
sp5550,Maoutia puya,wide-ranged,1260,1126,-0.11 ,NT,1149,-0.09 ,NT,1280,0.02 ,LC
sp5551,Mappianthus iodoides,wide-ranged,1811,1520,-0.16 ,NT,1223,-0.32 ,VU,1097,-0.39 ,VU
sp5552,Margaritaria indica,wide-ranged,47,95,1.02 ,LC,87,0.85 ,LC,99,1.11 ,LC
sp5553,Markhamia stipulata,wide-ranged,732,781,0.07 ,LC,798,0.09 ,LC,794,0.08 ,LC
sp5554,Marsdenia griffithii,wide-ranged,64,112,0.75 ,LC,58,-0.09 ,NT,19,-0.70 ,EN
sp5555,Marsdenia koi,wide-ranged,1044,439,-0.58 ,EN,343,-0.67 ,EN,545,-0.48 ,VU
sp5556,Marsdenia medogensis,wide-ranged,162,210,0.30 ,LC,215,0.33 ,LC,195,0.20 ,LC
sp5557,Marsdenia officinalis,wide-ranged,486,772,0.59 ,LC,694,0.43 ,LC,453,-0.07 ,NT
sp5558,Marsdenia tenacissima,wide-ranged,739,973,0.32 ,LC,951,0.29 ,LC,677,-0.08 ,NT
sp5559,Mastixia pentandra ssp. cambodiana,narrow-ranged,63,72,0.14 ,LC,77,0.22 ,LC,81,0.29 ,LC
sp5560,Mayodendron igneum,wide-ranged,972,1317,0.35 ,LC,1262,0.30 ,LC,1253,0.29 ,LC
sp5561,Maytenus austroyunnanensis,wide-ranged,81,140,0.73 ,LC,146,0.80 ,LC,147,0.81 ,LC
sp5562,Maytenus confertiflora,wide-ranged,37,128,2.46 ,LC,154,3.16 ,LC,205,4.54 ,LC
sp5563,Maytenus guangxiensis,wide-ranged,78,24,-0.69 ,EN,50,-0.36 ,VU,282,2.62 ,LC
sp5564,Maytenus hainanensis,wide-ranged,116,251,1.16 ,LC,238,1.05 ,LC,84,-0.28 ,NT
sp5565,Maytenus hookeri,wide-ranged,69,192,1.78 ,LC,198,1.87 ,LC,144,1.09 ,LC
sp5566,Medinilla arboricola,wide-ranged,28,2,-0.93 ,CR,2,-0.93 ,CR,9,-0.68 ,EN
sp5567,Medinilla assamica,wide-ranged,408,73,-0.82 ,CR,80,-0.80 ,CR,456,0.12 ,LC
sp5568,Medinilla fengii,wide-ranged,82,86,0.05 ,LC,70,-0.15 ,NT,82,0.00 ,LC
sp5569,Medinilla formosana,wide-ranged,23,36,0.57 ,LC,33,0.43 ,LC,35,0.52 ,LC
sp5570,Medinilla hayatana,narrow-ranged,26,48,0.85 ,LC,48,0.85 ,LC,41,0.58 ,LC
sp5571,Medinilla himalayana,narrow-ranged,198,427,1.16 ,LC,432,1.18 ,LC,284,0.43 ,LC
sp5572,Medinilla lanceata,wide-ranged,146,243,0.66 ,LC,260,0.78 ,LC,301,1.06 ,LC
sp5573,Medinilla petelotii,wide-ranged,240,355,0.48 ,LC,352,0.47 ,LC,198,-0.18 ,NT
sp5574,Medinilla rubicunda,wide-ranged,426,605,0.42 ,LC,558,0.31 ,LC,240,-0.44 ,VU
sp5575,Medinilla septentrionalis,wide-ranged,1018,1203,0.18 ,LC,1254,0.23 ,LC,1199,0.18 ,LC
sp5576,Megistostigma yunnanense,wide-ranged,55,119,1.16 ,LC,110,1.00 ,LC,97,0.76 ,LC
sp5577,Meiogyne kwangtungensis,narrow-ranged,73,91,0.25 ,LC,98,0.34 ,LC,117,0.60 ,LC
sp5578,Melanolepis multiglandulosa,wide-ranged,34,59,0.74 ,LC,59,0.74 ,LC,57,0.68 ,LC
sp5579,Melastoma dodecandrum,wide-ranged,2802,2554,-0.09 ,NT,2213,-0.21 ,NT,2326,-0.17 ,NT
sp5580,Melastoma imbricatum,wide-ranged,130,33,-0.75 ,EN,21,-0.84 ,CR,141,0.08 ,LC
sp5581,Melastoma intermedium,wide-ranged,1255,345,-0.73 ,EN,232,-0.82 ,CR,241,-0.81 ,CR
sp5582,Melastoma malabathricum,wide-ranged,3216,3871,0.20 ,LC,3717,0.16 ,LC,3972,0.24 ,LC
sp5583,Melastoma sanguineum,wide-ranged,1041,1151,0.11 ,LC,1150,0.10 ,LC,1228,0.18 ,LC
sp5584,Melastoma sanguineum var. latisepalum,narrow-ranged,179,436,1.44 ,LC,462,1.58 ,LC,450,1.51 ,LC
sp5585,Melhania hamiltoniana,narrow-ranged,181,443,1.45 ,LC,455,1.51 ,LC,421,1.33 ,LC
sp5586,Melia azedarach,wide-ranged,4253,3302,-0.22 ,NT,2972,-0.30 ,VU,2379,-0.44 ,VU
sp5587,Melicope lunu-ankenda,wide-ranged,62,48,-0.23 ,NT,43,-0.31 ,VU,18,-0.71 ,EN
sp5588,Melicope patulinervia,wide-ranged,25,29,0.16 ,LC,28,0.12 ,LC,36,0.44 ,LC
sp5589,Melicope pteleifolia,wide-ranged,692,284,-0.59 ,EN,184,-0.73 ,EN,272,-0.61 ,EN
sp5590,Melicope triphylla,narrow-ranged,42,35,-0.17 ,NT,35,-0.17 ,NT,41,-0.02 ,NT
sp5591,Meliosma alba,wide-ranged,2062,1673,-0.19 ,NT,1298,-0.37 ,VU,692,-0.66 ,EN
sp5592,Meliosma angustifolia,wide-ranged,1024,756,-0.26 ,NT,748,-0.27 ,NT,1389,0.36 ,LC
sp5593,Meliosma arnottiana,wide-ranged,994,835,-0.16 ,NT,637,-0.36 ,VU,537,-0.46 ,VU
sp5594,Meliosma cuneifolia,wide-ranged,3507,2939,-0.16 ,NT,2709,-0.23 ,NT,1933,-0.45 ,VU
sp5595,Meliosma cuneifolia var. glabriuscula,wide-ranged,1438,779,-0.46 ,VU,614,-0.57 ,EN,485,-0.66 ,EN
sp5596,Meliosma dilleniifolia,wide-ranged,187,261,0.40 ,LC,265,0.42 ,LC,213,0.14 ,LC
sp5597,Meliosma dumicola,wide-ranged,270,319,0.18 ,LC,314,0.16 ,LC,146,-0.46 ,VU
sp5598,Meliosma flexuosa,wide-ranged,2642,2045,-0.23 ,NT,1739,-0.34 ,VU,1159,-0.56 ,EN
sp5599,Meliosma fordii,wide-ranged,1852,1807,-0.02 ,NT,1581,-0.15 ,NT,1689,-0.09 ,NT
sp5600,Meliosma fordii var. sinii,narrow-ranged,161,168,0.04 ,LC,145,-0.10 ,NT,139,-0.14 ,NT
sp5601,Meliosma glandulosa,wide-ranged,650,345,-0.47 ,VU,214,-0.67 ,EN,75,-0.88 ,CR
sp5602,Meliosma henryi,wide-ranged,293,214,-0.27 ,NT,184,-0.37 ,VU,160,-0.45 ,VU
sp5603,Meliosma laui,wide-ranged,533,280,-0.47 ,VU,268,-0.50 ,VU,567,0.06 ,LC
sp5604,Meliosma longipes,wide-ranged,276,4,-0.99 ,CR,6,-0.98 ,CR,44,-0.84 ,CR
sp5605,Meliosma myriantha,wide-ranged,2248,1611,-0.28 ,NT,1254,-0.44 ,VU,962,-0.57 ,EN
sp5606,Meliosma myriantha var. discolor,wide-ranged,1615,1072,-0.34 ,VU,767,-0.53 ,EN,481,-0.70 ,EN
sp5607,Meliosma myriantha var. pilosa,wide-ranged,1367,296,-0.78 ,EN,199,-0.85 ,CR,98,-0.93 ,CR
sp5608,Meliosma oldhamii,wide-ranged,2793,2049,-0.27 ,NT,1587,-0.43 ,VU,681,-0.76 ,EN
sp5609,Meliosma parviflora,wide-ranged,475,281,-0.41 ,VU,238,-0.50 ,VU,157,-0.67 ,EN
sp5610,Meliosma paupera,wide-ranged,704,394,-0.44 ,VU,248,-0.65 ,EN,198,-0.72 ,EN
sp5611,Meliosma pinnata,wide-ranged,83,79,-0.05 ,NT,69,-0.17 ,NT,34,-0.59 ,EN
sp5612,Meliosma rhoifolia,wide-ranged,1051,762,-0.27 ,NT,460,-0.56 ,EN,221,-0.79 ,EN
sp5613,Meliosma rhoifolia var. barbulata,wide-ranged,2020,1431,-0.29 ,NT,1073,-0.47 ,VU,617,-0.69 ,EN
sp5614,Meliosma rigida,wide-ranged,2229,1503,-0.33 ,VU,1089,-0.51 ,EN,888,-0.60 ,EN
sp5615,Meliosma rigida var. pannosa,wide-ranged,1470,1490,0.01 ,LC,1295,-0.12 ,NT,945,-0.36 ,VU
sp5616,Meliosma squamulata,wide-ranged,1450,1028,-0.29 ,NT,673,-0.54 ,EN,368,-0.75 ,EN
sp5617,Meliosma thomsonii,wide-ranged,999,1313,0.31 ,LC,1297,0.30 ,LC,791,-0.21 ,NT
sp5618,Meliosma thorelii,wide-ranged,2190,2014,-0.08 ,NT,1863,-0.15 ,NT,1700,-0.22 ,NT
sp5619,Meliosma velutina,wide-ranged,357,595,0.67 ,LC,514,0.44 ,LC,186,-0.48 ,VU
sp5620,Meliosma yunnanensis,wide-ranged,1156,1312,0.13 ,LC,1202,0.04 ,LC,790,-0.32 ,VU
sp5621,Melliodendron xylocarpum,wide-ranged,2330,2027,-0.13 ,NT,1628,-0.30 ,VU,1264,-0.46 ,VU
sp5622,Melocalamus arrectus,narrow-ranged,73,144,0.97 ,LC,148,1.03 ,LC,213,1.92 ,LC
sp5623,Melocalamus compactiflorus,narrow-ranged,85,406,3.78 ,LC,428,4.04 ,LC,191,1.25 ,LC
sp5624,Melocalamus elevatissimus,wide-ranged,140,137,-0.02 ,NT,126,-0.10 ,NT,100,-0.29 ,NT
sp5625,Melodinus angustifolius,narrow-ranged,171,595,2.48 ,LC,596,2.49 ,LC,447,1.61 ,LC
sp5626,Melodinus axillaris,wide-ranged,97,235,1.42 ,LC,225,1.32 ,LC,136,0.40 ,LC
sp5627,Melodinus chinensis,narrow-ranged,267,1068,3.00 ,LC,1075,3.03 ,LC,1002,2.75 ,LC
sp5628,Melodinus cochinchinensis,wide-ranged,309,476,0.54 ,LC,495,0.60 ,LC,603,0.95 ,LC
sp5629,Melodinus fusiformis,wide-ranged,1617,1770,0.09 ,LC,1711,0.06 ,LC,1479,-0.09 ,NT
sp5630,Melodinus hemsleyanus,wide-ranged,1317,874,-0.34 ,VU,756,-0.43 ,VU,787,-0.40 ,VU
sp5631,Melodinus khasianus,wide-ranged,294,265,-0.10 ,NT,244,-0.17 ,NT,122,-0.59 ,EN
sp5632,Melodinus magnificus,wide-ranged,481,101,-0.79 ,EN,109,-0.77 ,EN,453,-0.06 ,NT
sp5633,Melodinus morsei,wide-ranged,119,48,-0.60 ,EN,79,-0.34 ,VU,301,1.53 ,LC
sp5634,Melodinus suaveolens,wide-ranged,1146,760,-0.34 ,VU,670,-0.42 ,VU,1017,-0.11 ,NT
sp5635,Melodinus tenuicaudatus,wide-ranged,471,19,-0.96 ,CR,11,-0.98 ,CR,635,0.35 ,LC
sp5636,Melodinus yunnanensis,wide-ranged,106,157,0.48 ,LC,175,0.65 ,LC,223,1.10 ,LC
sp5637,Memecylon lanceolatum,narrow-ranged,25,46,0.84 ,LC,44,0.76 ,LC,37,0.48 ,LC
sp5638,Merrillanthus hainanensis,wide-ranged,171,239,0.40 ,LC,266,0.56 ,LC,239,0.40 ,LC
sp5639,Merrilliopanax alpinus,wide-ranged,222,245,0.10 ,LC,248,0.12 ,LC,253,0.14 ,LC
sp5640,Merrilliopanax listeri,wide-ranged,564,977,0.73 ,LC,960,0.70 ,LC,358,-0.37 ,VU
sp5641,Merrilliopanax membranifolius,wide-ranged,1313,1137,-0.13 ,NT,1120,-0.15 ,NT,1062,-0.19 ,NT
sp5642,Mesua ferrea,wide-ranged,119,908,6.63 ,LC,971,7.16 ,LC,497,3.18 ,LC
sp5643,Metadina trichotoma,wide-ranged,2034,2631,0.29 ,LC,2507,0.23 ,LC,2522,0.24 ,LC
sp5644,Metapanax davidii,wide-ranged,1941,1710,-0.12 ,NT,1532,-0.21 ,NT,1059,-0.45 ,VU
sp5645,Metapanax delavayi,wide-ranged,753,164,-0.78 ,EN,166,-0.78 ,EN,319,-0.58 ,EN
sp5646,Metasequoia glyptostroboides,wide-ranged,524,6,-0.99 ,CR,1,-1.00 ,EX,13,-0.98 ,CR
sp5647,Meyna hainanensis,narrow-ranged,112,155,0.38 ,LC,167,0.49 ,LC,272,1.43 ,LC
sp5648,Michelia angustioblonga,narrow-ranged,262,1098,3.19 ,LC,1106,3.22 ,LC,984,2.76 ,LC
sp5649,Michelia baillonii,wide-ranged,399,430,0.08 ,LC,409,0.03 ,LC,387,-0.03 ,NT
sp5650,Michelia balansae,wide-ranged,1628,1800,0.11 ,LC,1717,0.05 ,LC,2119,0.30 ,LC
sp5651,Michelia cavaleriei,wide-ranged,1610,95,-0.94 ,CR,60,-0.96 ,CR,724,-0.55 ,EN
sp5652,Michelia cavaleriei var. platypetala,wide-ranged,1249,598,-0.52 ,EN,371,-0.70 ,EN,191,-0.85 ,CR
sp5653,Michelia champaca,wide-ranged,806,599,-0.26 ,NT,446,-0.45 ,VU,213,-0.74 ,EN
sp5654,Michelia champaca var. pubinervia,narrow-ranged,101,257,1.54 ,LC,259,1.56 ,LC,86,-0.15 ,NT
sp5655,Michelia chapensis,wide-ranged,1268,359,-0.72 ,EN,210,-0.83 ,CR,111,-0.91 ,CR
sp5656,Michelia compressa,wide-ranged,76,86,0.13 ,LC,76,0.00 ,LC,90,0.18 ,LC
sp5657,Michelia crassipes,wide-ranged,1532,850,-0.45 ,VU,656,-0.57 ,EN,610,-0.60 ,EN
sp5658,Michelia doltsopa,wide-ranged,477,450,-0.06 ,NT,401,-0.16 ,NT,259,-0.46 ,VU
sp5659,Michelia elegans,wide-ranged,292,329,0.13 ,LC,220,-0.25 ,NT,88,-0.70 ,EN
sp5660,Michelia flaviflora,narrow-ranged,92,265,1.88 ,LC,273,1.97 ,LC,296,2.22 ,LC
sp5661,Michelia floribunda,wide-ranged,1486,964,-0.35 ,VU,941,-0.37 ,VU,932,-0.37 ,VU
sp5662,Michelia foveolata,wide-ranged,1683,713,-0.58 ,EN,428,-0.75 ,EN,225,-0.87 ,CR
sp5663,Michelia fujianensis,wide-ranged,582,692,0.19 ,LC,654,0.12 ,LC,646,0.11 ,LC
sp5664,Michelia fulva,wide-ranged,101,0,-1.00 ,EX,0,-1.00 ,EX,129,0.28 ,LC
sp5665,Michelia gioi,wide-ranged,280,501,0.79 ,LC,567,1.03 ,LC,732,1.61 ,LC
sp5666,Michelia guangxiensis,narrow-ranged,64,563,7.80 ,LC,530,7.28 ,LC,193,2.02 ,LC
sp5667,Michelia iteophylla,narrow-ranged,98,299,2.05 ,LC,299,2.05 ,LC,297,2.03 ,LC
sp5668,Michelia kisopa,wide-ranged,83,108,0.30 ,LC,115,0.39 ,LC,95,0.14 ,LC
sp5669,Michelia lacei,wide-ranged,143,279,0.95 ,LC,253,0.77 ,LC,177,0.24 ,LC
sp5670,Michelia leveilleana,wide-ranged,53,14,-0.74 ,EN,9,-0.83 ,CR,1,-0.98 ,CR
sp5671,Michelia macclurei,wide-ranged,819,252,-0.69 ,EN,224,-0.73 ,EN,854,0.04 ,LC
sp5672,Michelia martinii,wide-ranged,1880,738,-0.61 ,EN,544,-0.71 ,EN,727,-0.61 ,EN
sp5673,Michelia masticata,wide-ranged,119,208,0.75 ,LC,194,0.63 ,LC,327,1.75 ,LC
sp5674,Michelia maudiae,wide-ranged,1506,816,-0.46 ,VU,509,-0.66 ,EN,246,-0.84 ,CR
sp5675,Michelia mediocris,wide-ranged,983,126,-0.87 ,CR,76,-0.92 ,CR,225,-0.77 ,EN
sp5676,Michelia odora,wide-ranged,1038,94,-0.91 ,CR,67,-0.94 ,CR,123,-0.88 ,CR
sp5677,Michelia shiluensis,wide-ranged,28,2,-0.93 ,CR,1,-0.96 ,CR,2,-0.93 ,CR
sp5678,Michelia skinneriana,wide-ranged,2145,2428,0.13 ,LC,2308,0.08 ,LC,2065,-0.04 ,NT
sp5679,Michelia sphaerantha,wide-ranged,38,61,0.61 ,LC,81,1.13 ,LC,26,-0.32 ,VU
sp5680,Michelia velutina,wide-ranged,711,1077,0.51 ,LC,1026,0.44 ,LC,428,-0.40 ,VU
sp5681,Michelia wilsonii,wide-ranged,1197,806,-0.33 ,VU,682,-0.43 ,VU,450,-0.62 ,EN
sp5682,Michelia wilsonii ssp. szechuanica,wide-ranged,1518,1332,-0.12 ,NT,1297,-0.15 ,NT,1257,-0.17 ,NT
sp5683,Michelia xanthantha,wide-ranged,60,118,0.97 ,LC,108,0.80 ,LC,84,0.40 ,LC
sp5684,Michelia yunnanensis,wide-ranged,1123,358,-0.68 ,EN,362,-0.68 ,EN,883,-0.21 ,NT
sp5685,Microcos chungii,wide-ranged,98,183,0.87 ,LC,175,0.79 ,LC,168,0.71 ,LC
sp5686,Microcos paniculata,wide-ranged,1530,1690,0.10 ,LC,1675,0.09 ,LC,1837,0.20 ,LC
sp5687,Microdesmis caseariifolia,wide-ranged,756,607,-0.20 ,NT,605,-0.20 ,NT,1110,0.47 ,LC
sp5688,Micromelum falcatum,wide-ranged,1150,991,-0.14 ,NT,1021,-0.11 ,NT,1312,0.14 ,LC
sp5689,Micromelum integerrimum,wide-ranged,1751,1903,0.09 ,LC,1891,0.08 ,LC,1923,0.10 ,LC
sp5690,Microtropis biflora,wide-ranged,126,297,1.36 ,LC,287,1.28 ,LC,186,0.48 ,LC
sp5691,Microtropis discolor,wide-ranged,364,453,0.24 ,LC,410,0.13 ,LC,323,-0.11 ,NT
sp5692,Microtropis fokienensis,wide-ranged,1453,1059,-0.27 ,NT,821,-0.43 ,VU,327,-0.77 ,EN
sp5693,Microtropis gracilipes,wide-ranged,1371,1173,-0.14 ,NT,831,-0.39 ,VU,477,-0.65 ,EN
sp5694,Microtropis japonica,narrow-ranged,36,50,0.39 ,LC,50,0.39 ,LC,39,0.08 ,LC
sp5695,Microtropis macrophylla,wide-ranged,167,459,1.75 ,LC,484,1.90 ,LC,265,0.59 ,LC
sp5696,Microtropis obliquinervia,wide-ranged,1191,818,-0.31 ,VU,591,-0.50 ,EN,274,-0.77 ,EN
sp5697,Microtropis obscurinervia,narrow-ranged,241,713,1.96 ,LC,719,1.98 ,LC,758,2.15 ,LC
sp5698,Microtropis paucinervia,wide-ranged,40,0,-1.00 ,EX,0,-1.00 ,EX,60,0.50 ,LC
sp5699,Microtropis petelotii,wide-ranged,226,7,-0.97 ,CR,9,-0.96 ,CR,171,-0.24 ,NT
sp5700,Microtropis reticulata,wide-ranged,121,503,3.16 ,LC,567,3.69 ,LC,820,5.78 ,LC
sp5701,Microtropis semipaniculata,narrow-ranged,77,220,1.86 ,LC,220,1.86 ,LC,351,3.56 ,LC
sp5702,Microtropis submembranacea,wide-ranged,160,10,-0.94 ,CR,5,-0.97 ,CR,260,0.63 ,LC
sp5703,Microtropis tetragona,wide-ranged,514,353,-0.31 ,VU,289,-0.44 ,VU,243,-0.53 ,EN
sp5704,Microtropis thyrsiflora,wide-ranged,32,126,2.94 ,LC,202,5.31 ,LC,372,10.63 ,LC
sp5705,Microtropis triflora,wide-ranged,647,301,-0.53 ,EN,161,-0.75 ,EN,125,-0.81 ,CR
sp5706,Microtropis yunnanensis,wide-ranged,218,1,-1.00 ,EX,0,-1.00 ,EX,96,-0.56 ,EN
sp5707,Miliusa prolifica,wide-ranged,212,372,0.75 ,LC,384,0.81 ,LC,577,1.72 ,LC
sp5708,Miliusa sinensis,wide-ranged,586,598,0.02 ,LC,542,-0.08 ,NT,691,0.18 ,LC
sp5709,Miliusa tenuistipitata,wide-ranged,157,244,0.55 ,LC,230,0.46 ,LC,205,0.31 ,LC
sp5710,Millettia cubittii,wide-ranged,186,318,0.71 ,LC,301,0.62 ,LC,277,0.49 ,LC
sp5711,Millettia entadoides,narrow-ranged,133,279,1.10 ,LC,283,1.13 ,LC,251,0.89 ,LC
sp5712,Millettia erythrocalyx,narrow-ranged,51,131,1.57 ,LC,129,1.53 ,LC,114,1.24 ,LC
sp5713,Millettia lantsangensis,wide-ranged,48,63,0.31 ,LC,68,0.42 ,LC,60,0.25 ,LC
sp5714,Millettia macrostachya,narrow-ranged,151,336,1.23 ,LC,338,1.24 ,LC,289,0.91 ,LC
sp5715,Millettia oraria,wide-ranged,123,99,-0.20 ,NT,78,-0.37 ,VU,68,-0.45 ,VU
sp5716,Millettia pachycarpa,wide-ranged,2445,2078,-0.15 ,NT,1827,-0.25 ,NT,1544,-0.37 ,VU
sp5717,Millettia pachyloba,wide-ranged,756,726,-0.04 ,NT,702,-0.07 ,NT,732,-0.03 ,NT
sp5718,Millettia pulchra,wide-ranged,1914,2147,0.12 ,LC,1989,0.04 ,LC,1842,-0.04 ,NT
sp5719,Millettia pulchra var. chinensis,wide-ranged,171,0,-1.00 ,EX,0,-1.00 ,EX,114,-0.33 ,VU
sp5720,Millettia pulchra var. laxior,wide-ranged,1063,1025,-0.04 ,NT,920,-0.13 ,NT,845,-0.21 ,NT
sp5721,Millettia sapindifolia,wide-ranged,84,6,-0.93 ,CR,5,-0.94 ,CR,41,-0.51 ,EN
sp5722,Millettia tetraptera,narrow-ranged,45,107,1.38 ,LC,115,1.56 ,LC,144,2.20 ,LC
sp5723,Millettia velutina,wide-ranged,1315,1235,-0.06 ,NT,1142,-0.13 ,NT,1038,-0.21 ,NT
sp5724,Millingtonia hortensis,wide-ranged,397,827,1.08 ,LC,838,1.11 ,LC,898,1.26 ,LC
sp5725,Mimosa bimucronata,wide-ranged,128,79,-0.38 ,VU,115,-0.10 ,NT,186,0.45 ,LC
sp5726,Mischocarpus hainanensis,narrow-ranged,64,71,0.11 ,LC,72,0.13 ,LC,73,0.14 ,LC
sp5727,Mischocarpus pentapetalus,wide-ranged,1284,1188,-0.07 ,NT,1051,-0.18 ,NT,1196,-0.07 ,NT
sp5728,Mischocarpus sundaicus,wide-ranged,238,96,-0.60 ,EN,112,-0.53 ,EN,405,0.70 ,LC
sp5729,Mitragyna rotundifolia,wide-ranged,164,261,0.59 ,LC,244,0.49 ,LC,244,0.49 ,LC
sp5730,Mitrephora maingayi,wide-ranged,648,799,0.23 ,LC,790,0.22 ,LC,878,0.35 ,LC
sp5731,Mitrephora thorelii,wide-ranged,610,706,0.16 ,LC,702,0.15 ,LC,664,0.09 ,LC
sp5732,Mitrephora wangii,wide-ranged,133,188,0.41 ,LC,171,0.29 ,LC,152,0.14 ,LC
sp5733,Monimopetalum chinense,wide-ranged,157,20,-0.87 ,CR,10,-0.94 ,CR,5,-0.97 ,CR
sp5734,Morinda brevipes,wide-ranged,122,170,0.39 ,LC,197,0.61 ,LC,384,2.15 ,LC
sp5735,Morinda brevipes var. stenophylla,narrow-ranged,47,79,0.68 ,LC,80,0.70 ,LC,107,1.28 ,LC
sp5736,Morinda callicarpaefolia,narrow-ranged,743,1583,1.13 ,LC,1583,1.13 ,LC,1977,1.66 ,LC
sp5737,Morinda cinnamomifoliata,narrow-ranged,230,645,1.80 ,LC,690,2.00 ,LC,735,2.20 ,LC
sp5738,Morinda citrifolia,wide-ranged,64,84,0.31 ,LC,79,0.23 ,LC,80,0.25 ,LC
sp5739,Morinda citrina,narrow-ranged,200,829,3.15 ,LC,821,3.11 ,LC,743,2.72 ,LC
sp5740,Morinda cochinchinensis,wide-ranged,1410,1657,0.18 ,LC,1619,0.15 ,LC,1630,0.16 ,LC
sp5741,Morinda hainanensis,narrow-ranged,66,91,0.38 ,LC,90,0.36 ,LC,112,0.70 ,LC
sp5742,Morinda leiantha,narrow-ranged,85,192,1.26 ,LC,175,1.06 ,LC,73,-0.14 ,NT
sp5743,Morinda longissima,narrow-ranged,48,63,0.31 ,LC,63,0.31 ,LC,122,1.54 ,LC
sp5744,Morinda nanlingensis,narrow-ranged,364,1267,2.48 ,LC,1267,2.48 ,LC,1264,2.47 ,LC
sp5745,Morinda officinalis,wide-ranged,1415,1229,-0.13 ,NT,1204,-0.15 ,NT,1330,-0.06 ,NT
