code,name,level
sp2473,Cotoneaster soongoricus,VU
sp2474,Cotoneaster soongoricus var. microcarpus,NT
sp2475,Cotoneaster subadpressus,LC
sp2476,Cotoneaster submultiflorus,LC
sp2477,Cotoneaster taylorii,NT
sp2478,Cotoneaster tenuipes,LC
sp2479,Cotoneaster turbinatus,LC
sp2480,Cotoneaster uniflorus,LC
sp2481,Cotoneaster verruculosus,LC
sp2482,Cotoneaster wardii,NT
sp2483,Cotoneaster zabelii,LC
sp2484,Craibiodendron henryi,NT
sp2485,Craibiodendron scleranthum var. kwangtungense,LC
sp2486,Craibiodendron stellatum,NT
sp2487,Craibiodendron yunnanense,NT
sp2488,Craigia yunnanensis,EN
sp2489,Craspedolobium unijugum,LC
sp2490,Crataegus altaica,LC
sp2491,Crataegus aurantia,LC
sp2492,Crataegus chungtienensis,LC
sp2493,Crataegus cuneata,LC
sp2494,Crataegus dahurica,LC
sp2495,Crataegus dahurica var. laevicalyx,NT
sp2496,Crataegus hupehensis,LC
sp2497,Crataegus kansuensis,LC
sp2498,Crataegus maximowiczii,LC
sp2499,Crataegus oresbia,EN
sp2500,Crataegus pinnatifida,LC
sp2501,Crataegus remotilobata,LC
sp2502,Crataegus sanguinea,LC
sp2503,Crataegus scabrifolia,LC
sp2504,Crataegus shensiensis,NT
sp2505,Crataegus songarica,LC
sp2506,Crataegus wilsonii,LC
sp2507,Crateva formosensis,LC
sp2508,Crateva magna,LC
sp2509,Crateva trifoliata,LC
sp2510,Crateva unilocularis,NT
sp2511,Cratoxylum cochinchinense,LC
sp2512,Cratoxylum formosum,LC
sp2513,Croton cascarilloides,LC
sp2514,Croton caudatus,LC
sp2515,Croton chunianus,LC
sp2516,Croton cnidophyllus,DD
sp2517,Croton crassifolius,LC
sp2518,Croton damayeshu,LC
sp2519,Croton euryphyllus,LC
sp2520,Croton howii,LC
sp2521,Croton kongensis,LC
sp2522,Croton lachnocarpus,LC
sp2523,Croton laevigatus,LC
sp2524,Croton laniflorus,LC
sp2525,Croton laui,VU
sp2526,Croton mangelong,NT
sp2527,Croton merrillianus,LC
sp2528,Croton purpurascens,LC
sp2529,Croton tiglium,LC
sp2530,Croton yanhuii,CR
sp2531,Croton yunnanensis,LC
sp2532,Crypteronia paniculata,EN
sp2533,Cryptocarya acutifolia,LC
sp2534,Cryptocarya amygdalina,LC
sp2535,Cryptocarya brachythyrsa,VU
sp2536,Cryptocarya calcicola,LC
sp2537,Cryptocarya chinensis,LC
sp2538,Cryptocarya chingii,LC
sp2539,Cryptocarya concinna,LC
sp2540,Cryptocarya densiflora,LC
sp2541,Cryptocarya depauperata,NT
sp2542,Cryptocarya elliptifolia,CR
sp2543,Cryptocarya hainanensis,LC
sp2544,Cryptocarya leiana,VU
sp2545,Cryptocarya lyoniifolia,LC
sp2546,Cryptocarya maclurei,LC
sp2547,Cryptocarya maculata,VU
sp2548,Cryptocarya tsangii,LC
sp2549,Cryptocarya yaanica,DD
sp2550,Cryptocarya yunnanensis,EN
sp2551,Cryptolepis buchananii,LC
sp2552,Cryptolepis sinensis,LC
sp2553,Cryptomeria japonica,LC
sp2554,Cunninghamia lanceolata,LC
sp2555,Cupressus chengiana,LC
sp2556,Cupressus chengiana var. jiangeensis,CR
sp2557,Cupressus duclouxiana,VU
sp2558,Cupressus funebris,LC
sp2559,Cupressus gigantea,LC
sp2560,Cupressus torulosa,LC
sp2561,Cyathostemma yunnanense,DD
sp2562,Cycas balansae,EN
sp2563,Cycas changjiangensis,CR
sp2564,Cycas debaoensis,CR
sp2565,Cycas ferruginea,VU
sp2566,Cycas hainanensis,EN
sp2567,Cycas micholitzii,CR
sp2568,Cycas miquelii,CR
sp2569,Cycas multipinnata,EN
sp2570,Cycas panzhihuaensis,EN
sp2571,Cycas pectinata,VU
sp2572,Cycas revoluta,CR
sp2573,Cycas segmentifida,EN
sp2574,Cycas szechuanensis,CR
sp2575,Cycas taitungensis,CR
sp2576,Cycas taiwaniana,EN
sp2577,Cyclea debiliflora,LC
sp2578,Cyclea hypoglauca,LC
sp2579,Cyclea insularis,LC
sp2580,Cyclea longgangensis,LC
sp2581,Cyclea polypetala,LC
sp2582,Cyclea wattii,LC
sp2583,Cyclobalanopsis albicaulis,CR
sp2584,Cyclobalanopsis annulata,LC
sp2585,Cyclobalanopsis argyrotricha,EN
sp2586,Cyclobalanopsis augustinii,LC
sp2587,Cyclobalanopsis austrocochinchinensis,DD
sp2588,Cyclobalanopsis austroglauca,EN
sp2589,Cyclobalanopsis bella,LC
sp2590,Cyclobalanopsis blakei,LC
sp2591,Cyclobalanopsis championii,LC
sp2592,Cyclobalanopsis chapensis,LC
sp2593,Cyclobalanopsis chingsiensis,LC
sp2594,Cyclobalanopsis chungii,LC
sp2595,Cyclobalanopsis delavayi,LC
sp2596,Cyclobalanopsis delicatula,CR
sp2597,Cyclobalanopsis disciformis,VU
sp2598,Cyclobalanopsis edithiae,NT
sp2599,Cyclobalanopsis elevaticostata,LC
sp2600,Cyclobalanopsis fleuryi,LC
sp2601,Cyclobalanopsis gambleana,LC
sp2602,Cyclobalanopsis gilva,LC
sp2603,Cyclobalanopsis glauca,LC
sp2604,Cyclobalanopsis glaucoides,LC
sp2605,Cyclobalanopsis gracilis,LC
sp2606,Cyclobalanopsis hui,LC
sp2607,Cyclobalanopsis hypophaea,NT
sp2608,Cyclobalanopsis jenseniana,LC
sp2609,Cyclobalanopsis jinpinensis,CR
sp2610,Cyclobalanopsis kerrii,LC
sp2611,Cyclobalanopsis kiukiangensis,LC
sp2612,Cyclobalanopsis kouangsiensis,EN
sp2613,Cyclobalanopsis lamellosa,LC
sp2614,Cyclobalanopsis litoralis,LC
sp2615,Cyclobalanopsis litseoides,DD
sp2616,Cyclobalanopsis lobbii,LC
sp2617,Cyclobalanopsis longinux,LC
sp2618,Cyclobalanopsis lungmaiensis,LC
sp2619,Cyclobalanopsis morii,LC
sp2620,Cyclobalanopsis motuoensis,LC
sp2621,Cyclobalanopsis multinervis,LC
sp2622,Cyclobalanopsis neglecta,LC
sp2623,Cyclobalanopsis ningangensis,LC
sp2624,Cyclobalanopsis oxyodon,LC
sp2625,Cyclobalanopsis pachyloma,LC
sp2626,Cyclobalanopsis patelliformis,LC
sp2627,Cyclobalanopsis pentacycla,LC
sp2628,Cyclobalanopsis phanera,LC
sp2629,Cyclobalanopsis poilanei,LC
sp2630,Cyclobalanopsis rex,DD
sp2631,Cyclobalanopsis saravanensis,DD
sp2632,Cyclobalanopsis semiserrata,LC
sp2633,Cyclobalanopsis sessilifolia,LC
sp2634,Cyclobalanopsis stenophylloides,LC
sp2635,Cyclobalanopsis stewardiana,LC
sp2636,Cyclobalanopsis subhinoidea,CR
sp2637,Cyclobalanopsis tenuicupula,CR
sp2638,Cyclobalanopsis thorelii,DD
sp2639,Cyclobalanopsis tomentosinervis,LC
sp2640,Cyclobalanopsis xanthotricha,DD
sp2641,Cyclobalanopsis yingjiangensis,VU
sp2642,Cyclobalanopsis yonganensis,LC
sp2643,Cyclocarya paliurus,LC
sp2644,Cymaria dichotoma,LC
sp2645,Cypholophus moluccanus,LC
sp2646,Cyphotheca montana,NT
sp2647,Cyrtandra umbellifera,LC
sp2648,Cystacanthus affinis,DD
sp2649,Cystacanthus paniculatus,LC
sp2650,Cystacanthus yangtsekiangensis,LC
sp2651,Cystacanthus yunnanensis,LC
sp2652,Dacrycarpus imbricatus var. patulus,VU
sp2653,Dacrydium pectinatum,EN
sp2654,Dalbergia assamica,EN
sp2655,Dalbergia balansae,EN
sp2656,Dalbergia benthami,LC
sp2657,Dalbergia burmanica,DD
sp2658,Dalbergia candenatensis,LC
sp2659,Dalbergia cultrata,VU
sp2660,Dalbergia dyeriana,LC
sp2661,Dalbergia hainanensis,VU
sp2662,Dalbergia hancei,LC
sp2663,Dalbergia henryana,VU
sp2664,Dalbergia hupeana,NT
sp2665,Dalbergia jingxiensis,DD
sp2666,Dalbergia kingiana,VU
sp2667,Dalbergia millettii,LC
sp2668,Dalbergia mimosoides,LC
sp2669,Dalbergia obtusifolia,EN
sp2670,Dalbergia odorifera,CR
sp2671,Dalbergia peishaensis,VU
sp2672,Dalbergia pinnata,LC
sp2673,Dalbergia polyadelpha,VU
sp2674,Dalbergia rimosa,LC
sp2675,Dalbergia sericea,NT
sp2676,Dalbergia stenophylla,LC
sp2677,Dalbergia stipulacea,LC
sp2678,Dalbergia tonkinensis,VU
sp2679,Dalbergia tsoi,VU
sp2680,Dalbergia yunnanensis,LC
sp2681,Dalechampia bidentata,LC
sp2682,Damnacanthus giganteus,LC
sp2683,Damnacanthus hainanensis,NT
sp2684,Damnacanthus henryi,LC
sp2685,Damnacanthus indicus,LC
sp2686,Damnacanthus labordei,LC
sp2687,Damnacanthus major,VU
sp2688,Damnacanthus officinarum,NT
sp2689,Damnacanthus tsaii,LC
sp2690,Daphne acutiloba,LC
sp2691,Daphne arisanensis,VU
sp2692,Daphne aurantiaca,LC
sp2693,Daphne axillaris,VU
sp2694,Daphne bholua,LC
sp2695,Daphne bholua var. glacialis,LC
sp2696,Daphne brevituba,EN
sp2697,Daphne championii,LC
sp2698,Daphne depauperata,VU
sp2699,Daphne emeiensis,VU
sp2700,Daphne erosiloba,LC
sp2701,Daphne feddei,LC
sp2702,Daphne gemmata,VU
sp2703,Daphne genkwa,LC
sp2704,Daphne giraldii,LC
sp2705,Daphne gracilis,VU
sp2706,Daphne holosericea,LC
sp2707,Daphne holosericea var. thibetensis,LC
sp2708,Daphne jinyunensis,LC
sp2709,Daphne jinzhaiensis,LC
sp2710,Daphne kiusiana var. atrocaulis,LC
sp2711,Daphne leishanensis,LC
sp2712,Daphne longilobata,LC
sp2713,Daphne longituba,NT
sp2714,Daphne macrantha,LC
sp2715,Daphne modesta,VU
sp2716,Daphne papyracea,LC
sp2717,Daphne papyracea var. crassiuscula,LC
sp2718,Daphne pedunculata,LC
sp2719,Daphne purpurascens,LC
sp2720,Daphne retusa,LC
sp2721,Daphne rosmarinifolia,LC
sp2722,Daphne tangutica,DD
sp2723,Daphne tangutica var. wilsonii,LC
sp2724,Daphne tenuiflora,LC
sp2725,Daphne tripartita,LC
sp2726,Daphne xichouensis,NT
sp2727,Daphne yunnanensis,LC
sp2728,Daphniphyllum angustifolium,LC
sp2729,Daphniphyllum calycinum,LC
sp2730,Daphniphyllum chartaceum,LC
sp2731,Daphniphyllum himalense,LC
sp2732,Daphniphyllum longeracemosum,LC
sp2733,Daphniphyllum macropodum,LC
sp2734,Daphniphyllum majus,LC
sp2735,Daphniphyllum oldhamii,LC
sp2736,Daphniphyllum paxianum,LC
sp2737,Daphniphyllum subverticillatum,LC
sp2738,Davidia involucrata,LC
sp2739,Davidia involucrata var. vilmoriniana,DD
sp2740,Debregeasia elliptica,LC
sp2741,Debregeasia longifolia,LC
sp2742,Debregeasia orientalis,LC
sp2743,Debregeasia saeneb,LC
sp2744,Debregeasia squamata,LC
sp2745,Decaisnea insignis,LC
sp2746,Decaspermum albociliatum,VU
sp2747,Decaspermum austrohainanicum,CR
sp2748,Decaspermum gracilentum,LC
sp2749,Decaspermum hainanense,LC
sp2750,Decaspermum montanum,LC
sp2751,Decaspermum parviflorum,LC
sp2752,Decaspermum teretis,LC
sp2753,Decumaria sinensis,LC
sp2754,Deeringia amaranthoides,LC
sp2755,Dehaasia hainanensis,LC
sp2756,Dehaasia incrassata,LC
sp2757,Delavaya toxocarpa,NT
sp2758,Delonix regia,LC
sp2759,Dendrocalamus asper,LC
sp2760,Dendrocalamus bambusoides,DD
sp2761,Dendrocalamus barbatus,LC
sp2762,Dendrocalamus barbatus var. internodiiradicatus,DD
sp2763,Dendrocalamus birmanicus,DD
sp2764,Dendrocalamus brandisii,NT
sp2765,Dendrocalamus calostachyus,DD
sp2766,Dendrocalamus farinosus,LC
sp2767,Dendrocalamus fugongensis,DD
sp2768,Dendrocalamus giganteus,LC
sp2769,Dendrocalamus hamiltonii,DD
sp2770,Dendrocalamus jianshuiensis,DD
sp2771,Dendrocalamus membranaceus,LC
sp2772,Dendrocalamus minor,LC
sp2773,Dendrocalamus minor var. amoenus,DD
sp2774,Dendrocalamus pachystachys,DD
sp2775,Dendrocalamus parishii,DD
sp2776,Dendrocalamus peculiaris,DD
sp2777,Dendrocalamus semiscandens,DD
sp2778,Dendrocalamus sikkimensis,LC
sp2779,Dendrocalamus sinicus,DD
sp2780,Dendrocalamus tibeticus,DD
sp2781,Dendrocnide basirotunda,EN
sp2782,Dendrocnide meyeniana,LC
sp2783,Dendrocnide sinuata,LC
sp2784,Dendrocnide stimulans,LC
sp2785,Dendrocnide urentissima,LC
sp2786,Dendrolobium dispermum,EN
sp2787,Dendrolobium lanceolatum,LC
sp2788,Dendrolobium triangulare,LC
sp2789,Dendrolobium umbellatum,LC
sp2790,Dendropanax bilocularis,LC
sp2791,Dendropanax burmanicus,LC
sp2792,Dendropanax confertus,LC
sp2793,Dendropanax dentiger,LC
sp2794,Dendropanax hainanensis,LC
sp2795,Dendropanax kwangsiensis,LC
sp2796,Dendropanax productus,NT
sp2797,Dendropanax proteus,LC
sp2798,Dendrophthoe pentandra,LC
sp2799,Dendrotrophe granulata,LC
sp2800,Dendrotrophe platyphylla,LC
sp2801,Dendrotrophe polyneura,LC
sp2802,Dendrotrophe umbellata,LC
sp2803,Dendrotrophe varians,LC
sp2804,Derris alborubra,LC
sp2805,Derris breviramosa,NT
sp2806,Derris caudatilimba,LC
sp2807,Derris cavaleriei,LC
sp2808,Derris eriocarpa,LC
sp2809,Derris ferruginea,LC
sp2810,Derris fordii,LC
sp2811,Derris fordii var. lucida,LC
sp2812,Derris harrowiana,NT
sp2813,Derris laxiflora,LC
sp2814,Derris marginata,LC
sp2815,Derris palmifolia,CR
sp2816,Derris robusta,LC
sp2817,Derris scabricaulis,LC
sp2818,Derris tonkinensis,LC
sp2819,Derris tonkinensis var. compacta,LC
sp2820,Derris trifoliata,LC
sp2821,Desmodium amethystinum,LC
sp2822,Desmodium concinnum,LC
sp2823,Desmodium diffusum,LC
sp2824,Desmodium elegans,LC
sp2825,Desmodium gracillimum,LC
sp2826,Desmodium griffithianum,LC
sp2827,Desmodium heterocarpon,LC
sp2828,Desmodium hispidum,LC
sp2829,Desmodium laxiflorum,LC
sp2830,Desmodium megaphyllum,LC
sp2831,Desmodium multiflorum,LC
sp2832,Desmodium oblongum,LC
sp2833,Desmodium renifolium,LC
sp2834,Desmodium reticulatum,LC
sp2835,Desmodium rubrum,LC
sp2836,Desmodium sequax,LC
sp2837,Desmodium stenophyllum,LC
sp2838,Desmodium styracifolium,LC
sp2839,Desmodium velutinum,LC
sp2840,Desmodium yunnanense,LC
sp2841,Desmodium zonatum,LC
sp2842,Desmos chinensis,LC
sp2843,Desmos dumosus,LC
sp2844,Desmos grandifolius,EN
sp2845,Desmos saccopetaloides,VU
sp2846,Desmos yunnanensis,EN
sp2847,Deutzia albida,NT
sp2848,Deutzia aspera,NT
sp2849,Deutzia baroniana,LC
sp2850,Deutzia bomiensis,LC
sp2851,Deutzia breviloba,LC
sp2852,Deutzia calycosa,LC
sp2853,Deutzia cinerascens,LC
sp2854,Deutzia compacta,LC
sp2855,Deutzia crassidentata,LC
sp2856,Deutzia crassifolia,LC
sp2857,Deutzia cymuligera,LC
sp2858,Deutzia discolor,LC
sp2859,Deutzia esquirolii,EN
sp2860,Deutzia faberi,LC
sp2861,Deutzia glabrata,VU
sp2862,Deutzia glauca,LC
sp2863,Deutzia glomeruliflora,LC
sp2864,Deutzia gracilis,LC
sp2865,Deutzia grandiflora,LC
sp2866,Deutzia heterophylla,LC
sp2867,Deutzia hookeriana,LC
sp2868,Deutzia hypoglauca,LC
sp2869,Deutzia hypoglauca var. shawiana,LC
sp2870,Deutzia longifolia,LC
sp2871,Deutzia longifolia var. pingwuensis,LC
sp2872,Deutzia mollis,LC
sp2873,Deutzia monbeigii,LC
sp2874,Deutzia muliensis,LC
sp2875,Deutzia multiradiata,LC
sp2876,Deutzia nanchuanensis,LC
sp2877,Deutzia ningpoensis,LC
sp2878,Deutzia obtusilobata,DD
sp2879,Deutzia parviflora,LC
sp2880,Deutzia parviflora var. amurensis,LC
sp2881,Deutzia parviflora var. micrantha,LC
sp2882,Deutzia pilosa,LC
sp2883,Deutzia pulchra,LC
sp2884,Deutzia purpurascens,LC
sp2885,Deutzia rehderiana,LC
sp2886,Deutzia rubens,LC
sp2887,Deutzia schneideriana,LC
sp2888,Deutzia setchuenensis,LC
sp2889,Deutzia setchuenensis var. corymbiflora,LC
sp2890,Deutzia staminea,LC
sp2891,Deutzia subulata,LC
sp2892,Deutzia taibaiensis,NT
sp2893,Deutzia taiwanensis,LC
sp2894,Deutzianthus tonkinensis,EN
sp2895,Dicerma biarticulatum,LC
sp2896,Dichapetalum gelonioides,LC
sp2897,Dichapetalum longipetalum,LC
sp2898,Dichotomanthes tristaniicarpa,LC
sp2899,Dichroa daimingshanensis,LC
sp2900,Dichroa febrifuga,LC
sp2901,Dichroa hirsuta,LC
sp2902,Dichroa mollissima,NT
sp2903,Dichroa yaoshanensis,LC
sp2904,Dichroa yunnanensis,EN
sp2905,Didissandra sinica,NT
sp2906,Dillenia indica,EN
sp2907,Dillenia pentagyna,DD
sp2908,Dillenia turbinata,LC
sp2909,Dimocarpus confinis,LC
sp2910,Dimocarpus fumatus ssp. calcicola,NT
sp2911,Dimocarpus longan,VU
sp2912,Dimocarpus yunnanensis,CR
sp2913,Dimorphocalyx poilanei,LC
sp2914,Diospyros anisocalyx,EN
sp2915,Diospyros armata,DD
sp2916,Diospyros caloneura,LC
sp2917,Diospyros cathayensis,LC
sp2918,Diospyros chunii,LC
sp2919,Diospyros diversilimba,LC
sp2920,Diospyros dumetorum,LC
sp2921,Diospyros ehretioides,LC
sp2922,Diospyros eriantha,LC
sp2923,Diospyros esquirolii,LC
sp2924,Diospyros fanjingshanica,DD
sp2925,Diospyros ferrea,LC
sp2926,Diospyros forrestii,LC
sp2927,Diospyros hasseltii,EN
sp2928,Diospyros howii,LC
sp2929,Diospyros inflata,EN
sp2930,Diospyros japonica,LC
sp2931,Diospyros kaki,LC
sp2932,Diospyros kaki var. silvestris,LC
sp2933,Diospyros kerrii,LC
sp2934,Diospyros kintungensis,LC
sp2935,Diospyros kotoensis,LC
sp2936,Diospyros longshengensis,LC
sp2937,Diospyros lotus,LC
sp2938,Diospyros lotus var. mollissima,LC
sp2939,Diospyros maclurei,LC
sp2940,Diospyros maritima,LC
sp2941,Diospyros metcalfii,LC
sp2942,Diospyros miaoshanica,LC
sp2943,Diospyros morrisiana,LC
sp2944,Diospyros nigricortex,VU
sp2945,Diospyros nitida,LC
sp2946,Diospyros oldhamii,LC
sp2947,Diospyros oleifera,LC
sp2948,Diospyros oliviformis,LC
sp2949,Diospyros potingensis,LC
sp2950,Diospyros punctilimba,LC
sp2951,Diospyros reticulinervis,LC
sp2952,Diospyros reticulinervis var. glabrescens,LC
sp2953,Diospyros rhombifolia,LC
sp2954,Diospyros rubra,LC
sp2955,Diospyros saxicola,LC
sp2956,Diospyros sichourensis,DD
sp2957,Diospyros siderophylla,LC
sp2958,Diospyros strigosa,DD
sp2959,Diospyros sunyiensis,LC
sp2960,Diospyros susarticulata,LC
sp2961,Diospyros sutchuensis,CR
sp2962,Diospyros tsangii,LC
sp2963,Diospyros tutcheri,LC
sp2964,Diospyros unisemina,LC
sp2965,Diospyros vaccinioides,EN
sp2966,Diospyros xishuangbannaensis,DD
sp2967,Diospyros yunnanensis,LC
sp2968,Diospyros zhenfengensis,DD
sp2969,Dipelta elegans,DD
sp2970,Dipelta floribunda,LC
sp2971,Dipelta yunnanensis,VU
sp2972,Dipentodon sinicus,LC
sp2973,Diplarche multiflora,LC
sp2974,Diplarche pauciflora,LC
sp2975,Diplectria barbata,LC
sp2976,Diploblechnum fraseri,CR
sp2977,Diploclisia affinis,LC
sp2978,Diploclisia glaucescens,LC
sp2979,Diplodiscus trichospermus,VU
sp2980,Diploknema butyracea,DD
sp2981,Diploknema yunnanensis,LC
sp2982,Diplopanax stachyanthus,NT
sp2983,Diplospora dubia,LC
sp2984,Diplospora fruticosa,LC
sp2985,Diplospora mollissima,DD
sp2986,Dipterocarpus retusus,LC
sp2987,Dipterocarpus turbinatus,VU
sp2988,Dipteronia dyeriana,EN
sp2989,Dipteronia sinensis,LC
sp2990,Disanthus cercidifolius ssp. longipes,EN
sp2991,Discocleidion rufescens,LC
sp2992,Discocleidion ulmifolium,LC
sp2993,Distyliopsis dunnii,LC
sp2994,Distyliopsis laurifolia,VU
sp2995,Distyliopsis salicifolia,DD
sp2996,Distyliopsis tutcheri,NT
sp2997,Distyliopsis yunnanensis,EN
sp2998,Distylium buxifolium,LC
sp2999,Distylium chinense,EN
sp3000,Distylium chungii,VU
sp3001,Distylium cuspidatum,LC
sp3002,Distylium dunnianum,LC
sp3003,Distylium elaeagnoides,VU
sp3004,Distylium gracile,EN
sp3005,Distylium macrophyllum,CR
sp3006,Distylium myricoides,LC
sp3007,Distylium pingpienense,LC
sp3008,Distylium racemosum,LC
sp3009,Dobinea delavayi,LC
sp3010,Dobinea vulgaris,VU
sp3011,Docynia delavayi,LC
sp3012,Docynia indica,LC
sp3013,Dodecadenia grandiflora,LC
sp3014,Dodecadenia grandiflora var. griffithii,LC
sp3015,Dodonaea viscosa,LC
sp3016,Dolichandrone spathacea,LC
sp3017,Dracaena angustifolia,LC
sp3018,Dracaena cambodiana,VU
sp3019,Dracaena cochinchinensis,VU
sp3020,Dracaena elliptica,NT
sp3021,Dracaena hokouensis,LC
sp3022,Dracaena terniflora,NT
sp3023,Dracontomelon duperreanum,LC
sp3024,Dracontomelon macrocarpum,EN
sp3025,Dregea cuneifolia,VU
sp3026,Dregea sinensis,LC
sp3027,Dregea sinensis var. corrugata,LC
sp3028,Dregea volubilis,LC
sp3029,Dregea yunnanensis,LC
sp3030,Drepanostachyum fractiflexum,LC
sp3031,Drepanostachyum semiorbiculatum,DD
sp3032,Drimycarpus racemosus,LC
sp3033,Dryas octopetala var. asiatica,LC
sp3034,Drypetes arcuatinervia,LC
sp3035,Drypetes congestiflora,LC
sp3036,Drypetes cumingii,LC
sp3037,Drypetes hainanensis,LC
sp3038,Drypetes hoaensis,LC
sp3039,Drypetes indica,LC
sp3040,Drypetes integrifolia,LC
sp3041,Drypetes littoralis,LC
sp3042,Drypetes longistipitata,LC
sp3043,Drypetes perreticulata,LC
sp3044,Duabanga grandiflora,LC
sp3045,Duhaldea chinensis,LC
sp3046,Duhaldea eupatorioides,LC
sp3047,Duhaldea pterocaula,LC
sp3048,Duhaldea rubricaulis,LC
sp3049,Duhaldea wissmanniana,DD
sp3050,Dunbaria circinalis,NT
sp3051,Dunnia sinensis,LC
sp3052,Duranta erecta,LC
sp3053,Dysolobium grande,NT
sp3054,Dysoxylum arborescens,EN
sp3055,Dysoxylum cumingianum,LC
sp3056,Dysoxylum densiflorum,LC
sp3057,Dysoxylum excelsum,DD
sp3058,Dysoxylum gotadhora,NT
sp3059,Dysoxylum grande,LC
sp3060,Dysoxylum hongkongense,LC
sp3061,Dysoxylum laxiracemosum,DD
sp3062,Dysoxylum lenticellatum,LC
sp3063,Dysoxylum mollissimum,LC
sp3064,Dysoxylum pallens,VU
sp3065,Dysoxylum parasiticum,CR
sp3066,Eberhardtia aurata,LC
sp3067,Eberhardtia tonkinensis,NT
sp3068,Echinacanthus lofouensis,LC
sp3069,Echinacanthus longzhouensis,LC
sp3070,Edgeworthia albiflora,VU
sp3071,Edgeworthia eriosolenoides,LC
sp3072,Ehretia acuminata,DD
sp3073,Ehretia asperula,LC
sp3074,Ehretia changjiangensis,DD
sp3075,Ehretia confinis,VU
sp3076,Ehretia dicksonii,DD
sp3077,Ehretia dunniana,LC
sp3078,Ehretia hainanensis,LC
sp3079,Ehretia laevis,DD
sp3080,Ehretia longiflora,LC
sp3081,Ehretia pingbianensis,LC
sp3082,Ehretia resinosa,LC
sp3083,Ehretia tsangii,LC
sp3084,Elaeagnus angustata,LC
sp3085,Elaeagnus angustifolia,LC
sp3086,Elaeagnus argyi,LC
sp3087,Elaeagnus bambusetorum,DD
sp3088,Elaeagnus bockii,LC
sp3089,Elaeagnus calcarea,NT
sp3090,Elaeagnus cinnamomifolia,VU
sp3091,Elaeagnus conferta,LC
sp3092,Elaeagnus courtoisii,LC
sp3093,Elaeagnus delavayi,DD
sp3094,Elaeagnus difficilis,LC
sp3095,Elaeagnus formosana,LC
sp3096,Elaeagnus formosensis,CR
sp3097,Elaeagnus glabra,LC
sp3098,Elaeagnus gonyanthes,LC
sp3099,Elaeagnus grijsii,LC
sp3100,Elaeagnus guizhouensis,LC
sp3101,Elaeagnus henryi,LC
sp3102,Elaeagnus lanceolata,LC
sp3103,Elaeagnus liuzhouensis,EX
sp3104,Elaeagnus luxiensis,LC
sp3105,Elaeagnus macrantha,NT
sp3106,Elaeagnus magna,LC
sp3107,Elaeagnus mollis,EN
sp3108,Elaeagnus multiflora,DD
sp3109,Elaeagnus multiflora var. obovoidea,LC
sp3110,Elaeagnus oldhamii,LC
sp3111,Elaeagnus ovata,DD
sp3112,Elaeagnus oxycarpa,LC
sp3113,Elaeagnus pallidiflora,DD
sp3114,Elaeagnus pilostyla,DD
sp3115,Elaeagnus pingnanensis,LC
sp3116,Elaeagnus pungens,LC
sp3117,Elaeagnus sarmentosa,VU
