code,name,level
sp4321,Ilex pubescens var. kwangsiensis,LC
sp4322,Ilex pubilimba,LC
sp4323,Ilex punctatilimba,LC
sp4324,Ilex pyrifolia,LC
sp4325,Ilex qianlingshanensis,DD
sp4326,Ilex qingyuanensis,LC
sp4327,Ilex retusifolia,LC
sp4328,Ilex robusta,LC
sp4329,Ilex robustinervosa,LC
sp4330,Ilex rockii,LC
sp4331,Ilex rotunda,LC
sp4332,Ilex salicina,LC
sp4333,Ilex serrata,LC
sp4334,Ilex shennongjiaensis,EN
sp4335,Ilex shimeica,VU
sp4336,Ilex sikkimensis,LC
sp4337,Ilex sinica,LC
sp4338,Ilex sterrophylla,LC
sp4339,Ilex stewardii,LC
sp4340,Ilex strigillosa,LC
sp4341,Ilex suaveolens,LC
sp4342,Ilex subcoriacea,NT
sp4343,Ilex subcrenata,LC
sp4344,Ilex subficoidea,LC
sp4345,Ilex sublongecaudata,DD
sp4346,Ilex subodorata,LC
sp4347,Ilex subrugosa,NT
sp4348,Ilex sugerokii,LC
sp4349,Ilex suichangensis,DD
sp4350,Ilex suzukii,NT
sp4351,Ilex syzygiophylla,NT
sp4352,Ilex szechwanensis,LC
sp4353,Ilex szechwanensis var. mollissima,LC
sp4354,Ilex tamii,NT
sp4355,Ilex tenuis,LC
sp4356,Ilex tetramera,LC
sp4357,Ilex tetramera var. glabra,LC
sp4358,Ilex trichocarpa,DD
sp4359,Ilex triflora,LC
sp4360,Ilex tsangii,LC
sp4361,Ilex tsoi,LC
sp4362,Ilex tutcheri,LC
sp4363,Ilex umbellulata,LC
sp4364,Ilex uraiensis,VU
sp4365,Ilex venosa,LC
sp4366,Ilex venulosa,LC
sp4367,Ilex verisimilis,LC
sp4368,Ilex viridis,LC
sp4369,Ilex wangiana,CR
sp4370,Ilex wardii,NT
sp4371,Ilex wattii,LC
sp4372,Ilex wenchowensis,EN
sp4373,Ilex wilsonii,LC
sp4374,Ilex wuana,LC
sp4375,Ilex xiaojinensis,LC
sp4376,Ilex xizangensis,VU
sp4377,Ilex yangchunensis,LC
sp4378,Ilex yuana,EN
sp4379,Ilex yunnanensis,LC
sp4380,Ilex yunnanensis var. gentilis,LC
sp4381,Ilex zhejiangensis,VU
sp4382,Illicium angustisepalum,LC
sp4383,Illicium arborescens,LC
sp4384,Illicium brevistylum,DD
sp4385,Illicium burmanicum,LC
sp4386,Illicium difengpi,EN
sp4387,Illicium dunnianum,LC
sp4388,Illicium griffithii,LC
sp4389,Illicium henryi,LC
sp4390,Illicium jiadifengpi,LC
sp4391,Illicium lanceolatum,LC
sp4392,Illicium macranthum,DD
sp4393,Illicium majus,LC
sp4394,Illicium merrillianum,LC
sp4395,Illicium micranthum,LC
sp4396,Illicium oligandrum,NT
sp4397,Illicium pachyphyllum,LC
sp4398,Illicium philippinense,LC
sp4399,Illicium simonsii,LC
sp4400,Illicium tashiroi,LC
sp4401,Illicium ternstroemioides,NT
sp4402,Illicium tsaii,LC
sp4403,Illicium tsangii,NT
sp4404,Illicium wardii,DD
sp4405,Illigera aromatica,LC
sp4406,Illigera brevistaminata,LC
sp4407,Illigera celebica,LC
sp4408,Illigera cordata var. mollissima,EN
sp4409,Illigera glabra,LC
sp4410,Illigera grandiflora,LC
sp4411,Illigera luzonensis,LC
sp4412,Illigera nervosa,LC
sp4413,Illigera orbiculata,NT
sp4414,Illigera parviflora,LC
sp4415,Illigera pseudoparviflora,LC
sp4416,Illigera rhodantha,VU
sp4417,Illigera rhodantha var. dunniana,LC
sp4418,Illigera trifoliata ssp. cucullata,LC
sp4419,Indigofera acutipetala,LC
sp4420,Indigofera amblyantha,LC
sp4421,Indigofera argutidens,LC
sp4422,Indigofera atropurpurea,LC
sp4423,Indigofera balfouriana,LC
sp4424,Indigofera bungeana,LC
sp4425,Indigofera byobiensis,LC
sp4426,Indigofera calcicola,LC
sp4427,Indigofera carlesii,LC
sp4428,Indigofera caudata,LC
sp4429,Indigofera chenii,CR
sp4430,Indigofera colutea,LC
sp4431,Indigofera decora,LC
sp4432,Indigofera decora var. chalara,DD
sp4433,Indigofera decora var. cooperi,DD
sp4434,Indigofera decora var. ichangensis,LC
sp4435,Indigofera delavayi,LC
sp4436,Indigofera densifructa,LC
sp4437,Indigofera dolichochaete,LC
sp4438,Indigofera dumetorum,LC
sp4439,Indigofera esquirolii,VU
sp4440,Indigofera fortunei,LC
sp4441,Indigofera galegoides,LC
sp4442,Indigofera hancockii,LC
sp4443,Indigofera hebepetala var. glabra,LC
sp4444,Indigofera henryi,LC
sp4445,Indigofera heterantha,LC
sp4446,Indigofera howellii,LC
sp4447,Indigofera jikongensis,LC
sp4448,Indigofera jindongensis,LC
sp4449,Indigofera kirilowii,LC
sp4450,Indigofera lacei,VU
sp4451,Indigofera lenticellata,LC
sp4452,Indigofera linifolia,LC
sp4453,Indigofera mairei,LC
sp4454,Indigofera myosurus,LC
sp4455,Indigofera nigrescens,LC
sp4456,Indigofera pampaniniana,LC
sp4457,Indigofera parkesii,LC
sp4458,Indigofera parkesii var. polyphylla,LC
sp4459,Indigofera pedicellata,LC
sp4460,Indigofera pendula,LC
sp4461,Indigofera penduloides,LC
sp4462,Indigofera ramulosissima,LC
sp4463,Indigofera reticulata,LC
sp4464,Indigofera rigioclada,LC
sp4465,Indigofera scabrida,LC
sp4466,Indigofera sensitiva,LC
sp4467,Indigofera stachyodes,LC
sp4468,Indigofera sticta,LC
sp4469,Indigofera szechuensis,LC
sp4470,Indigofera trifoliata,LC
sp4471,Indigofera trifoliata var. zhengkangensis,LC
sp4472,Indigofera venulosa,LC
sp4473,Indigofera wightii,LC
sp4474,Indocalamus barbatus,LC
sp4475,Indocalamus bashanensis,LC
sp4476,Indocalamus decorus,VU
sp4477,Indocalamus guangdongensis,LC
sp4478,Indocalamus guangdongensis var. mollis,DD
sp4479,Indocalamus hirsutissimus,LC
sp4480,Indocalamus hirtivaginatus,DD
sp4481,Indocalamus hispidus,LC
sp4482,Indocalamus hunanensis,DD
sp4483,Indocalamus inaequilaterus,DD
sp4484,Indocalamus latifolius,LC
sp4485,Indocalamus longiauritus,LC
sp4486,Indocalamus longiauritus var. hengshanensis,LC
sp4487,Indocalamus longiauritus var. semifalcatus,LC
sp4488,Indocalamus quadratus,LC
sp4489,Indocalamus sinicus,LC
sp4490,Indocalamus tessellatus,LC
sp4491,Indocalamus victorialis,LC
sp4492,Indocalamus wilsonii,LC
sp4493,Indofevillea khasiana,LC
sp4494,Indosasa angustata,LC
sp4495,Indosasa crassiflora,LC
sp4496,Indosasa gigantea,LC
sp4497,Indosasa glabrata,LC
sp4498,Indosasa hispida,LC
sp4499,Indosasa ingens,LC
sp4500,Indosasa lipoensis,VU
sp4501,Indosasa longispicata,DD
sp4502,Indosasa patens,NT
sp4503,Indosasa shibataeoides,LC
sp4504,Indosasa singulispicula,LC
sp4505,Indosasa spongiosa,LC
sp4506,Indosasa triangulata,DD
sp4507,Iodes balansae,LC
sp4508,Iodes cirrhosa,LC
sp4509,Iodes vitiginea,LC
sp4510,Isodon barbeyanus,LC
sp4511,Isodon brevifolius,LC
sp4512,Isodon bulleyanus,LC
sp4513,Isodon dawoensis,LC
sp4514,Isodon enanderianus,LC
sp4515,Isodon flexicaulis,LC
sp4516,Isodon glutinosus,LC
sp4517,Isodon grandifolius var. atuntzeensis,LC
sp4518,Isodon hirtellus,LC
sp4519,Isodon irroratus,LC
sp4520,Isodon leucophyllus,LC
sp4521,Isodon lihsienensis,NT
sp4522,Isodon loxothyrsus,LC
sp4523,Isodon medilungensis,EN
sp4524,Isodon muliensis,LC
sp4525,Isodon oresbius,NT
sp4526,Isodon parvifolius,LC
sp4527,Isodon pharicus,LC
sp4528,Isodon phyllostachys,LC
sp4529,Isodon pleiophyllus,LC
sp4530,Isodon rubescens,LC
sp4531,Isodon rugosiformis,LC
sp4532,Isodon rugosus,LC
sp4533,Isodon scoparius,LC
sp4534,Isodon secundiflorus,VU
sp4535,Isodon setschwanensis,LC
sp4536,Isodon silvaticus,EN
sp4537,Isodon smithianus,LC
sp4538,Isodon tenuifolius,LC
sp4539,Isodon wardii,LC
sp4540,Isodon wikstroemioides,LC
sp4541,Isodon xerophilus,LC
sp4542,Itea amoena,LC
sp4543,Itea chinensis,LC
sp4544,Itea coriacea,LC
sp4545,Itea glutinosa,LC
sp4546,Itea ilicifolia,LC
sp4547,Itea indochinensis,LC
sp4548,Itea indochinensis var. pubinervia,LC
sp4549,Itea kiukiangensis,LC
sp4550,Itea kwangsiensis,LC
sp4551,Itea macrophylla,LC
sp4552,Itea oldhamii,LC
sp4553,Itea omeiensis,LC
sp4554,Itea parviflora,LC
sp4555,Itea yangchunensis,LC
sp4556,Itea yunnanensis,LC
sp4557,Iteadaphne caudata,LC
sp4558,Itoa orientalis,LC
sp4559,Itoa orientalis var. glabrescens,CR
sp4560,Ixonanthes reticulata,VU
sp4561,Ixora amplexicaulis,NT
sp4562,Ixora auricularis,LC
sp4563,Ixora cephalophora,LC
sp4564,Ixora chinensis,LC
sp4565,Ixora effusa,LC
sp4566,Ixora finlaysoniana,LC
sp4567,Ixora fulgens,LC
sp4568,Ixora hainanensis,LC
sp4569,Ixora henryi,LC
sp4570,Ixora nienkui,LC
sp4571,Ixora philippinensis,CR
sp4572,Ixora subsessilis,LC
sp4573,Ixora tsangii,NT
sp4574,Ixora yunnanensis,LC
sp4575,Jasminanthes chunii,LC
sp4576,Jasminanthes mucronata,LC
sp4577,Jasminanthes pilosa,LC
sp4578,Jasminanthes saxatilis,LC
sp4579,Jasminum attenuatum,LC
sp4580,Jasminum beesianum,LC
sp4581,Jasminum cinnamomifolium,LC
sp4582,Jasminum dispermum,LC
sp4583,Jasminum flexile,LC
sp4584,Jasminum fuchsiifolium,LC
sp4585,Jasminum guangxiense,EN
sp4586,Jasminum hongshuihoense,NT
sp4587,Jasminum humile,NT
sp4588,Jasminum humile var. microphyllum,LC
sp4589,Jasminum lang,LC
sp4590,Jasminum longitubum,DD
sp4591,Jasminum microcalyx,LC
sp4592,Jasminum nervosum,LC
sp4593,Jasminum nintooides,EN
sp4594,Jasminum nudiflorum var. pulvinatum,LC
sp4595,Jasminum officinale var. piliferum,LC
sp4596,Jasminum officinale var. tibeticum,LC
sp4597,Jasminum pentaneurum,LC
sp4598,Jasminum pierreanum,LC
sp4599,Jasminum prainii,LC
sp4600,Jasminum rehderianum,NT
sp4601,Jasminum rufohirtum,LC
sp4602,Jasminum sinense,LC
sp4603,Jasminum subglandulosum,LC
sp4604,Jasminum subhumile,LC
sp4605,Jasminum tonkinense,LC
sp4606,Jasminum urophyllum,LC
sp4607,Jasminum wengeri,LC
sp4608,Jasminum yuanjiangense,LC
sp4609,Jatropha curcas,LC
sp4610,Juglans mandshurica,LC
sp4611,Juglans regia,VU
sp4612,Juglans sigillata,VU
sp4613,Juniperus baimashanensis,NT
sp4614,Juniperus centrasiatica,LC
sp4615,Juniperus chengii,VU
sp4616,Juniperus chinensis,VU
sp4617,Juniperus chinensis var. tsukusiensis,EN
sp4618,Juniperus convallium,LC
sp4619,Juniperus convallium var. microsperma,LC
sp4620,Juniperus davurica,DD
sp4621,Juniperus formosana,LC
sp4622,Juniperus gaussenii,DD
sp4623,Juniperus indica,LC
sp4624,Juniperus komarovii,LC
sp4625,Juniperus pingii,LC
sp4626,Juniperus pingii var. wilsonii,LC
sp4627,Juniperus procumbens,LC
sp4628,Juniperus przewalskii,LC
sp4629,Juniperus pseudosabina,LC
sp4630,Juniperus pseudosabina var. turkestanica,LC
sp4631,Juniperus recurva,LC
sp4632,Juniperus recurva var. coxii,VU
sp4633,Juniperus rigida,VU
sp4634,Juniperus sabina,LC
sp4635,Juniperus saltuaria,LC
sp4636,Juniperus sibirica,LC
sp4637,Juniperus squamata,LC
sp4638,Juniperus tibetica,VU
sp4639,Kadsura angustifolia,LC
sp4640,Kadsura coccinea,VU
sp4641,Kadsura heteroclita,LC
sp4642,Kadsura induta,VU
sp4643,Kadsura japonica,LC
sp4644,Kadsura longipedunculata,LC
sp4645,Kadsura oblongifolia,LC
sp4646,Kadsura renchangiana,DD
sp4647,Kalidium caspicum,LC
sp4648,Kalidium cuspidatum,LC
sp4649,Kalidium foliatum,LC
sp4650,Kalopanax septemlobus,LC
sp4651,Keenania flava,NT
sp4652,Keenania tonkinensis,VU
sp4653,Kerria japonica,LC
sp4654,Keteleeria davidiana,LC
sp4655,Keteleeria davidiana var. calcarea,EN
sp4656,Keteleeria evelyniana,LC
sp4657,Keteleeria fortunei,LC
sp4658,Keteleeria fortunei var. cyclolepis,VU
sp4659,Keteleeria fortunei var. oblonga,CR
sp4660,Keteleeria hainanensis,EN
sp4661,Keteleeria pubescens,VU
sp4662,Kibatalia macrophylla,LC
sp4663,Kleinhovia hospita,LC
sp4664,Knema elegans,LC
sp4665,Knema globularia,LC
sp4666,Knema lenta,DD
sp4667,Knema tenuinervia,LC
sp4668,Knema tonkinensis,LC
sp4669,Koelreuteria elegans ssp. formosana,LC
sp4670,Koelreuteria paniculata,LC
sp4671,Koilodepas hainanense,LC
sp4672,Kolkwitzia amabilis,VU
sp4673,Kopsia arborea,LC
sp4674,Korthalsella japonica,LC
sp4675,Krascheninnikovia compacta,LC
sp4676,Krascheninnikovia compacta var. longipilosa,DD
sp4677,Kydia calycina,LC
sp4678,Kydia glabrescens,DD
sp4679,Lagerstroemia anhuiensis,DD
sp4680,Lagerstroemia balansae,EN
sp4681,Lagerstroemia caudata,NT
sp4682,Lagerstroemia excelsa,LC
sp4683,Lagerstroemia fordii,NT
sp4684,Lagerstroemia glabra,NT
sp4685,Lagerstroemia guilinensis,EN
sp4686,Lagerstroemia indica,LC
sp4687,Lagerstroemia intermedia,VU
sp4688,Lagerstroemia limii,NT
sp4689,Lagerstroemia subcostata,LC
sp4690,Lagerstroemia suprareticulata,EN
sp4691,Lagerstroemia tomentosa,LC
sp4692,Lagerstroemia venusta,LC
sp4693,Lagerstroemia villosa,VU
sp4694,Lannea coromandelica,LC
sp4695,Laportea violacea,LC
sp4696,Larix gmelinii,EN
sp4697,Larix gmelinii var. principis-rupprechtii,VU
sp4698,Larix griffithii,LC
sp4699,Larix himalaica,LC
sp4700,Larix kongboensis,DD
sp4701,Larix mastersiana,VU
sp4702,Larix olgensis,LC
sp4703,Larix potaninii,LC
sp4704,Larix potaninii var. australis,LC
sp4705,Larix potaninii var. chinensis,VU
sp4706,Larix sibirica,VU
sp4707,Larix speciosa,VU
sp4708,Lasianthus attenuatus,LC
sp4709,Lasianthus austrosinensis,EN
sp4710,Lasianthus austroyunnanensis,LC
sp4711,Lasianthus biermannii,EN
sp4712,Lasianthus biermannii ssp. crassipedunculatus,LC
sp4713,Lasianthus biflorus,DD
sp4714,Lasianthus calycinus,CR
sp4715,Lasianthus chevalieri,LC
sp4716,Lasianthus chinensis,LC
sp4717,Lasianthus chrysoneurus,LC
sp4718,Lasianthus chunii,LC
sp4719,Lasianthus curtisii,LC
sp4720,Lasianthus filipes,LC
sp4721,Lasianthus fordii,LC
sp4722,Lasianthus formosensis,LC
sp4723,Lasianthus henryi,LC
sp4724,Lasianthus hirsutus,LC
sp4725,Lasianthus hispidulus,LC
sp4726,Lasianthus hookeri,LC
sp4727,Lasianthus hookeri var. dunniana,LC
sp4728,Lasianthus inodorus,LC
sp4729,Lasianthus japonicus,LC
sp4730,Lasianthus japonicus ssp. longicaudus,LC
sp4731,Lasianthus japonicus var. latifolius,LC
sp4732,Lasianthus lancifolius,LC
sp4733,Lasianthus linearisepalus,LC
sp4734,Lasianthus lucidus,LC
sp4735,Lasianthus micranthus,LC
sp4736,Lasianthus obscurus,LC
sp4737,Lasianthus rhinocerotis ssp. pedunculatus,LC
sp4738,Lasianthus rhinocerotis ssp. xishuangbannaensis,LC
sp4739,Lasianthus rigidus,VU
sp4740,Lasianthus schmidtii,LC
sp4741,Lasianthus sikkimensis,LC
sp4742,Lasianthus trichophlebus,LC
sp4743,Lasianthus trichophlebus var. latifolius,LC
sp4744,Lasianthus verticillatus,LC
sp4745,Lasianthus wardii,EN
sp4746,Laurocerasus aquifolioides,VU
sp4747,Laurocerasus australis,VU
sp4748,Laurocerasus dolichophylla,LC
sp4749,Laurocerasus fordiana,LC
sp4750,Laurocerasus hypotricha,LC
sp4751,Laurocerasus jenkinsii,LC
sp4752,Laurocerasus marginata,LC
sp4753,Laurocerasus menghaiensis,CR
sp4754,Laurocerasus phaeosticta,DD
sp4755,Laurocerasus spinulosa,LC
sp4756,Laurocerasus undulata,LC
sp4757,Laurocerasus zippeliana,LC
sp4758,Ledum palustre,LC
sp4759,Ledum palustre var. decumbens,DD
sp4760,Ledum palustre var. dilatatum,DD
sp4761,Leea asiatica,LC
sp4762,Leea compactiflora,LC
sp4763,Leea guineensis,LC
sp4764,Leea indica,LC
sp4765,Leea longifolia,LC
sp4766,Leea philippinensis,NT
sp4767,Lepisanthes hainanensis,NT
sp4768,Lepisanthes rubiginosa,LC
sp4769,Lepisanthes senegalensis,LC
sp4770,Lepisanthes unilocularis,EX
sp4771,Leptaspis banksii,LC
sp4772,Leptoboea multiflora,LC
sp4773,Leptodermis brevisepala,NT
sp4774,Leptodermis buxifolia,VU
sp4775,Leptodermis dielsiana,NT
sp4776,Leptodermis diffusa,LC
sp4777,Leptodermis glomerata,LC
sp4778,Leptodermis gracilis,DD
sp4779,Leptodermis gracilis var. longiflora,LC
sp4780,Leptodermis hirsutiflora,LC
sp4781,Leptodermis hirsutiflora var. ciliate,LC
sp4782,Leptodermis lanata,NT
sp4783,Leptodermis limprichtii,LC
sp4784,Leptodermis oblonga,LC
sp4785,Leptodermis ordosica,VU
sp4786,Leptodermis ovata,LC
sp4787,Leptodermis parvifolia,LC
sp4788,Leptodermis pilosa,LC
sp4789,Leptodermis pumila,LC
sp4790,Leptodermis purdomii,LC
sp4791,Leptodermis rehderiana,DD
sp4792,Leptodermis scabrida,LC
sp4793,Leptodermis schneideri,LC
sp4794,Leptodermis scissa,LC
sp4795,Leptodermis tomentella,NT
sp4796,Leptodermis tubicalyx,LC
sp4797,Leptodermis umbellata,LC
sp4798,Leptodermis velutiniflora,LC
sp4799,Leptodermis vestita,LC
sp4800,Leptodermis yui,NT
sp4801,Leptopus australis,LC
sp4802,Leptopus chinensis,LC
sp4803,Leptopus clarkei,LC
sp4804,Leptopus fangdingianus,EN
sp4805,Leptopus hainanensis,LC
sp4806,Lespedeza bicolor,LC
sp4807,Lespedeza buergeri,LC
sp4808,Lespedeza chinensis,LC
sp4809,Lespedeza cuneata,LC
sp4810,Lespedeza cyrtobotrya,LC
sp4811,Lespedeza davidii,DD
sp4812,Lespedeza dunnii,NT
sp4813,Lespedeza floribunda,LC
sp4814,Lespedeza fordii,LC
sp4815,Lespedeza forrestii,LC
sp4816,Lespedeza inschanica,LC
sp4817,Lespedeza juncea,LC
sp4818,Lespedeza maximowiczii,LC
sp4819,Lespedeza mucronata,NT
sp4820,Lespedeza potaninii,LC
sp4821,Lespedeza thunbergii,DD
sp4822,Lespedeza tomentosa,LC
sp4823,Lespedeza virgata,LC
sp4824,Leucomeris decora,VU
sp4825,Leucosceptrum canum,LC
sp4826,Leucosyke quadrinervia,LC
sp4827,Leucothoe tonkinensis,NT
sp4828,Leycesteria formosa,LC
sp4829,Leycesteria glaucophylla,LC
sp4830,Leycesteria gracilis,LC
sp4831,Leycesteria sinensis,LC
sp4832,Leycesteria stipulata,EN
sp4833,Licuala dasyantha,LC
sp4834,Licuala fordiana,LC
sp4835,Licuala spinosa,DD
sp4836,Ligustrum angustum,LC
sp4837,Ligustrum compactum,LC
sp4838,Ligustrum compactum var. velutinum,LC
sp4839,Ligustrum confusum,LC
sp4840,Ligustrum delavayanum,LC
sp4841,Ligustrum expansum,NT
sp4842,Ligustrum gracile,LC
sp4843,Ligustrum henryi,LC
sp4844,Ligustrum leucanthum,LC
sp4845,Ligustrum lianum,LC
sp4846,Ligustrum longitubum,LC
sp4847,Ligustrum lucidum,LC
sp4848,Ligustrum morrisonense,VU
sp4849,Ligustrum obovatilimbum,NT
sp4850,Ligustrum obtusifolium,LC
sp4851,Ligustrum obtusifolium ssp. suave,LC
sp4852,Ligustrum pedunculare,LC
sp4853,Ligustrum pricei,LC
sp4854,Ligustrum punctifolium,LC
sp4855,Ligustrum quihoui,LC
sp4856,Ligustrum retusum,LC
sp4857,Ligustrum robustum ssp. chinense,LC
sp4858,Ligustrum sempervirens,VU
sp4859,Ligustrum sinense var. coryanum,LC
sp4860,Ligustrum sinense var. luodianense,LC
sp4861,Ligustrum sinense var. myrianthum,LC
sp4862,Ligustrum sinense var. opienense,DD
sp4863,Ligustrum sinense var. rugosulum,LC
sp4864,Ligustrum strongylophyllum,LC
sp4865,Ligustrum tenuipes,DD
sp4866,Ligustrum xingrenense,LC
sp4867,Limonium suffruticosum,LC
sp4868,Lindera aggregata,LC
sp4869,Lindera aggregata var. playfairii,LC
sp4870,Lindera akoensis,LC
sp4871,Lindera angustifolia,LC
sp4872,Lindera chienii,LC
sp4873,Lindera chunii,LC
sp4874,Lindera communis,LC
sp4875,Lindera doniana,LC
sp4876,Lindera erythrocarpa,LC
sp4877,Lindera floribunda,LC
sp4878,Lindera foveolata,LC
sp4879,Lindera fragrans,LC
sp4880,Lindera glauca,LC
sp4881,Lindera gracilipes,VU
sp4882,Lindera kariensis,LC
sp4883,Lindera kwangtungensis,LC
sp4884,Lindera latifolia,LC
sp4885,Lindera limprichtii,LC
sp4886,Lindera longipedunculata,VU
sp4887,Lindera lungshengensis,VU
sp4888,Lindera megaphylla,LC
sp4889,Lindera menghaiensis,VU
sp4890,Lindera metcalfiana,LC
sp4891,Lindera metcalfiana var. dictyophylla,LC
sp4892,Lindera motuoensis,LC
sp4893,Lindera nacusua,LC
sp4894,Lindera nacusua var. menglungensis,NT
sp4895,Lindera neesiana,LC
sp4896,Lindera obtusiloba,LC
sp4897,Lindera obtusiloba var. heterophylla,LC
sp4898,Lindera praecox,LC
sp4899,Lindera pulcherrima,LC
sp4900,Lindera pulcherrima var. attenuata,LC
sp4901,Lindera pulcherrima var. hemsleyana,LC
sp4902,Lindera reflexa,LC
sp4903,Lindera robusta,LC
sp4904,Lindera rubronervia,LC
sp4905,Lindera setchuenensis,LC
sp4906,Lindera supracostata,LC
sp4907,Lindera thomsonii,LC
sp4908,Lindera thomsonii var. velutina,LC
sp4909,Lindera tienchuanensis,NT
sp4910,Lindera tonkinensis,LC
sp4911,Lindera villipes,NT
sp4912,Linnaea borealis,NT
sp4913,Liquidambar acalycina,LC
sp4914,Liquidambar formosana,LC
sp4915,Lirianthe albosericea,EN
sp4916,Lirianthe championii,EN
sp4917,Lirianthe coco,EN
sp4918,Lirianthe delavayi,LC
sp4919,Lirianthe fistulosa,VU
sp4920,Lirianthe fujianensis,DD
sp4921,Lirianthe henryi,EN
sp4922,Lirianthe odoratissima,CR
sp4923,Liriodendron chinense,LC
sp4924,Lithocarpus amoenus,EN
sp4925,Lithocarpus amygdalifolius,LC
sp4926,Lithocarpus apricus,EN
sp4927,Lithocarpus areca,VU
sp4928,Lithocarpus attenuatus,NT
sp4929,Lithocarpus bacgiangensis,DD
sp4930,Lithocarpus balansae,LC
sp4931,Lithocarpus bonnetii,LC
sp4932,Lithocarpus brachystachyus,NT
sp4933,Lithocarpus brevicaudatus,LC
sp4934,Lithocarpus calolepis,NT
sp4935,Lithocarpus calophyllus,LC
sp4936,Lithocarpus carolineae,EN
sp4937,Lithocarpus caudatilimbus,NT
sp4938,Lithocarpus chiungchungensis,EN
sp4939,Lithocarpus chrysocomus,LC
sp4940,Lithocarpus cinereus,NT
sp4941,Lithocarpus cleistocarpus,LC
sp4942,Lithocarpus cleistocarpus var. omeiensis,NT
sp4943,Lithocarpus collettii,EN
sp4944,Lithocarpus confinis,LC
sp4945,Lithocarpus corneus,LC
sp4946,Lithocarpus corneus var. angustifolius,DD
sp4947,Lithocarpus corneus var. zonatus,DD
sp4948,Lithocarpus craibianus,LC
sp4949,Lithocarpus crassifolius,VU
sp4950,Lithocarpus cucullatus,EN
sp4951,Lithocarpus cyrtocarpus,VU
sp4952,Lithocarpus damiaoshanicus,DD
sp4953,Lithocarpus dealbatus,LC
sp4954,Lithocarpus dodonaeifolius,LC
sp4955,Lithocarpus echinophorus,DD
sp4956,Lithocarpus echinophorus var. bidoupensis,CR
sp4957,Lithocarpus echinotholus,VU
sp4958,Lithocarpus elaeagnifolius,NT
sp4959,Lithocarpus eriobotryoides,LC
sp4960,Lithocarpus fangii,LC
sp4961,Lithocarpus farinulentus,VU
sp4962,Lithocarpus fenestratus,LC
sp4963,Lithocarpus fenzelianus,EN
sp4964,Lithocarpus floccosus,VU
sp4965,Lithocarpus fohaiensis,VU
sp4966,Lithocarpus fordianus,VU
sp4967,Lithocarpus formosanus,LC
sp4968,Lithocarpus gaoligongensis,EN
sp4969,Lithocarpus garrettianus,NT
sp4970,Lithocarpus glaber,LC
sp4971,Lithocarpus grandifolius,NT
sp4972,Lithocarpus haipinii,LC
sp4973,Lithocarpus hancei,LC
sp4974,Lithocarpus handelianus,NT
sp4975,Lithocarpus harlandii,LC
sp4976,Lithocarpus henryi,LC
sp4977,Lithocarpus howii,EN
sp4978,Lithocarpus hypoglaucus,LC
sp4979,Lithocarpus irwinii,LC
sp4980,Lithocarpus iteaphyllus,LC
sp4981,Lithocarpus ithyphyllus,LC
sp4982,Lithocarpus jenkinsii,CR
sp4983,Lithocarpus kawakamii,LC
sp4984,Lithocarpus konishii,NT
sp4985,Lithocarpus laoticus,VU
sp4986,Lithocarpus lepidocarpus,LC
sp4987,Lithocarpus levis,EN
sp4988,Lithocarpus listeri,VU
sp4989,Lithocarpus litseifolius,LC
sp4990,Lithocarpus litseifolius var. pubescens,NT
sp4991,Lithocarpus longanoides,LC
sp4992,Lithocarpus longipedicellatus,NT
sp4993,Lithocarpus lycoperdon,VU
sp4994,Lithocarpus macilentus,EN
sp4995,Lithocarpus magneinii,LC
sp4996,Lithocarpus mairei,LC
sp4997,Lithocarpus megalophyllus,NT
sp4998,Lithocarpus mekongensis,NT
sp4999,Lithocarpus melanochromus,VU
sp5000,Lithocarpus mianningensis,VU
sp5001,Lithocarpus microspermus,NT
sp5002,Lithocarpus naiadarum,NT
sp5003,Lithocarpus nantoensis,LC
sp5004,Lithocarpus nitidinux,DD
sp5005,Lithocarpus oblanceolatus,NT
sp5006,Lithocarpus obscurus,NT
sp5007,Lithocarpus pachylepis,VU
sp5008,Lithocarpus pachyphyllus,LC
sp5009,Lithocarpus pachyphyllus var. fruticosus,LC
sp5010,Lithocarpus paihengii,NT
sp5011,Lithocarpus pakhaensis,EN
sp5012,Lithocarpus paniculatus,LC
sp5013,Lithocarpus pasania,VU
sp5014,Lithocarpus petelotii,NT
sp5015,Lithocarpus propinquus,VU
sp5016,Lithocarpus pseudoreinwardtii,NT
sp5017,Lithocarpus pseudoxizangensis,VU
sp5018,Lithocarpus quercifolius,EN
sp5019,Lithocarpus rhabdostachyus ssp. dakhaensis,LC
sp5020,Lithocarpus rosthornii,LC
sp5021,Lithocarpus shinsuiensis,LC
sp5022,Lithocarpus silvicolarum,NT
sp5023,Lithocarpus skanianus,LC
sp5024,Lithocarpus sphaerocarpus,NT
sp5025,Lithocarpus tabularis,DD
sp5026,Lithocarpus taitoensis,LC
sp5027,Lithocarpus talangensis,VU
sp5028,Lithocarpus thomsonii,DD
sp5029,Lithocarpus trachycarpus,NT
sp5030,Lithocarpus triqueter,DD
sp5031,Lithocarpus truncatus,LC
sp5032,Lithocarpus uvariifolius,LC
sp5033,Lithocarpus variolosus,LC
sp5034,Lithocarpus xizangensis,EN
sp5035,Lithocarpus xylocarpus,LC
sp5036,Lithocarpus yongfuensis,CR
