code,Species,Type,Qin,full_rcp26,full_rcp60,full_rcp85,buffer_rcp26,buffer_rcp60,buffer_rcp85,stable_rcp26,stable_rcp60,stable_rcp85,Category
sp1380,Callicarpa dentosa,wide-ranged,LC,LC,LC,LC,LC,NT,NT,NT,VU,EN,Gap
sp1381,Callicarpa dichotoma,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp1382,Callicarpa erythrosticta,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp1383,Callicarpa formosana,wide-ranged,VU,LC,LC,LC,LC,LC,NT,NT,NT,NT,Partial gap
sp1384,Callicarpa formosana var. longifolia,narrow-ranged,LC,NT,NT,NT,NT,NT,NT,VU,VU,VU,No protected
sp1385,Callicarpa giraldii,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp1386,Callicarpa giraldii var. subcanescens,wide-ranged,LC,NT,LC,LC,LC,NT,LC,NT,NT,NT,Partial gap
sp1387,Callicarpa gracilipes,wide-ranged,LC,LC,LC,LC,LC,NT,LC,NT,VU,EN,Gap
sp1388,Callicarpa hungtaii,narrow-ranged,DD,CR,EX,EX,EX,EX,EX,EX,EX,EX,Gap
sp1389,Callicarpa hypoleucophylla,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,No protected
sp1390,Callicarpa integerrima,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp1391,Callicarpa integerrima var. chinensis,wide-ranged,LC,CR,EN,EN,EN,EX,EN,CR,CR,EX,Gap
sp1392,Callicarpa japonica,wide-ranged,LC,LC,LC,LC,LC,LC,LC,VU,EN,EN,Partial gap
sp1393,Callicarpa japonica var. luxurians,wide-ranged,LC,EX,EN,CR,EN,EX,CR,CR,EX,EX,Gap
sp1394,Callicarpa kochiana,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp1395,Callicarpa kotoensis,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,No protected
sp1396,Callicarpa kwangtungensis,wide-ranged,LC,LC,LC,LC,LC,NT,NT,NT,VU,NT,Partial gap
sp1397,Callicarpa lingii,wide-ranged,DD,VU,LC,LC,LC,VU,NT,NT,EN,EN,Gap
sp1398,Callicarpa loboapiculata,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Covered
sp1399,Callicarpa longifolia,wide-ranged,NT,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp1400,Callicarpa longifolia var. floccosa,wide-ranged,LC,LC,EN,CR,EN,LC,CR,CR,CR,NT,Gap
sp1401,Callicarpa longifolia var. lanceolaria,wide-ranged,LC,LC,NT,LC,VU,LC,NT,EN,VU,VU,Gap
sp1402,Callicarpa longipes,wide-ranged,NT,LC,LC,LC,LC,LC,LC,NT,VU,NT,Partial gap
sp1403,Callicarpa longissima,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp1404,Callicarpa luteopunctata,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp1405,Callicarpa macrophylla,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp1406,Callicarpa membranacea,wide-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp1407,Callicarpa minutiflora,narrow-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,VU,Gap
sp1408,Callicarpa nudiflora,wide-ranged,LC,LC,LC,NT,LC,LC,NT,VU,EN,NT,Gap
sp1409,Callicarpa pauciflora,wide-ranged,LC,LC,LC,LC,LC,LC,VU,VU,EN,EN,Gap
sp1410,Callicarpa peichieniana,wide-ranged,LC,NT,LC,LC,LC,NT,LC,NT,NT,VU,Partial gap
sp1411,Callicarpa pilosissima,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,No protected
sp1412,Callicarpa pingshanensis,narrow-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp1413,Callicarpa prolifera,wide-ranged,NT,LC,LC,LC,LC,LC,NT,VU,EN,NT,Gap
sp1414,Callicarpa prolifera var. rubroglandulosa,narrow-ranged,LC,EX,EX,EX,EX,EX,EX,EX,EX,EX,Gap
sp1415,Callicarpa pseudorubella,narrow-ranged,LC,LC,LC,LC,LC,NT,LC,EN,EN,NT,Gap
sp1416,Callicarpa randaiensis,wide-ranged,LC,NT,LC,LC,LC,NT,LC,NT,NT,NT,No protected
sp1417,Callicarpa remotiserrulata,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,No protected
sp1418,Callicarpa rubella,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp1419,Callicarpa rubella var. subglabra,wide-ranged,LC,NT,LC,LC,LC,NT,LC,NT,NT,VU,Partial gap
sp1420,Callicarpa salicifolia,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,VU,Gap
sp1421,Callicarpa tingwuensis,wide-ranged,DD,CR,NT,VU,NT,CR,VU,VU,EN,CR,Gap
sp1422,Callicarpa yunnanensis,narrow-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp1423,Calligonum alashanicum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp1424,Calligonum aphyllum,narrow-ranged,EN,LC,EX,EX,LC,EX,EX,EX,EX,VU,Gap
sp1425,Calligonum arborescens,wide-ranged,LC,LC,LC,LC,LC,LC,LC,VU,VU,NT,Gap
sp1426,Calligonum calliphysa,wide-ranged,LC,LC,LC,LC,NT,LC,LC,NT,NT,NT,Partial gap
sp1427,Calligonum caput-medusae,wide-ranged,LC,LC,LC,LC,LC,LC,LC,VU,NT,NT,Partial gap
sp1428,Calligonum chinense,wide-ranged,DD,VU,NT,VU,NT,VU,VU,VU,VU,EN,Covered
sp1429,Calligonum colubrinum,wide-ranged,LC,LC,LC,LC,VU,LC,NT,VU,VU,NT,Partial gap
sp1430,Calligonum cordatum,narrow-ranged,EN,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp1431,Calligonum densum,narrow-ranged,LC,LC,CR,LC,LC,CR,EN,CR,EN,NT,Gap
sp1432,Calligonum ebinuricum,wide-ranged,EN,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp1433,Calligonum gobicum,wide-ranged,LC,NT,LC,NT,NT,NT,NT,NT,VU,VU,Covered
sp1434,Calligonum jeminaicum,narrow-ranged,DD,LC,LC,LC,LC,LC,LC,VU,NT,NT,No protected
sp1435,Calligonum klementzii,wide-ranged,DD,LC,LC,LC,NT,LC,LC,NT,NT,NT,Partial gap
sp1436,Calligonum korlaense,wide-ranged,LC,LC,LC,LC,NT,LC,LC,VU,NT,VU,Gap
sp1437,Calligonum leucocladum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp1438,Calligonum mongolicum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Covered
sp1439,Calligonum pumilum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Covered
sp1440,Calligonum rubicundum,wide-ranged,LC,NT,VU,NT,VU,NT,NT,VU,NT,VU,Gap
sp1441,Calligonum squarrosum,wide-ranged,VU,LC,LC,LC,VU,NT,CR,EN,CR,EN,Partial gap
sp1442,Calligonum trifarium,narrow-ranged,DD,LC,LC,LC,LC,LC,LC,VU,VU,NT,Gap
sp1443,Calligonum yengisaricum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp1444,Calligonum zaidamense,wide-ranged,LC,NT,NT,VU,EN,EN,EN,EN,EN,EN,Gap
sp1445,Calocedrus macrolepis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp1446,Calocedrus macrolepis var. formosana,wide-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,No protected
sp1447,Calophaca chinensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,EN,VU,VU,Gap
sp1448,Calophaca sinica,wide-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp1449,Calophaca soongorica,wide-ranged,NT,LC,EN,VU,EN,LC,EN,CR,CR,EN,Gap
sp1450,Calophanoides kwangsiensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,VU,NT,NT,Gap
sp1451,Calophanoides siccanea,wide-ranged,LC,LC,LC,LC,LC,LC,LC,CR,CR,CR,Gap
sp1452,Calophanoides xantholeuca,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,EN,EN,EN,Gap
sp1453,Calophanoides xylopoda,wide-ranged,LC,LC,LC,LC,LC,LC,LC,VU,VU,EN,Gap
sp1454,Calophanoides yunnanensis,narrow-ranged,LC,EX,EX,EX,EX,EX,EX,EX,EX,EX,No protected
sp1455,Calophyllum blancoi,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,VU,No protected
sp1456,Calophyllum inophyllum,wide-ranged,NT,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp1457,Calophyllum membranaceum,wide-ranged,VU,LC,VU,VU,VU,LC,EN,EN,EN,VU,Partial gap
sp1458,Calophyllum polyanthum,wide-ranged,NT,NT,LC,LC,LC,NT,LC,NT,NT,NT,Gap
sp1459,Calotropis gigantea,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp1460,Calycanthus chinensis,narrow-ranged,EN,EX,EN,CR,EX,EN,CR,EN,CR,EX,Gap
sp1461,Camellia anlungensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp1462,Camellia anlungensis var. acutiperulata,narrow-ranged,LC,LC,LC,LC,LC,EN,CR,EX,EX,NT,Partial gap
sp1463,Camellia assimiloides,wide-ranged,VU,EN,NT,CR,VU,CR,CR,EN,CR,CR,Gap
sp1464,Camellia azalea,narrow-ranged,CR,LC,LC,LC,LC,EN,LC,EX,CR,EN,Gap
sp1465,Camellia brevistyla,wide-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp1466,Camellia caudata,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp1467,Camellia caudata var. gracilis,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp1468,Camellia chekiangoleosa,wide-ranged,LC,VU,LC,LC,LC,VU,NT,NT,NT,VU,Gap
sp1469,Camellia chrysanthoides,narrow-ranged,EN,LC,LC,LC,LC,CR,CR,EX,EX,NT,Gap
sp1470,Camellia cordifolia,wide-ranged,LC,LC,EN,EN,EN,LC,EN,EN,CR,NT,Covered
sp1471,Camellia cordifolia var. glabrisepala,narrow-ranged,VU,CR,EX,EX,CR,EX,EX,EX,EX,CR,Gap
sp1472,Camellia costata,wide-ranged,LC,LC,CR,EN,CR,LC,CR,CR,CR,VU,Gap
sp1473,Camellia costei,wide-ranged,LC,NT,NT,NT,NT,NT,NT,NT,VU,NT,Partial gap
sp1474,Camellia crapnelliana,wide-ranged,VU,LC,LC,LC,LC,NT,LC,NT,NT,VU,Gap
sp1475,Camellia crassicolumna,wide-ranged,LC,LC,LC,LC,LC,LC,NT,CR,EX,NT,Gap
sp1476,Camellia cupiformis,narrow-ranged,CR,LC,LC,LC,EN,LC,LC,NT,NT,CR,Partial gap
sp1477,Camellia cuspidata,wide-ranged,LC,NT,LC,NT,LC,NT,NT,NT,NT,VU,Partial gap
sp1478,Camellia cuspidata var. chekiangensis,wide-ranged,LC,VU,LC,LC,LC,VU,LC,NT,NT,EN,Gap
sp1479,Camellia cuspidata var. grandiflora,wide-ranged,LC,LC,LC,VU,LC,LC,EN,VU,CR,EN,Gap
sp1480,Camellia cuspidata var. trichandra,wide-ranged,LC,LC,EX,EX,EX,LC,EX,EX,EX,EN,Gap
sp1481,Camellia drupifera,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,EN,VU,NT,Gap
sp1482,Camellia edithae,wide-ranged,LC,LC,LC,LC,LC,LC,NT,NT,EN,VU,Gap
sp1483,Camellia elongata,narrow-ranged,EN,NT,NT,EN,VU,NT,EN,EN,CR,EN,Gap
sp1484,Camellia euphlebia,narrow-ranged,VU,LC,NT,EN,EX,EX,EX,EX,EX,EX,Partial gap
sp1485,Camellia euryoides,wide-ranged,NT,NT,LC,LC,LC,NT,LC,NT,NT,VU,Partial gap
sp1486,Camellia euryoides var. nokoensis,wide-ranged,LC,VU,NT,VU,NT,VU,EN,VU,EN,EN,Gap
sp1487,Camellia fangchengensis,narrow-ranged,CR,NT,CR,EX,EN,EX,EX,EX,EX,EN,Partial gap
sp1488,Camellia fascicularis,narrow-ranged,CR,LC,LC,LC,LC,LC,LC,NT,VU,NT,Gap
sp1489,Camellia fluviatilis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,VU,Gap
sp1490,Camellia forrestii,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp1491,Camellia forrestii var. acutisepala,wide-ranged,LC,LC,LC,LC,LC,NT,NT,NT,NT,NT,Gap
sp1492,Camellia fraterna,wide-ranged,LC,LC,LC,LC,LC,NT,LC,NT,NT,NT,Partial gap
sp1493,Camellia furfuracea,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,VU,Partial gap
sp1494,Camellia furfuracea var. latipetiolate,narrow-ranged,NT,LC,LC,LC,NT,LC,LC,VU,NT,CR,Gap
sp1495,Camellia gaudichaudii,narrow-ranged,VU,LC,LC,LC,EN,LC,LC,EN,EN,EN,Partial gap
sp1496,Camellia grandibracteata,narrow-ranged,VU,EX,EX,EX,EX,EX,EX,EX,EX,EX,Gap
sp1497,Camellia granthamiana,wide-ranged,VU,EN,NT,EX,EN,CR,EX,CR,EX,CR,Gap
sp1498,Camellia grijsii,wide-ranged,NT,LC,LC,LC,LC,NT,LC,NT,NT,NT,Gap
sp1499,Camellia gymnogyna,wide-ranged,LC,LC,LC,NT,EN,VU,EN,CR,CR,EN,Gap
sp1500,Camellia hongkongensis,wide-ranged,LC,CR,EN,CR,EN,CR,CR,EN,CR,CR,Gap
sp1501,Camellia huana,wide-ranged,EN,LC,CR,CR,CR,LC,CR,EX,EX,NT,Gap
sp1502,Camellia ilicifolia,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,EN,Gap
sp1503,Camellia ilicifolia var. neriifolia,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,EN,Gap
sp1504,Camellia impressinervis,narrow-ranged,CR,LC,LC,LC,LC,CR,VU,EX,EN,NT,Gap
sp1505,Camellia indochinensis,wide-ranged,LC,LC,LC,LC,NT,LC,NT,EN,EN,NT,Gap
sp1506,Camellia indochinensis var. tunghinensis,narrow-ranged,EN,LC,CR,EN,NT,EX,EN,EX,EN,VU,Partial gap
sp1507,Camellia japonica,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp1508,Camellia kissii,wide-ranged,LC,LC,NT,LC,NT,NT,NT,VU,VU,VU,Partial gap
sp1509,Camellia kissii var. confusa,wide-ranged,NT,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp1510,Camellia kwangsiensis,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp1511,Camellia lawii,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp1512,Camellia longicalyx,wide-ranged,DD,LC,LC,LC,NT,LC,LC,CR,CR,CR,Gap
sp1513,Camellia longipedicellata,narrow-ranged,EN,EX,EX,EX,EX,EX,EX,EX,EX,EX,No protected
sp1514,Camellia longissima,narrow-ranged,LC,LC,LC,LC,LC,EN,NT,EN,EN,NT,Gap
sp1515,Camellia lutchuensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,No protected
sp1516,Camellia luteoflora,narrow-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,VU,Gap
sp1517,Camellia mairei,wide-ranged,LC,LC,VU,EN,EN,LC,EN,EN,EN,NT,Partial gap
sp1518,Camellia mairei var. lapidea,wide-ranged,LC,LC,NT,LC,EN,LC,NT,EN,EN,VU,Gap
sp1519,Camellia mairei var. velutina,wide-ranged,LC,LC,LC,LC,LC,NT,NT,VU,EN,EN,Gap
sp1520,Camellia melliana,narrow-ranged,EN,LC,LC,LC,LC,LC,LC,EN,EN,EN,Gap
sp1521,Camellia micrantha,narrow-ranged,EN,LC,LC,LC,LC,EX,EN,EX,CR,NT,Gap
sp1522,Camellia mileensis var. microphylla,narrow-ranged,VU,LC,LC,LC,LC,LC,LC,VU,VU,EN,No protected
sp1523,Camellia oleifera,wide-ranged,LC,NT,NT,NT,NT,NT,NT,NT,NT,VU,Partial gap
sp1524,Camellia pachyandra,narrow-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp1525,Camellia parviflora,wide-ranged,EN,LC,NT,LC,NT,LC,NT,VU,NT,NT,Gap
sp1526,Camellia parvimuricata,wide-ranged,LC,CR,CR,EX,CR,CR,EX,CR,EX,CR,Gap
sp1527,Camellia petelotii,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp1528,Camellia pilosperma,narrow-ranged,CR,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp1529,Camellia pingguoensis,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp1530,Camellia pitardii,wide-ranged,VU,LC,LC,LC,NT,NT,NT,NT,NT,NT,Partial gap
sp1531,Camellia pitardii var. compressa,narrow-ranged,LC,EX,CR,EX,EX,CR,EX,CR,EX,EX,Gap
sp1532,Camellia polyodonta,wide-ranged,LC,LC,LC,LC,NT,EN,VU,VU,EN,CR,Gap
sp1533,Camellia polyodonta var. longicaudata,wide-ranged,LC,CR,EX,EN,EX,EX,CR,EX,EX,EX,Partial gap
sp1534,Camellia ptilophylla,wide-ranged,VU,LC,LC,LC,LC,LC,LC,VU,VU,EN,Gap
sp1535,Camellia pubifurfuracea,narrow-ranged,EN,LC,LC,LC,LC,LC,LC,NT,NT,VU,Partial gap
sp1536,Camellia pubipetala,narrow-ranged,EN,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp1537,Camellia pyxidiacea,narrow-ranged,LC,EX,EX,EX,EX,EX,EX,EX,EX,EX,Gap
sp1538,Camellia reticulata,wide-ranged,VU,LC,LC,LC,LC,NT,NT,NT,NT,VU,Covered
sp1539,Camellia rhytidocarpa,wide-ranged,LC,LC,LC,LC,NT,LC,NT,EN,EN,VU,Gap
sp1540,Camellia rhytidocarpa var. microphylla,wide-ranged,NT,EN,VU,CR,EN,CR,CR,EN,CR,CR,Gap
sp1541,Camellia rosthorniana,wide-ranged,LC,EN,VU,EN,VU,EN,EN,VU,EN,EN,Gap
sp1542,Camellia salicifolia,wide-ranged,LC,NT,LC,LC,LC,VU,LC,NT,NT,VU,Partial gap
sp1543,Camellia saluenensis,wide-ranged,NT,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp1544,Camellia semiserrata,wide-ranged,LC,LC,LC,LC,LC,NT,LC,NT,NT,EN,Gap
sp1545,Camellia semiserrata var. magnocarpa,wide-ranged,LC,LC,LC,LC,LC,LC,LC,EN,EN,NT,Gap
sp1546,Camellia sinensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Covered
sp1547,Camellia sinensis var. assamica,wide-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp1548,Camellia stuartiana,wide-ranged,DD,LC,EN,EN,CR,NT,CR,CR,EX,CR,Gap
sp1549,Camellia subintegra,wide-ranged,NT,CR,EN,CR,CR,CR,CR,CR,CR,EX,Gap
sp1550,Camellia synaptica,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp1551,Camellia szechuanensis,narrow-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp1552,Camellia szemaoensis,wide-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,VU,Partial gap
sp1553,Camellia tachangensis,wide-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp1554,Camellia taliensis,wide-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp1555,Camellia tenii,narrow-ranged,DD,LC,LC,LC,LC,LC,LC,EX,CR,EX,Gap
sp1556,Camellia transarisanensis,wide-ranged,LC,LC,EN,CR,CR,EN,CR,CR,CR,CR,Gap
sp1557,Camellia trichoclada,wide-ranged,NT,NT,LC,LC,LC,NT,LC,NT,NT,NT,Gap
sp1558,Camellia tsaii,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp1559,Camellia tsingpienensis,wide-ranged,LC,LC,EN,CR,EN,NT,CR,EN,CR,EN,Gap
sp1560,Camellia tsingpienensis var. pubisepala,wide-ranged,NT,LC,CR,CR,CR,NT,EX,CR,EX,EN,Partial gap
sp1561,Camellia tuberculata,wide-ranged,NT,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp1562,Camellia villicarpa,narrow-ranged,VU,LC,LC,LC,LC,LC,LC,EN,EN,NT,Partial gap
sp1563,Camellia viridicalyx,wide-ranged,LC,CR,CR,CR,CR,EX,CR,CR,CR,EX,Gap
sp1564,Camellia viridicalyx var. linearifolia,narrow-ranged,LC,LC,LC,LC,LC,NT,NT,CR,EX,NT,Gap
sp1565,Camellia wardii,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp1566,Camellia wardii var. muricatula,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp1567,Camellia xanthochroma,narrow-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp1568,Camellia yunnanensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp1569,Camellia yunnanensis var. camellioides,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp1570,Campsis grandiflora,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp1571,Camptotheca acuminata,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp1572,Campylospermum serratum,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp1573,Campylospermum striatum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp1574,Campylotropis argentea,wide-ranged,DD,LC,LC,LC,LC,LC,LC,VU,VU,NT,Gap
sp1575,Campylotropis brevifolia,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp1576,Campylotropis capillipes,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp1577,Campylotropis delavayi,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp1578,Campylotropis diversifolia,wide-ranged,LC,LC,LC,LC,LC,LC,LC,VU,VU,NT,Gap
sp1579,Campylotropis grandifolia,narrow-ranged,LC,EX,EX,EX,EX,EX,EX,EX,EX,EX,No protected
sp1580,Campylotropis harmsii,wide-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp1581,Campylotropis henryi,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp1582,Campylotropis hirtella,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp1583,Campylotropis latifolia,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp1584,Campylotropis macrocarpa,wide-ranged,LC,NT,LC,NT,NT,NT,NT,NT,NT,VU,Partial gap
sp1585,Campylotropis macrocarpa var. hupehensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp1586,Campylotropis pauciflora,narrow-ranged,LC,LC,LC,LC,EX,LC,LC,CR,CR,EX,Gap
sp1587,Campylotropis polyantha,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Covered
sp1588,Campylotropis sulcata,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp1589,Campylotropis tenuiramea,narrow-ranged,DD,EX,EX,EX,EX,EX,EX,EX,EX,EX,No protected
sp1590,Campylotropis teretiracemosa,narrow-ranged,DD,LC,LC,LC,VU,LC,LC,NT,NT,EX,Gap
sp1591,Campylotropis trigonoclada,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp1592,Campylotropis wenshanica,narrow-ranged,DD,EX,EX,EX,EX,EX,EX,EX,EX,EX,Gap
sp1593,Campylotropis wilsonii,wide-ranged,LC,LC,LC,LC,LC,LC,LC,EN,EN,VU,Partial gap
sp1594,Campylotropis yunnanensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp1595,Campylotropis yunnanensis ssp. filipes,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp1596,Canarium bengalense,wide-ranged,LC,LC,EN,EN,EN,LC,EN,EN,EN,NT,Gap
sp1597,Canarium parvum,narrow-ranged,EN,LC,LC,LC,LC,LC,LC,VU,EN,NT,Partial gap
sp1598,Canarium strictum,wide-ranged,NT,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp1599,Canarium subulatum,wide-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp1600,Cansjera rheedei,wide-ranged,LC,LC,NT,LC,VU,LC,NT,EN,VU,NT,Gap
sp1601,Canthium dicoccum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Covered
sp1602,Canthium horridum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp1603,Canthium simile,wide-ranged,NT,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp1604,Capparis acutifolia,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp1605,Capparis assamica,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp1606,Capparis bodinieri,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp1607,Capparis cantoniensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Covered
sp1608,Capparis chingiana,wide-ranged,LC,LC,EN,VU,EN,LC,CR,CR,CR,EN,Gap
sp1609,Capparis dasyphylla,wide-ranged,CR,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp1610,Capparis floribunda,narrow-ranged,CR,LC,LC,LC,LC,LC,LC,NT,NT,NT,No protected
sp1611,Capparis formosana,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp1612,Capparis hainanensis,narrow-ranged,LC,LC,LC,LC,LC,EN,EN,CR,EN,NT,Gap
sp1613,Capparis henryi,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,VU,VU,No protected
sp1614,Capparis himalayensis,wide-ranged,LC,LC,LC,LC,NT,LC,LC,NT,NT,NT,Covered
sp1615,Capparis khuamak,narrow-ranged,EN,LC,LC,LC,LC,LC,LC,EN,EN,NT,Partial gap
sp1616,Capparis lanceolaris,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,VU,No protected
sp1617,Capparis masaikai,wide-ranged,VU,LC,LC,LC,NT,LC,LC,VU,VU,NT,Gap
