code,name,Type,Qin
sp2821,Desmodium amethystinum,narrow-ranged,LC
sp2825,Desmodium gracillimum,narrow-ranged,LC
sp2838,Desmodium styracifolium,narrow-ranged,LC
sp2844,Desmos grandifolius,narrow-ranged,EN
sp2851,Deutzia breviloba,narrow-ranged,LC
sp2853,Deutzia cinerascens,narrow-ranged,LC
sp2857,Deutzia cymuligera,narrow-ranged,LC
sp2860,Deutzia faberi,narrow-ranged,LC
sp2875,Deutzia multiradiata,narrow-ranged,LC
sp2878,Deutzia obtusilobata,narrow-ranged,DD
sp2892,Deutzia taibaiensis,narrow-ranged,NT
sp2895,Dicerma biarticulatum,narrow-ranged,LC
sp2902,Dichroa mollissima,narrow-ranged,NT
sp2904,Dichroa yunnanensis,narrow-ranged,EN
sp2912,Dimocarpus yunnanensis,narrow-ranged,CR
sp2913,Dimorphocalyx poilanei,narrow-ranged,LC
sp2914,Diospyros anisocalyx,narrow-ranged,EN
sp2915,Diospyros armata,narrow-ranged,DD
sp2916,Diospyros caloneura,narrow-ranged,LC
sp2918,Diospyros chunii,narrow-ranged,LC
sp2923,Diospyros esquirolii,narrow-ranged,LC
sp2924,Diospyros fanjingshanica,narrow-ranged,DD
sp2925,Diospyros ferrea,narrow-ranged,LC
sp2927,Diospyros hasseltii,narrow-ranged,EN
sp2928,Diospyros howii,narrow-ranged,LC
sp2934,Diospyros kintungensis,narrow-ranged,LC
sp2935,Diospyros kotoensis,narrow-ranged,LC
sp2939,Diospyros maclurei,narrow-ranged,LC
sp2941,Diospyros metcalfii,narrow-ranged,LC
sp2945,Diospyros nitida,narrow-ranged,LC
sp2955,Diospyros saxicola,narrow-ranged,LC
sp2961,Diospyros sutchuensis,narrow-ranged,CR
sp2964,Diospyros unisemina,narrow-ranged,LC
sp2968,Diospyros zhenfengensis,narrow-ranged,DD
sp2976,Diploblechnum fraseri,narrow-ranged,CR
sp2981,Diploknema yunnanensis,narrow-ranged,LC
sp2988,Dipteronia dyeriana,narrow-ranged,EN
sp2995,Distyliopsis salicifolia,narrow-ranged,DD
sp3014,Dodecadenia grandiflora var. griffithii,narrow-ranged,LC
sp3016,Dolichandrone spathacea,narrow-ranged,LC
sp3021,Dracaena hokouensis,narrow-ranged,LC
sp3022,Dracaena terniflora,narrow-ranged,NT
sp3024,Dracontomelon macrocarpum,narrow-ranged,EN
sp3038,Drypetes hoaensis,narrow-ranged,LC
sp3041,Drypetes littoralis,narrow-ranged,LC
sp3042,Drypetes longistipitata,narrow-ranged,LC
sp3053,Dysolobium grande,narrow-ranged,NT
sp3054,Dysoxylum arborescens,narrow-ranged,EN
sp3055,Dysoxylum cumingianum,narrow-ranged,LC
sp3056,Dysoxylum densiflorum,narrow-ranged,LC
sp3065,Dysoxylum parasiticum,narrow-ranged,CR
sp3069,Echinacanthus longzhouensis,narrow-ranged,LC
sp3070,Edgeworthia albiflora,narrow-ranged,VU
sp3071,Edgeworthia eriosolenoides,narrow-ranged,LC
sp3074,Ehretia changjiangensis,narrow-ranged,DD
sp3078,Ehretia hainanensis,narrow-ranged,LC
sp3087,Elaeagnus bambusetorum,narrow-ranged,DD
sp3089,Elaeagnus calcarea,narrow-ranged,NT
sp3090,Elaeagnus cinnamomifolia,narrow-ranged,VU
sp3095,Elaeagnus formosana,narrow-ranged,LC
sp3100,Elaeagnus guizhouensis,narrow-ranged,LC
sp3111,Elaeagnus ovata,narrow-ranged,DD
sp3115,Elaeagnus pingnanensis,narrow-ranged,LC
sp3118,Elaeagnus schlechtendalii,narrow-ranged,DD
sp3120,Elaeagnus tarokoensis,narrow-ranged,VU
sp3122,Elaeagnus tonkinensis,narrow-ranged,LC
sp3127,Elaeagnus yunnanensis,narrow-ranged,DD
sp3129,Elaeocarpus argenteus,narrow-ranged,LC
sp3130,Elaeocarpus auricomus,narrow-ranged,VU
sp3135,Elaeocarpus brachystachyus,narrow-ranged,LC
sp3136,Elaeocarpus brachystachyus var. fengii,narrow-ranged,LC
sp3138,Elaeocarpus decandrus,narrow-ranged,NT
sp3143,Elaeocarpus glabripetalus var. alatus,narrow-ranged,NT
sp3145,Elaeocarpus harmandii,narrow-ranged,CR
sp3153,Elaeocarpus longlingensis,narrow-ranged,NT
sp3156,Elaeocarpus oblongilimbus,narrow-ranged,EN
sp3162,Elaeocarpus sphaerocarpus,narrow-ranged,VU
sp3163,Elaeocarpus subpetiolatus,narrow-ranged,CR
sp3167,Eleutherococcus baoxinensis,narrow-ranged,DD
sp3217,Endiandra dolichocarpa,narrow-ranged,EN
sp3218,Endiandra hainanensis,narrow-ranged,NT
sp3227,Enkianthus deflexus var. glabrescens,narrow-ranged,DD
sp3232,Entada parvifolia,narrow-ranged,EN
sp3258,Eriobotrya malipoensis,narrow-ranged,EN
sp3272,Erycibe expansa,narrow-ranged,LC
sp3276,Erycibe oligantha,narrow-ranged,LC
sp3291,Euchresta tubulosa var. brevituba,narrow-ranged,LC
sp3292,Euchresta tubulosa var. longiracemosa,narrow-ranged,VU
sp3297,Euonymus aculeolus,narrow-ranged,DD
sp3298,Euonymus balansae,narrow-ranged,LC
sp3303,Euonymus chengii,narrow-ranged,VU
sp3308,Euonymus dolichopus,narrow-ranged,DD
sp3311,Euonymus ficoides,narrow-ranged,EN
sp3317,Euonymus hainanensis,narrow-ranged,EN
sp3320,Euonymus hupehensis,narrow-ranged,LC
sp3321,Euonymus kachinensis,narrow-ranged,NT
sp3323,Euonymus kweichowensis,narrow-ranged,DD
sp3324,Euonymus laxicymosus,narrow-ranged,LC
sp3334,Euonymus parasimilis,narrow-ranged,DD
sp3344,Euonymus serratifolius,narrow-ranged,LC
sp3346,Euonymus subcordatus,narrow-ranged,DD
sp3348,Euonymus tashiroi,narrow-ranged,NT
sp3349,Euonymus tenuiserratus,narrow-ranged,DD
sp3356,Euonymus verrucocarpus,narrow-ranged,EN
sp3362,Euphorbia hainanensis,narrow-ranged,EN
sp3372,Eurya bifidostyla,narrow-ranged,CR
sp3384,Eurya emarginata,narrow-ranged,LC
sp3386,Eurya fangii var. megaphylla,narrow-ranged,NT
sp3387,Eurya glaberrima,narrow-ranged,LC
sp3404,Eurya leptophylla,narrow-ranged,LC
sp3407,Eurya lunglingensis,narrow-ranged,CR
sp3418,Eurya ovatifolia,narrow-ranged,LC
sp3422,Eurya perserrata,narrow-ranged,LC
sp3423,Eurya persicifolia,narrow-ranged,VU
sp3424,Eurya pittosporifolia,narrow-ranged,EN
sp3426,Eurya prunifolia,narrow-ranged,NT
sp3430,Eurya rengechiensis,narrow-ranged,VU
sp3441,Eurya velutina,narrow-ranged,CR
sp3445,Eurysolen gracilis,narrow-ranged,LC
sp3453,Excentrodendron obconicum,narrow-ranged,CR
sp3458,Excoecaria kawakamii,narrow-ranged,EN
sp3474,Fargesia acuticontracta,narrow-ranged,DD
sp3475,Fargesia adpressa,narrow-ranged,DD
sp3476,Fargesia albocerea,narrow-ranged,LC
sp3477,Fargesia altior,narrow-ranged,LC
sp3478,Fargesia angustissima,narrow-ranged,LC
sp3479,Fargesia brevissima,narrow-ranged,LC
sp3480,Fargesia caduca,narrow-ranged,DD
sp3482,Fargesia circinata,narrow-ranged,DD
sp3483,Fargesia communis,narrow-ranged,LC
sp3484,Fargesia conferta,narrow-ranged,LC
sp3487,Fargesia declivis,narrow-ranged,LC
sp3491,Fargesia dura,narrow-ranged,LC
sp3492,Fargesia edulis,narrow-ranged,LC
sp3499,Fargesia gongshanensis,narrow-ranged,DD
sp3501,Fargesia hsuehiana,narrow-ranged,DD
sp3502,Fargesia hygrophila,narrow-ranged,LC
sp3503,Fargesia jiulongensis,narrow-ranged,LC
sp3504,Fargesia longiuscula,narrow-ranged,DD
sp3505,Fargesia lushuiensis,narrow-ranged,LC
sp3507,Fargesia mali,narrow-ranged,LC
sp3511,Fargesia orbiculata,narrow-ranged,DD
sp3512,Fargesia papyrifera,narrow-ranged,LC
sp3513,Fargesia pauciflora,narrow-ranged,LC
sp3514,Fargesia perlonga,narrow-ranged,LC
sp3515,Fargesia pleniculmis,narrow-ranged,DD
sp3516,Fargesia plurisetosa,narrow-ranged,DD
sp3518,Fargesia praecipua,narrow-ranged,DD
sp3521,Fargesia rufa,narrow-ranged,LC
sp3522,Fargesia sagittatinea,narrow-ranged,LC
sp3523,Fargesia scabrida,narrow-ranged,LC
sp3524,Fargesia semicoriacea,narrow-ranged,LC
sp3525,Fargesia stenoclada,narrow-ranged,LC
sp3528,Fernandoa guangxiensis,narrow-ranged,EN
sp3534,Ficus aurantiaca,narrow-ranged,LC
sp3540,Ficus cardiophylla,narrow-ranged,EN
sp3546,Ficus cumingii,narrow-ranged,LC
sp3559,Ficus fusuiensis,narrow-ranged,EN
sp3563,Ficus geniculata,narrow-ranged,NT
sp3565,Ficus guangxiensis,narrow-ranged,LC
sp3581,Ficus napoensis,narrow-ranged,CR
sp3585,Ficus ovatifolia,narrow-ranged,DD
sp3587,Ficus pedunculosa,narrow-ranged,LC
sp3589,Ficus polynervis,narrow-ranged,NT
sp3591,Ficus prostrata,narrow-ranged,LC
sp3593,Ficus pubigera var. anserina,narrow-ranged,LC
sp3603,Ficus ruficaulis,narrow-ranged,LC
sp3628,Ficus tinctoria ssp. swinhoei,narrow-ranged,LC
sp3629,Ficus trichocarpa var. obtusa,narrow-ranged,NT
sp3631,Ficus trivia var. laevigata,narrow-ranged,NT
sp3634,Ficus undulata,narrow-ranged,EN
sp3643,Firmiana danxiaensis,narrow-ranged,CR
sp3650,Fissistigma balansae,narrow-ranged,LC
sp3662,Fissistigma tungfangense,narrow-ranged,EN
sp3672,Flemingia involucrata,narrow-ranged,NT
sp3677,Flemingia mengpengensis,narrow-ranged,LC
sp3680,Flemingia procumbens,narrow-ranged,LC
sp3681,Flemingia stricta,narrow-ranged,LC
sp3684,Flueggea acicularis,narrow-ranged,LC
sp3697,Forsythia mira,narrow-ranged,NT
sp3703,Fraxinus depauperata,narrow-ranged,LC
sp3714,Fraxinus sogdiana,narrow-ranged,VU
sp3718,Freycinetia formosana,narrow-ranged,LC
sp3724,Garcinia kwangsiensis,narrow-ranged,EN
sp3726,Garcinia linii,narrow-ranged,LC
sp3729,Garcinia oligantha,narrow-ranged,LC
sp3736,Gardenia angkorensis,narrow-ranged,EN
sp3765,Gaultheria longiracemosa,narrow-ranged,NT
sp3766,Gaultheria notabilis,narrow-ranged,CR
sp3769,Gaultheria prostrata,narrow-ranged,LC
sp3770,Gaultheria pseudonotabilis,narrow-ranged,NT
sp3773,Gaultheria sinensis var. nivea,narrow-ranged,LC
sp3779,Gelidocalamus annulatus,narrow-ranged,LC
sp3780,Gelidocalamus kunishii,narrow-ranged,LC
sp3781,Gelidocalamus latifolius,narrow-ranged,VU
sp3783,Gelidocalamus multifolius,narrow-ranged,LC
sp3784,Gelidocalamus rutilans,narrow-ranged,NT
sp3785,Gelidocalamus solidus,narrow-ranged,LC
sp3787,Gelidocalamus tessellatus,narrow-ranged,VU
sp3793,Gigantochloa nigrociliata,narrow-ranged,NT
sp3794,Gigantochloa parviflora,narrow-ranged,DD
sp3801,Gleditsia japonica var. velutina,narrow-ranged,CR
sp3817,Glochidion lutescens,narrow-ranged,LC
sp3820,Glochidion oblatum,narrow-ranged,LC
sp3835,Glycosmis longifolia,narrow-ranged,DD
sp3838,Glycosmis oligantha,narrow-ranged,NT
sp3843,Glyptopetalum aquifolium,narrow-ranged,CR
sp3845,Glyptopetalum fengii,narrow-ranged,LC
sp3846,Glyptopetalum geloniifolium,narrow-ranged,NT
sp3857,Gmelina lecomtei,narrow-ranged,VU
sp3858,Gmelina szechwanensis,narrow-ranged,CR
sp3859,Gnetum catasphaericum,narrow-ranged,LC
sp3860,Gnetum giganteum,narrow-ranged,VU
sp3861,Gnetum gnemon,narrow-ranged,DD
sp3871,Gomphostemma callicarpoides,narrow-ranged,LC
sp3875,Gomphostemma lucidum var. intermedium,narrow-ranged,NT
sp3876,Gongronema multibracteolatum,narrow-ranged,DD
sp3879,Goniothalamus amuyon,narrow-ranged,LC
sp3880,Goniothalamus cheliensis,narrow-ranged,CR
sp3885,Goniothalamus leiocarpus,narrow-ranged,VU
sp3886,Goniothalamus yunnanensis,narrow-ranged,LC
sp3894,Grewia angustisepala,narrow-ranged,LC
sp3900,Grewia chuniana,narrow-ranged,LC
sp3902,Grewia cuspidatoserrata,narrow-ranged,NT
sp3905,Grewia kwangtungensis,narrow-ranged,LC
sp3906,Grewia macropetala,narrow-ranged,NT
sp3914,Guettarda speciosa,narrow-ranged,LC
sp3915,Guihaia argyrata,narrow-ranged,LC
sp3916,Guihaiothamnus acaulis,narrow-ranged,CR
sp3918,Gymnema hainanense,narrow-ranged,LC
sp3928,Gymnosporia emarginata,narrow-ranged,EN
sp3929,Gymnosporia esquirolii,narrow-ranged,EN
sp3931,Gymnosporia jinyangensis,narrow-ranged,EN
sp3934,Gymnosporia tiaoloshanensis,narrow-ranged,EN
sp3951,Hedyotis hainanensis,narrow-ranged,LC
sp3958,Helicia dongxingensis,narrow-ranged,NT
sp3959,Helicia falcata,narrow-ranged,LC
sp3976,Helicia yangchunensis,narrow-ranged,LC
sp3977,Heliciopsis henryi,narrow-ranged,LC
sp3984,Helicteres obtusa,narrow-ranged,NT
sp4000,Hemiboeopsis longisepala,narrow-ranged,EN
sp4033,Hibiscus taiwanensis,narrow-ranged,CR
sp4035,Hibiscus yunnanensis,narrow-ranged,EN
sp4036,Himalayacalamus falconeri,narrow-ranged,LC
sp4051,Hiptage candicans var. harmandiana,narrow-ranged,LC
sp4052,Hiptage fraxinifolia,narrow-ranged,LC
sp4054,Hiptage multiflora,narrow-ranged,DD
sp4065,Homalium breviracemosum,narrow-ranged,LC
sp4068,Homalium kwangsiense,narrow-ranged,EN
sp4072,Homalium sabiifolium,narrow-ranged,EN
sp4077,Hopea reticulata,narrow-ranged,CR
sp4094,Huodendron tomentosum var. guangxiense,narrow-ranged,LC
sp4096,Hydnocarpus hainanensis,narrow-ranged,VU
sp4100,Hydrangea candida,narrow-ranged,LC
sp4104,Hydrangea coacta,narrow-ranged,LC
sp4112,Hydrangea kawakamii,narrow-ranged,LC
sp4119,Hydrangea longipes var. fulvescens,narrow-ranged,LC
sp4120,Hydrangea longipes var. lanceolata,narrow-ranged,LC
sp4141,Hypericum cohaerens,narrow-ranged,NT
sp4144,Hypericum formosanum,narrow-ranged,EN
sp4159,Hypericum nakamurae,narrow-ranged,LC
sp4166,Hypericum subsessile,narrow-ranged,LC
sp4168,Hypericum wardianum,narrow-ranged,LC
sp4177,Idesia polycarpa var. fujianensis,narrow-ranged,LC
sp4181,Ilex arisanensis,narrow-ranged,EN
sp4186,Ilex austrosinensis,narrow-ranged,LC
sp4192,Ilex chamaebuxus,narrow-ranged,LC
sp4196,Ilex chengkouensis,narrow-ranged,VU
sp4210,Ilex cupreonitens,narrow-ranged,LC
sp4212,Ilex dabieshanensis,narrow-ranged,EN
sp4213,Ilex dasyclada,narrow-ranged,LC
sp4215,Ilex dehongensis,narrow-ranged,VU
sp4221,Ilex denticulata,narrow-ranged,LC
sp4225,Ilex dolichopoda,narrow-ranged,LC
sp4229,Ilex estriata,narrow-ranged,LC
sp4232,Ilex fargesii var. angustifolia,narrow-ranged,LC
sp4233,Ilex fengqingensis,narrow-ranged,VU
sp4238,Ilex formosana var. macropyrena,narrow-ranged,LC
sp4249,Ilex graciliflora,narrow-ranged,EN
sp4250,Ilex gracilis,narrow-ranged,LC
sp4251,Ilex guizhouensis,narrow-ranged,DD
sp4254,Ilex hayatana,narrow-ranged,LC
sp4263,Ilex jinyunensis,narrow-ranged,LC
sp4264,Ilex jiuwanshanensis,narrow-ranged,LC
sp4268,Ilex kobuskiana,narrow-ranged,LC
sp4269,Ilex kunmingensis,narrow-ranged,LC
sp4270,Ilex kusanoi,narrow-ranged,NT
sp4275,Ilex liana,narrow-ranged,CR
sp4276,Ilex liangii,narrow-ranged,LC
sp4277,Ilex lihuaensis,narrow-ranged,LC
sp4281,Ilex longzhouensis,narrow-ranged,EN
sp4283,Ilex machilifolia,narrow-ranged,VU
sp4284,Ilex maclurei,narrow-ranged,LC
sp4286,Ilex macrocarpa var. reevesiae,narrow-ranged,LC
sp4288,Ilex macrostigma,narrow-ranged,NT
sp4290,Ilex maximowicziana,narrow-ranged,EN
sp4297,Ilex micropyrena,narrow-ranged,LC
sp4299,Ilex nanchuanensis,narrow-ranged,CR
sp4305,Ilex nuculicava var. glabra,narrow-ranged,LC
sp4307,Ilex occulta,narrow-ranged,VU
sp4311,Ilex peiradena,narrow-ranged,LC
sp4312,Ilex pentagona,narrow-ranged,LC
sp4313,Ilex perlata,narrow-ranged,EN
sp4316,Ilex pingheensis,narrow-ranged,DD
sp4319,Ilex polypyrena,narrow-ranged,NT
sp4321,Ilex pubescens var. kwangsiensis,narrow-ranged,LC
sp4324,Ilex pyrifolia,narrow-ranged,LC
sp4325,Ilex qianlingshanensis,narrow-ranged,DD
sp4327,Ilex retusifolia,narrow-ranged,LC
sp4328,Ilex robusta,narrow-ranged,LC
sp4329,Ilex robustinervosa,narrow-ranged,LC
sp4334,Ilex shennongjiaensis,narrow-ranged,EN
sp4335,Ilex shimeica,narrow-ranged,VU
sp4340,Ilex strigillosa,narrow-ranged,LC
sp4342,Ilex subcoriacea,narrow-ranged,NT
sp4345,Ilex sublongecaudata,narrow-ranged,DD
sp4349,Ilex suichangensis,narrow-ranged,DD
sp4351,Ilex syzygiophylla,narrow-ranged,NT
sp4353,Ilex szechwanensis var. mollissima,narrow-ranged,LC
sp4354,Ilex tamii,narrow-ranged,NT
sp4355,Ilex tenuis,narrow-ranged,LC
sp4357,Ilex tetramera var. glabra,narrow-ranged,LC
sp4358,Ilex trichocarpa,narrow-ranged,DD
sp4365,Ilex venosa,narrow-ranged,LC
sp4375,Ilex xiaojinensis,narrow-ranged,LC
sp4377,Ilex yangchunensis,narrow-ranged,LC
sp4398,Illicium philippinense,narrow-ranged,LC
sp4400,Illicium tashiroi,narrow-ranged,LC
sp4408,Illigera cordata var. mollissima,narrow-ranged,EN
sp4409,Illigera glabra,narrow-ranged,LC
sp4411,Illigera luzonensis,narrow-ranged,LC
sp4415,Illigera pseudoparviflora,narrow-ranged,LC
sp4418,Illigera trifoliata ssp. cucullata,narrow-ranged,LC
sp4419,Indigofera acutipetala,narrow-ranged,LC
sp4425,Indigofera byobiensis,narrow-ranged,LC
sp4429,Indigofera chenii,narrow-ranged,CR
sp4432,Indigofera decora var. chalara,narrow-ranged,DD
sp4443,Indigofera hebepetala var. glabra,narrow-ranged,LC
sp4447,Indigofera jikongensis,narrow-ranged,LC
sp4448,Indigofera jindongensis,narrow-ranged,LC
sp4461,Indigofera penduloides,narrow-ranged,LC
sp4462,Indigofera ramulosissima,narrow-ranged,LC
sp4468,Indigofera sticta,narrow-ranged,LC
sp4470,Indigofera trifoliata,narrow-ranged,LC
sp4471,Indigofera trifoliata var. zhengkangensis,narrow-ranged,LC
sp4472,Indigofera venulosa,narrow-ranged,LC
sp4474,Indocalamus barbatus,narrow-ranged,LC
sp4478,Indocalamus guangdongensis var. mollis,narrow-ranged,DD
sp4479,Indocalamus hirsutissimus,narrow-ranged,LC
sp4480,Indocalamus hirtivaginatus,narrow-ranged,DD
sp4481,Indocalamus hispidus,narrow-ranged,LC
sp4483,Indocalamus inaequilaterus,narrow-ranged,DD
sp4488,Indocalamus quadratus,narrow-ranged,LC
sp4489,Indocalamus sinicus,narrow-ranged,LC
sp4494,Indosasa angustata,narrow-ranged,LC
sp4500,Indosasa lipoensis,narrow-ranged,VU
sp4506,Indosasa triangulata,narrow-ranged,DD
sp4511,Isodon brevifolius,narrow-ranged,LC
sp4513,Isodon dawoensis,narrow-ranged,LC
sp4518,Isodon hirtellus,narrow-ranged,LC
sp4521,Isodon lihsienensis,narrow-ranged,NT
sp4523,Isodon medilungensis,narrow-ranged,EN
sp4536,Isodon silvaticus,narrow-ranged,EN
sp4537,Isodon smithianus,narrow-ranged,LC
sp4541,Isodon xerophilus,narrow-ranged,LC
sp4550,Itea kwangsiensis,narrow-ranged,LC
sp4552,Itea oldhamii,narrow-ranged,LC
sp4555,Itea yangchunensis,narrow-ranged,LC
sp4559,Itoa orientalis var. glabrescens,narrow-ranged,CR
sp4571,Ixora philippinensis,narrow-ranged,CR
sp4573,Ixora tsangii,narrow-ranged,NT
sp4583,Jasminum flexile,narrow-ranged,LC
sp4585,Jasminum guangxiense,narrow-ranged,EN
sp4590,Jasminum longitubum,narrow-ranged,DD
sp4600,Jasminum rehderianum,narrow-ranged,NT
sp4601,Jasminum rufohirtum,narrow-ranged,LC
sp4608,Jasminum yuanjiangense,narrow-ranged,LC
sp4617,Juniperus chinensis var. tsukusiensis,narrow-ranged,EN
sp4627,Juniperus procumbens,narrow-ranged,LC
sp4651,Keenania flava,narrow-ranged,NT
sp4652,Keenania tonkinensis,narrow-ranged,VU
sp4659,Keteleeria fortunei var. oblonga,narrow-ranged,CR
sp4660,Keteleeria hainanensis,narrow-ranged,EN
sp4668,Knema tonkinensis,narrow-ranged,LC
sp4679,Lagerstroemia anhuiensis,narrow-ranged,DD
sp4685,Lagerstroemia guilinensis,narrow-ranged,EN
sp4690,Lagerstroemia suprareticulata,narrow-ranged,EN
sp4692,Lagerstroemia venusta,narrow-ranged,LC
sp4693,Lagerstroemia villosa,narrow-ranged,VU
sp4699,Larix himalaica,narrow-ranged,LC
sp4700,Larix kongboensis,narrow-ranged,DD
sp4702,Larix olgensis,narrow-ranged,LC
sp4715,Lasianthus chevalieri,narrow-ranged,LC
sp4733,Lasianthus linearisepalus,narrow-ranged,LC
sp4739,Lasianthus rigidus,narrow-ranged,VU
sp4748,Laurocerasus dolichophylla,narrow-ranged,LC
sp4753,Laurocerasus menghaiensis,narrow-ranged,CR
sp4765,Leea longifolia,narrow-ranged,LC
sp4766,Leea philippinensis,narrow-ranged,NT
sp4767,Lepisanthes hainanensis,narrow-ranged,NT
sp4770,Lepisanthes unilocularis,narrow-ranged,EX
sp4771,Leptaspis banksii,narrow-ranged,LC
sp4773,Leptodermis brevisepala,narrow-ranged,NT
sp4779,Leptodermis gracilis var. longiflora,narrow-ranged,LC
sp4781,Leptodermis hirsutiflora var. ciliate,narrow-ranged,LC
sp4782,Leptodermis lanata,narrow-ranged,NT
sp4783,Leptodermis limprichtii,narrow-ranged,LC
sp4791,Leptodermis rehderiana,narrow-ranged,DD
sp4797,Leptodermis umbellata,narrow-ranged,LC
sp4799,Leptodermis vestita,narrow-ranged,LC
sp4804,Leptopus fangdingianus,narrow-ranged,EN
sp4826,Leucosyke quadrinervia,narrow-ranged,LC
sp4827,Leucothoe tonkinensis,narrow-ranged,NT
sp4832,Leycesteria stipulata,narrow-ranged,EN
sp4833,Licuala dasyantha,narrow-ranged,LC
sp4836,Ligustrum angustum,narrow-ranged,LC
sp4848,Ligustrum morrisonense,narrow-ranged,VU
sp4849,Ligustrum obovatilimbum,narrow-ranged,NT
sp4851,Ligustrum obtusifolium ssp. suave,narrow-ranged,LC
sp4854,Ligustrum punctifolium,narrow-ranged,LC
sp4862,Ligustrum sinense var. opienense,narrow-ranged,DD
sp4865,Ligustrum tenuipes,narrow-ranged,DD
sp4866,Ligustrum xingrenense,narrow-ranged,LC
sp4878,Lindera foveolata,narrow-ranged,LC
sp4889,Lindera menghaiensis,narrow-ranged,VU
sp4915,Lirianthe albosericea,narrow-ranged,EN
sp4920,Lirianthe fujianensis,narrow-ranged,DD
sp4926,Lithocarpus apricus,narrow-ranged,EN
sp4927,Lithocarpus areca,narrow-ranged,VU
sp4928,Lithocarpus attenuatus,narrow-ranged,NT
sp4931,Lithocarpus bonnetii,narrow-ranged,LC
sp4932,Lithocarpus brachystachyus,narrow-ranged,NT
sp4934,Lithocarpus calolepis,narrow-ranged,NT
sp4936,Lithocarpus carolineae,narrow-ranged,EN
sp4937,Lithocarpus caudatilimbus,narrow-ranged,NT
sp4938,Lithocarpus chiungchungensis,narrow-ranged,EN
sp4940,Lithocarpus cinereus,narrow-ranged,NT
sp4946,Lithocarpus corneus var. angustifolius,narrow-ranged,DD
sp4947,Lithocarpus corneus var. zonatus,narrow-ranged,DD
sp4949,Lithocarpus crassifolius,narrow-ranged,VU
sp4950,Lithocarpus cucullatus,narrow-ranged,EN
sp4952,Lithocarpus damiaoshanicus,narrow-ranged,DD
sp4954,Lithocarpus dodonaeifolius,narrow-ranged,LC
sp4956,Lithocarpus echinophorus var. bidoupensis,narrow-ranged,CR
sp4957,Lithocarpus echinotholus,narrow-ranged,VU
sp4958,Lithocarpus elaeagnifolius,narrow-ranged,NT
sp4960,Lithocarpus fangii,narrow-ranged,LC
sp4967,Lithocarpus formosanus,narrow-ranged,LC
sp4969,Lithocarpus garrettianus,narrow-ranged,NT
sp4974,Lithocarpus handelianus,narrow-ranged,NT
sp4977,Lithocarpus howii,narrow-ranged,EN
sp4981,Lithocarpus ithyphyllus,narrow-ranged,LC
sp4982,Lithocarpus jenkinsii,narrow-ranged,CR
sp4987,Lithocarpus levis,narrow-ranged,EN
sp4990,Lithocarpus litseifolius var. pubescens,narrow-ranged,NT
sp4993,Lithocarpus lycoperdon,narrow-ranged,VU
sp4994,Lithocarpus macilentus,narrow-ranged,EN
sp4999,Lithocarpus melanochromus,narrow-ranged,VU
sp5004,Lithocarpus nitidinux,narrow-ranged,DD
sp5005,Lithocarpus oblanceolatus,narrow-ranged,NT
sp5011,Lithocarpus pakhaensis,narrow-ranged,EN
sp5015,Lithocarpus propinquus,narrow-ranged,VU
sp5018,Lithocarpus quercifolius,narrow-ranged,EN
sp5021,Lithocarpus shinsuiensis,narrow-ranged,LC
sp5026,Lithocarpus taitoensis,narrow-ranged,LC
sp5027,Lithocarpus talangensis,narrow-ranged,VU
sp5030,Lithocarpus triqueter,narrow-ranged,DD
sp5036,Lithocarpus yongfuensis,narrow-ranged,CR
sp5043,Litsea beilschmiediifolia,narrow-ranged,VU
sp5061,Litsea garciae,narrow-ranged,LC
sp5063,Litsea glutinosa var. brideliifolia,narrow-ranged,LC
sp5079,Litsea litseifolia,narrow-ranged,EN
sp5082,Litsea machiloides,narrow-ranged,EN
sp5087,Litsea morrisonensis,narrow-ranged,LC
sp5089,Litsea moupinensis var. szechuanica,narrow-ranged,LC
sp5108,Litsea tibetana,narrow-ranged,EN
sp5115,Litsea veitchiana var. trichocarpa,narrow-ranged,LC
sp5124,Loeseneriella griseoramula,narrow-ranged,VU
sp5135,Lonicera buddleioides,narrow-ranged,LC
sp5136,Lonicera caerulea var. altaica,narrow-ranged,LC
sp5143,Lonicera ciliosissima,narrow-ranged,LC
sp5145,Lonicera codonantha,narrow-ranged,VU
sp5154,Lonicera fragilis,narrow-ranged,VU
sp5170,Lonicera kawakamii,narrow-ranged,LC
sp5176,Lonicera longiflora,narrow-ranged,LC
sp5177,Lonicera longituba,narrow-ranged,LC
sp5186,Lonicera minutifolia,narrow-ranged,EN
sp5195,Lonicera oiwakensis,narrow-ranged,VU
sp5223,Lonicera tricalysioides,narrow-ranged,VU
sp5228,Lonicera tubuliflora,narrow-ranged,LC
sp5237,Loranthus pseudo-odoratus,narrow-ranged,DD
sp5240,Loropetalum chinense var. rubrum,narrow-ranged,LC
sp5243,Loxostigma brevipetiolatum,narrow-ranged,NT
sp5245,Loxostigma fimbrisepalum,narrow-ranged,LC
sp5254,Lycium barbarum var. auranticarpum,narrow-ranged,DD
sp5276,Lysionotus denticulosus,narrow-ranged,LC
sp5282,Lysionotus heterophyllus var. mollis,narrow-ranged,NT
sp5284,Lysionotus kwangsiensis,narrow-ranged,LC
sp5285,Lysionotus levipes,narrow-ranged,NT
sp5286,Lysionotus longipedunculatus,narrow-ranged,LC
sp5288,Lysionotus microphyllus,narrow-ranged,LC
